Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
508,WR,Pofele,Ashlock,Pofele Ashlock,CAR,0,0,2,0,310,49,474,134,True,0,0,0,0,26,0,0,4,0,0,1,0,0,0,0,2,16,6,0,20,0,Pofele,Ashlock,1983.0,1981.0,0.0,22.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,654.0084388185654,1716.9230769230767,0.125,4.219409282700422,0.08315450643776824,CAR,-4.0
511,HB,Blake,Corum,Blake Corum,PHI,689,0,1,149,387,24,625,281,True,0,170,0,0,40,0,5,4,46,0,8,0,0,0,0,3,14,14,0,12,8,Blake,Corum,3246.0,3244.0,3.0,26.0,12.0,Signed,Normal,77.0,0.0,0.0,PHI,tier_4,1721.6,1249.6571428571428,0.7857142857142857,17.6,0.11593334581539037,PHI,5.0
514,WR,J.Michael,Sturdivant,J.Michael Sturdivant,BAL,15,0,0,3,693,31,923,271,True,0,6,0,0,60,0,0,4,5,0,1,0,0,0,0,3,16,16,0,24,1,J.Michael,Sturdivant,3222.0,3220.0,3.0,25.0,24.0,Signed,Normal,75.0,0.0,0.0,BAL,tier_4,767.0639219934994,1580.181818181818,0.25,4.333694474539545,0.1772378516624041,BAL,-1.0
515,HB,Saquon,Barkley,Saquon Barkley,IND,166,0,2,44,428,25,588,316,True,0,49,0,0,46,0,1,4,29,0,9,0,0,0,0,3,16,16,0,9,3,Saquon,Barkley,149.0,147.0,9.0,30.0,9.0,Signed,Normal,73.0,0.0,0.0,IND,tier_5,1010.204081632653,1172.9684210526316,0.375,10.204081632653061,0.1237351835790691,IND,1.0
517,WR,Jaquaize,Pettaway,Jaquaize Pettaway,ARI,0,0,2,0,644,55,900,253,True,0,0,0,0,51,0,0,4,0,0,1,0,0,0,0,4,16,16,0,6,0,Jaquaize,Pettaway,1761.0,1759.0,1.0,23.0,6.0,Signed,Normal,76.0,0.0,0.0,ARI,tier_4,715.5555555555555,1818.3529411764707,0.25,4.444444444444445,0.16692586832555728,ARI,-3.0
519,WR,Tre,Shackelford,Tre Shackelford,HOU,0,0,2,0,296,46,371,116,True,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,0,14,2,0,31,0,Tre,Shackelford,1474.0,1472.0,1.0,23.0,31.0,Signed,Normal,69.0,0.0,0.0,HOU,tier_6,797.8436657681941,2029.7142857142856,0.0,0.0,0.0794284372589139,HOU,-1.0
524,WR,Xavier,Worthy,Xavier Worthy,JAX,0,0,5,0,632,24,1029,269,True,0,0,0,0,54,0,0,4,0,0,6,0,0,0,0,2,16,16,0,16,0,Xavier,Worthy,3276.0,3274.0,3.0,24.0,16.0,Signed,Star,76.0,0.0,0.0,JAX,tier_4,614.1885325558794,1685.3333333333335,0.125,1.943634596695821,0.15369649805447472,JAX,-6.0
529,WR,Jimmy,Horn Jr.,Jimmy Horn Jr.,KC,4,0,1,0,1057,59,985,422,True,0,1,0,0,83,0,0,4,4,0,2,0,0,0,0,11,14,14,0,8,0,Jimmy,Horn Jr.,631.0,629.0,2.0,25.0,8.0,Signed,Star,77.0,0.0,0.0,KC,tier_4,1077.1573604060914,1826.2857142857142,0.7857142857142857,11.167512690355329,0.27225602884832095,KC,10.0
532,WR,Isaiah,Bond,Isaiah Bond,TEN,0,0,4,0,631,23,969,293,True,0,0,0,0,57,0,0,4,0,0,7,0,0,0,0,4,16,16,0,29,0,Isaiah,Bond,494.0,492.0,2.0,23.0,29.0,Signed,Normal,74.0,0.0,0.0,TEN,tier_5,651.186790505676,1594.1052631578948,0.25,4.127966976264189,0.16808737346830047,TEN,-1.0
533,HB,Jamarion,Miller,Jamarion Miller,BUF,581,0,1,140,131,21,590,91,True,0,138,0,0,19,0,3,4,49,0,6,0,0,0,0,2,16,12,2,2,3,Jamarion,Miller,2920.0,2918.0,1.0,23.0,2.0,Signed,Normal,73.0,0.0,0.0,BUF,tier_5,1206.7796610169491,1230.343949044586,0.3125,8.474576271186441,0.03308916393028542,BUF,2.0
534,HB,George,Pettaway,George Pettaway,CAR,201,0,6,13,103,11,451,91,True,0,76,0,0,16,0,0,4,17,0,1,0,0,0,0,0,16,16,0,20,1,George,Pettaway,626.0,624.0,2.0,24.0,20.0,Signed,Normal,66.0,0.0,0.0,CAR,tier_6,674.0576496674058,816.6521739130435,0.0625,2.2172949002217295,0.027628755364806867,CAR,-5.0
535,HB,Jerrick,Gibson,Jerrick Gibson,LV,313,0,1,42,288,28,517,198,True,0,96,0,0,31,0,2,4,27,0,9,0,0,0,0,3,14,14,0,22,1,Jerrick,Gibson,2676.0,2674.0,0.0,22.0,22.0,Signed,Star,78.0,0.0,0.0,LV,tier_4,1162.4758220502902,1065.9212598425197,0.2857142857142857,7.7369439071566735,0.08330621542466646,LV,-4.0
541,WR,Barion,Brown,Barion Brown,NYJ,0,0,4,0,695,66,905,315,True,0,0,0,0,54,0,0,4,0,0,1,0,0,0,0,2,14,14,0,17,0,Barion,Brown,847.0,845.0,2.0,23.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,767.9558011049725,1853.333333333333,0.14285714285714285,2.2099447513812156,0.21984105017595193,NYJ,-1.0
545,WR,Dorian,Singer,Dorian Singer,SEA,0,0,2,0,415,23,781,170,True,0,0,0,0,35,0,0,4,0,0,1,0,0,0,0,0,16,13,1,27,0,Dorian,Singer,961.0,959.0,2.0,25.0,27.0,Signed,Normal,70.0,0.0,0.0,SEA,tier_5,531.3700384122919,1707.4285714285713,0.0,0.0,0.10067928190198933,SEA,-6.0
546,HB,Raheim,Sanders,Raheim Sanders,SF,1310,0,4,533,189,19,780,150,True,0,269,0,0,23,0,13,4,68,0,20,0,0,0,0,3,15,15,1,14,6,Raheim,Sanders,3224.0,3222.0,3.0,25.0,14.0,Signed,Normal,83.0,0.0,0.0,SF,tier_3,1921.7948717948718,1439.0958904109589,0.6,11.538461538461538,0.05579850539717686,SF,5.0
547,WR,Demario,Douglas,Demario Douglas,DEN,0,0,3,0,386,43,467,157,True,0,0,0,0,33,0,0,4,0,0,0,0,0,0,0,3,11,11,0,3,0,Demario,Douglas,736.0,734.0,4.0,26.0,3.0,Signed,Normal,73.0,0.0,0.0,DEN,tier_5,826.5524625267666,1684.3636363636363,0.2727272727272727,6.423982869379015,0.13288864981172674,DEN,2.0
549,HB,Caden,Durham,Caden Durham,GB,262,0,2,64,224,24,412,184,True,0,73,0,0,23,0,1,4,54,0,5,0,0,0,0,1,10,10,0,19,2,Caden,Durham,3061.0,3059.0,0.0,21.0,19.0,Signed,Normal,76.0,0.0,0.0,GB,tier_4,1179.6116504854367,1154.75,0.3,7.281553398058253,0.0811961939284096,GB,-1.0
552,WR,Matthew,Golden,Matthew Golden,LAR,0,0,3,0,453,49,535,140,True,0,0,0,0,30,0,0,4,0,0,1,0,0,0,0,1,15,7,0,23,0,Matthew,Golden,813.0,811.0,2.0,24.0,23.0,Signed,Normal,71.0,0.0,0.0,LAR,tier_5,846.7289719626169,2174.4,0.06666666666666667,1.8691588785046729,0.13300302780071566,LAR,-2.0
553,HB,Montrell,Johnson Jr,Montrell Johnson Jr,LAC,436,0,0,157,213,29,551,146,True,0,117,0,0,25,0,4,4,54,0,14,0,0,0,0,3,16,16,1,7,6,Montrell,Johnson Jr,839.0,837.0,2.0,25.0,7.0,Signed,Normal,74.0,0.0,0.0,LAC,tier_5,1177.858439201452,1137.1267605633802,0.5625,16.33393829401089,0.04906703524533518,LAC,2.0
557,WR,Troy,Franklin,Troy Franklin,HOU,0,0,1,0,518,41,597,190,True,0,0,0,0,43,0,0,4,0,0,1,0,0,0,0,4,10,10,0,31,0,Troy,Franklin,3223.0,3221.0,3.0,24.0,31.0,Signed,Normal,80.0,0.0,0.0,HOU,tier_3,867.6716917922947,1734.6976744186047,0.4,6.700167504187605,0.19459967128433903,HOU,-1.0
558,WR,Donovan,Peoples-Jones,Donovan Peoples-Jones,WAS,2,0,2,0,696,22,884,298,True,0,1,0,0,58,0,0,4,2,0,2,0,0,0,0,2,16,16,0,25,0,Donovan,Peoples-Jones,2207.0,2205.0,7.0,28.0,25.0,Signed,Star,74.0,0.0,0.0,WAS,tier_5,789.5927601809955,1708.8813559322032,0.125,2.2624434389140275,0.17352281226626776,WAS,0.0
559,HB,Isaiah,Augustave,Isaiah Augustave,IND,791,0,0,197,198,23,570,164,True,0,200,0,0,26,0,5,4,53,0,9,0,0,0,0,0,16,12,0,9,7,Isaiah,Augustave,37.0,35.0,1.0,23.0,9.0,Signed,Star,75.0,0.0,0.0,IND,tier_4,1735.0877192982457,1176.1592920353983,0.4375,12.280701754385966,0.05724197745013009,IND,-1.0
560,HB,Cedric,Baxter,Cedric Baxter,DEN,935,0,3,224,407,26,859,362,True,0,249,0,0,46,0,5,4,60,0,15,0,0,0,0,3,14,14,0,3,4,Cedric,Baxter,1000.0,998.0,1.0,22.0,3.0,Signed,Star,83.0,0.0,0.0,DEN,tier_3,1562.2817229336438,1149.5186440677965,0.5,8.149010477299184,0.11009298393913779,DEN,-1.0
561,WR,Brandon,Inniss,Brandon Inniss,BUF,16,0,4,0,529,24,841,254,True,0,11,0,0,50,0,0,4,4,0,0,0,0,0,0,1,15,13,0,2,0,Brandon,Inniss,1539.0,1537.0,0.0,22.0,2.0,Signed,Normal,74.0,0.0,0.0,BUF,tier_5,648.0380499405469,1327.4754098360652,0.06666666666666667,1.1890606420927465,0.14252757430327523,BUF,-4.0
562,WR,Antonio,Williams,Antonio Williams,KC,6,0,0,0,729,39,800,323,True,0,1,0,0,62,0,0,4,6,0,0,0,0,0,0,2,14,14,0,8,0,Antonio,Williams,383.0,381.0,2.0,23.0,8.0,Signed,Normal,75.0,0.0,0.0,KC,tier_4,918.75,1694.8571428571427,0.14285714285714285,2.5,0.18777166038829324,KC,-2.0
564,HB,Devin,Mockobee,Devin Mockobee,HOU,839,0,3,199,447,26,851,345,True,0,229,0,0,53,0,4,4,54,0,11,0,0,0,0,4,16,16,0,31,1,Devin,Mockobee,1214.0,1212.0,2.0,24.0,31.0,Signed,Star,78.0,0.0,0.0,HOU,tier_4,1511.1633372502938,1120.8085106382978,0.3125,5.875440658049354,0.10495421460436723,HOU,-1.0
565,WR,Charlie,Jones,Charlie Jones,SEA,0,0,1,0,587,56,745,235,True,0,1,0,0,48,0,0,4,0,0,0,0,0,0,0,3,12,12,0,27,0,Charlie,Jones,1523.0,1521.0,4.0,28.0,27.0,Signed,Normal,76.0,0.0,0.0,SEA,tier_4,787.9194630872483,1725.061224489796,0.25,4.026845637583893,0.18987546498463528,SEA,-1.0
2906,QB,Drew,Allar,Drew Allar,DEN,5,0,0,0,0,0,62,0,True,0,1,1,0,0,0,0,4,5,0,0,0,0,1,0,0,15,0,0,3,0,Drew,Allar,3195.0,3193.0,2.0,23.0,3.0,Signed,Normal,70.0,0.0,0.0,DEN,tier_5,80.64516129032258,1500.0,0.0,0.0,0.0,,
2911,QB,Dak,Prescott,Dak Prescott,DEN,406,4225,0,184,0,0,1112,0,True,357,59,568,7,0,0,5,4,57,73,7,0,0,33,27,0,16,16,2,3,1,Dak,Prescott,2274.0,2272.0,11.0,34.0,3.0,Signed,Superstar,80.0,0.0,0.0,DEN,tier_3,365.10791366906477,2064.406779661017,0.0625,0.8992805755395684,0.0,,
2913,QB,Gevani,McCoy,Gevani McCoy,NE,0,0,0,0,0,0,3,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,21,0,Gevani,McCoy,2428.0,2426.0,1.0,25.0,21.0,Signed,Normal,60.0,0.0,0.0,NE,tier_6,0.0,,0.0,0.0,0.0,,
2914,WR,Kade,Warner,Kade Warner,DEN,19,0,3,0,1031,73,1002,354,True,0,9,0,0,73,0,0,4,6,0,0,0,0,0,0,5,16,16,1,3,1,Kade,Warner,2952.0,2950.0,4.0,28.0,3.0,Signed,Normal,76.0,0.0,0.0,DEN,tier_4,1047.9041916167664,1880.0487804878048,0.375,5.9880239520958085,0.24402366863905325,DEN,2.0
2917,TE,Dalton,Schultz,Dalton Schultz,DEN,0,0,2,0,690,25,1238,286,True,0,0,0,0,66,0,0,4,0,0,1,0,0,0,0,7,16,16,0,3,0,Dalton,Schultz,2490.0,2488.0,9.0,31.0,3.0,Signed,Superstar,77.0,0.0,0.0,DEN,tier_4,557.3505654281099,1505.4545454545453,0.4375,5.654281098546042,0.16331360946745563,DEN,3.0
2918,WR,Bryant,Wesco,Bryant Wesco,DEN,0,0,3,0,535,39,504,188,True,0,1,0,0,42,0,0,4,0,0,1,0,0,0,0,1,10,10,0,3,0,Bryant,Wesco,1470.0,1468.0,0.0,22.0,3.0,Signed,Normal,77.0,0.0,0.0,DEN,tier_4,1061.5079365079366,1791.6279069767443,0.1,1.984126984126984,0.202603550295858,DEN,-1.0
2930,WR,Jerry,Jeudy,Jerry Jeudy,CHI,0,0,2,0,286,25,410,117,True,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,1,16,4,0,0,0,Jerry,Jeudy,1448.0,1446.0,7.0,28.0,0.0,Signed,Normal,72.0,0.0,0.0,CHI,tier_5,697.560975609756,1961.142857142857,0.0625,2.4390243902439024,0.061399742378703305,CHI,-5.0
2932,WR,Marquise,Brown,Marquise Brown,MIA,0,0,2,0,939,25,985,384,True,0,0,0,0,79,0,0,4,0,0,5,0,0,0,0,9,16,16,0,11,0,Marquise,Brown,354.0,352.0,8.0,30.0,11.0,Signed,Star,82.0,0.0,0.0,MIA,tier_3,953.2994923857868,1711.5949367088608,0.5625,9.137055837563452,0.22198581560283687,MIA,5.0
2934,TE,Caden,Prieskorn,Caden Prieskorn,MIA,0,0,2,0,1302,75,1171,472,True,0,0,0,0,87,0,0,4,0,0,6,0,0,0,0,9,16,16,0,11,0,Caden,Prieskorn,3241.0,3239.0,3.0,26.0,11.0,Signed,Star,87.0,0.0,0.0,MIA,tier_2,1111.870196413322,2155.0344827586205,0.5625,7.685738684884714,0.3078014184397163,MIA,8.0
2935,WR,DeCorian,Clark,DeCorian Clark,MIA,0,0,2,0,438,35,587,158,True,0,0,0,0,36,0,0,4,0,0,0,0,0,0,0,3,13,11,0,11,0,DeCorian,Clark,3359.0,3357.0,3.0,26.0,11.0,Signed,Normal,71.0,0.0,0.0,MIA,tier_5,746.1669505962521,1752.0,0.23076923076923078,5.110732538330494,0.12744135297326786,MIA,-2.0
2936,WR,Brian,Thomas Jr,Brian Thomas Jr,MIA,0,0,0,0,848,61,765,375,True,0,0,0,0,68,0,0,4,0,0,0,0,0,0,0,1,14,14,0,11,0,Brian,Thomas Jr,264.0,262.0,2.0,24.0,11.0,Signed,Star,84.0,0.0,0.0,MIA,tier_3,1108.496732026144,1795.7647058823527,0.07142857142857142,1.3071895424836601,0.22911178655859507,MIA,-1.0
2937,QB,DJ,Uiagalelei,DJ Uiagalelei,MIA,65,1999,0,3,0,0,492,0,True,156,29,259,4,0,0,0,4,7,75,2,0,0,10,13,0,16,7,2,11,1,DJ,Uiagalelei,396.0,394.0,2.0,26.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,132.1138211382114,672.4137931034483,0.0625,2.032520325203252,0.0,,
2938,HB,Jovantae,Barnes,Jovantae Barnes,MIA,920,0,2,237,201,20,708,157,True,0,257,0,0,24,0,5,4,57,0,7,0,0,0,0,1,16,16,4,11,8,Jovantae,Barnes,731.0,729.0,2.0,23.0,11.0,Signed,Normal,84.0,0.0,0.0,MIA,tier_3,1583.3333333333333,1085.2099644128114,0.5625,12.711864406779663,0.0475177304964539,MIA,-8.0
2941,QB,Dequan,Finn,Dequan Finn,BAL,0,0,0,0,0,0,1,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,24,0,Dequan,Finn,804.0,802.0,2.0,25.0,24.0,Signed,Normal,65.0,0.0,0.0,BAL,tier_6,0.0,,0.0,0.0,0.0,,
2943,QB,Ty,Simpson,Ty Simpson,ATL,0,0,0,0,0,0,20,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,13,0,Ty,Simpson,430.0,428.0,0.0,22.0,13.0,Signed,Normal,65.0,0.0,0.0,ATL,tier_6,0.0,,0.0,0.0,0.0,,
2944,TE,Brenton,Strange,Brenton Strange,CLE,0,0,1,0,226,25,581,112,True,0,0,0,0,26,0,0,4,0,0,0,0,0,0,0,2,14,7,0,4,0,Brenton,Strange,2692.0,2690.0,4.0,26.0,4.0,Signed,Normal,71.0,0.0,0.0,CLE,tier_5,388.9845094664372,1251.6923076923076,0.14285714285714285,3.442340791738382,0.0643782936903575,CLE,-2.0
2946,WR,Michael,Wilson,Michael Wilson,CLE,0,0,0,0,907,49,1050,359,True,0,0,0,0,80,0,0,4,0,0,0,0,0,0,0,3,16,16,0,4,0,Michael,Wilson,3096.0,3094.0,4.0,27.0,4.0,Signed,Normal,81.0,0.0,0.0,CLE,tier_3,863.8095238095239,1632.5999999999997,0.1875,2.857142857142857,0.2260717846460618,CLE,-1.0
2947,QB,Anthony,Richardson,Anthony Richardson,CLE,20,285,0,0,0,0,72,0,True,25,8,32,1,0,0,0,4,5,21,0,0,0,2,1,0,1,1,0,4,0,Anthony,Richardson,2363.0,2361.0,4.0,25.0,4.0,Signed,Normal,70.0,0.0,0.0,CLE,tier_5,277.77777777777777,750.0,0.0,0.0,0.0,,
2948,QB,Preston,Stone,Preston Stone,CLE,179,2387,0,45,0,0,686,0,True,214,36,394,13,0,0,2,4,35,49,1,0,0,34,10,0,16,9,2,4,0,Preston,Stone,413.0,411.0,1.0,25.0,4.0,Signed,Normal,68.0,0.0,0.0,CLE,tier_6,260.93294460641397,1491.6666666666667,0.0,0.0,0.0,,
2949,HB,Ollie,Gordon II,Ollie Gordon II,CLE,615,0,2,166,98,12,482,82,True,0,175,0,0,15,0,3,4,42,0,8,0,0,0,0,2,16,14,3,4,4,Ollie,Gordon II,467.0,465.0,2.0,23.0,4.0,Signed,Normal,75.0,0.0,0.0,CLE,tier_4,1479.253112033195,1045.3263157894737,0.375,12.448132780082986,0.024426719840478565,CLE,-6.0
2951,QB,Avery,Johnson,Avery Johnson,CLE,179,1340,0,57,0,0,365,0,True,102,46,197,9,0,0,1,4,62,72,2,0,0,15,3,0,13,5,1,4,1,Avery,Johnson,1528.0,1526.0,0.0,22.0,4.0,Signed,Normal,65.0,0.0,0.0,CLE,tier_6,490.4109589041096,1167.391304347826,0.07692307692307693,2.73972602739726,0.0,,
2953,TE,Oscar,Delp,Oscar Delp,CLE,18,0,1,0,470,72,775,172,True,0,1,0,0,32,0,0,4,18,0,1,0,0,0,0,0,14,11,1,4,0,Oscar,Delp,43.0,41.0,1.0,23.0,4.0,Signed,Normal,72.0,0.0,0.0,CLE,tier_5,629.6774193548387,2214.5454545454545,0.0,0.0,0.13388406209941603,CLE,-1.0
2954,HB,Joe,Mixon,Joe Mixon,TEN,412,0,3,159,240,28,600,150,True,0,79,0,0,27,0,4,4,51,0,7,0,0,0,0,1,14,14,1,29,2,Joe,Mixon,1956.0,1954.0,10.0,31.0,29.0,Signed,Normal,72.0,0.0,0.0,TEN,tier_5,1086.6666666666667,1492.0754716981132,0.21428571428571427,5.0,0.0730649212268818,TEN,7.0
2968,HB,Cameron,Seldon,Cameron Seldon,WAS,535,0,1,169,84,14,447,76,True,0,124,0,0,14,0,3,4,61,0,8,0,0,0,0,1,14,5,0,25,5,Cameron,Seldon,1573.0,1571.0,1.0,22.0,25.0,Signed,Normal,77.0,0.0,0.0,WAS,tier_4,1384.7874720357943,1250.6956521739132,0.42857142857142855,13.422818791946309,0.02393418100224383,WAS,1.0
2971,TE,Cole,Kmet,Cole Kmet,WAS,0,0,1,0,969,63,1213,421,True,0,0,0,0,84,0,0,4,0,0,1,0,0,0,0,3,16,16,0,25,0,Cole,Kmet,1631.0,1629.0,7.0,28.0,25.0,Signed,Superstar,86.0,0.0,0.0,WAS,tier_2,798.845836768343,1661.142857142857,0.1875,2.4732069249793898,0.24158563949139866,WAS,-2.0
2972,HB,Roderick,Robinson II,Roderick Robinson II,ATL,250,0,0,38,59,20,262,33,True,0,76,0,0,5,0,1,4,35,0,2,0,0,0,0,0,13,1,1,13,2,Roderick,Robinson II,404.0,402.0,0.0,23.0,13.0,Signed,Normal,71.0,0.0,0.0,ATL,tier_5,1179.389312977099,1030.8148148148148,0.15384615384615385,7.633587786259541,0.017106097671468697,ATL,-3.0
2973,QB,Dante,Moore,Dante Moore,WAS,122,2317,0,21,0,0,678,0,True,202,30,337,9,0,0,0,4,17,63,2,0,0,14,11,0,16,9,4,25,0,Dante,Moore,752.0,750.0,0.0,22.0,25.0,Signed,Normal,70.0,0.0,0.0,WAS,tier_5,179.94100294985253,1220.0,0.0,0.0,0.0,,
2974,QB,Spencer,Rattler,Spencer Rattler,WAS,0,0,0,0,0,0,19,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,25,0,Spencer,Rattler,3355.0,3353.0,3.0,27.0,25.0,Signed,Normal,60.0,0.0,0.0,WAS,tier_6,0.0,,0.0,0.0,0.0,,
2975,WR,Jordan,Addison,Jordan Addison,MIN,37,0,2,0,1654,31,1008,621,True,0,9,0,0,114,0,0,4,6,0,1,0,0,0,0,16,16,16,0,30,0,Jordan,Addison,19.0,17.0,4.0,25.0,30.0,Signed,Star,87.0,0.0,0.0,MIN,tier_2,1677.579365079365,2026.6341463414633,1.0,15.873015873015872,0.399806623156877,MIN,11.0
2976,QB,J.J.,McCarthy,J.J. McCarthy,MIN,392,3344,0,160,0,0,883,0,True,288,76,442,11,0,0,3,4,65,75,5,0,0,34,22,0,14,14,4,30,1,J.J.,McCarthy,3206.0,3204.0,3.0,24.0,30.0,Signed,Star,80.0,0.0,0.0,MIN,tier_3,443.9411098527746,1547.3684210526317,0.07142857142857142,1.1325028312570782,0.0,,
2977,HB,Will,Shipley,Will Shipley,MIN,479,0,3,94,303,75,503,195,True,0,109,0,0,34,0,2,4,54,0,5,0,0,0,0,2,16,16,0,30,3,Will,Shipley,3283.0,3281.0,3.0,25.0,30.0,Signed,Normal,73.0,0.0,0.0,MIN,tier_5,1554.671968190855,1310.013986013986,0.3125,9.940357852882704,0.07324147933284988,MIN,6.0
2979,HB,Kyren,Williams,Kyren Williams,MIN,65,0,1,10,27,7,279,31,True,0,20,0,0,5,0,0,4,15,0,1,0,0,0,0,0,10,0,0,30,1,Kyren,Williams,3057.0,3055.0,5.0,27.0,30.0,Signed,Star,73.0,0.0,0.0,MIN,tier_5,329.7491039426523,935.52,0.1,3.5842293906810037,0.010442349528643946,MIN,-6.0
2981,WR,Evan,Stewart,Evan Stewart,MIN,0,0,1,0,633,34,915,244,True,0,0,0,0,57,0,0,4,0,0,0,0,0,0,0,2,14,14,0,30,0,Evan,Stewart,3140.0,3138.0,2.0,24.0,30.0,Signed,Normal,79.0,0.0,0.0,MIN,tier_4,691.8032786885245,1599.157894736842,0.14285714285714285,2.185792349726776,0.17486791670983115,MIN,-4.0
2982,WR,Xavier,Legette,Xavier Legette,MIN,0,0,0,0,668,48,735,214,True,0,0,0,0,43,0,0,4,0,0,1,0,0,0,0,3,16,16,0,30,0,Xavier,Legette,3255.0,3253.0,3.0,26.0,30.0,Signed,Normal,76.0,0.0,0.0,MIN,tier_4,908.843537414966,2237.0232558139533,0.1875,4.081632653061225,0.16146966400773508,MIN,-1.0
2984,QB,Brock,Vandagriff,Brock Vandagriff,MIN,27,793,0,0,0,0,238,0,True,64,10,100,4,0,0,0,4,6,47,0,0,0,4,6,0,15,2,2,30,0,Brock,Vandagriff,1467.0,1465.0,1.0,24.0,30.0,Signed,Normal,67.0,0.0,0.0,MIN,tier_6,113.4453781512605,810.0,0.0,0.0,0.0,,
2987,TE,Bryson,Nesbit,Bryson Nesbit,MIN,0,0,2,0,568,20,1196,221,True,0,0,0,0,59,0,0,4,0,0,3,0,0,0,0,2,16,16,0,30,0,Bryson,Nesbit,478.0,476.0,2.0,24.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,474.91638795986626,1386.3050847457628,0.125,1.6722408026755853,0.13729755861735557,MIN,-2.0
2988,HB,De'Von,Achane,De'Von Achane,MIN,601,0,3,84,223,15,508,196,True,0,187,0,0,30,0,1,4,22,0,8,0,0,0,0,2,13,13,3,30,0,De'Von,Achane,8.0,6.0,4.0,25.0,30.0,Signed,Star,80.0,0.0,0.0,MIN,tier_3,1622.0472440944882,978.8571428571429,0.15384615384615385,3.937007874015748,0.06634313233298005,MIN,-12.0
2990,QB,Eli,Stowers,Eli Stowers,DET,0,0,0,0,0,0,76,0,True,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,16,0,0,18,0,Eli,Stowers,2859.0,2857.0,1.0,24.0,18.0,Signed,Normal,62.0,0.0,0.0,DET,tier_6,0.0,,0.0,0.0,0.0,,
2991,QB,Jared,Goff,Jared Goff,DET,119,4212,0,0,0,0,1067,0,True,325,55,525,12,0,0,0,4,5,75,0,0,0,24,23,0,16,16,3,18,0,Jared,Goff,1024.0,1022.0,11.0,32.0,18.0,Signed,Star,81.0,0.0,0.0,DET,tier_3,111.52764761012183,649.0909090909091,0.0,0.0,0.0,,
2994,WR,Jameson,Williams,Jameson Williams,CAR,8,0,0,0,948,73,938,331,True,0,3,0,0,76,0,0,4,4,0,0,0,0,0,0,4,16,16,0,20,0,Jameson,Williams,3047.0,3045.0,5.0,26.0,20.0,Signed,Normal,75.0,0.0,0.0,CAR,tier_4,1019.1897654584221,1758.3797468354428,0.25,4.264392324093817,0.2542918454935622,CAR,2.0
2995,WR,Michael,Pittman Jr,Michael Pittman Jr,CAR,0,0,0,0,1055,46,1081,365,True,0,0,0,0,82,0,0,4,0,0,0,0,0,0,0,5,16,16,0,20,0,Michael,Pittman Jr,2254.0,2252.0,7.0,29.0,20.0,Signed,Star,81.0,0.0,0.0,CAR,tier_3,975.9481961147086,1852.6829268292684,0.3125,4.6253469010175765,0.28299356223175964,CAR,3.0
2996,QB,Quinn,Ewers,Quinn Ewers,CAR,264,2154,0,172,0,0,635,0,True,194,41,321,5,0,0,3,4,70,66,7,0,0,20,9,0,16,8,8,20,2,Quinn,Ewers,332.0,330.0,2.0,24.0,20.0,Signed,Normal,69.0,0.0,0.0,CAR,tier_6,415.748031496063,1931.7073170731708,0.125,3.149606299212598,0.0,,
2998,QB,DJ,Lagway,DJ Lagway,CAR,289,1574,0,105,0,0,507,0,True,135,59,253,11,0,0,2,4,58,73,5,0,0,16,7,0,9,8,2,20,2,DJ,Lagway,2953.0,2951.0,0.0,21.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,570.0197238658777,1469.491525423729,0.2222222222222222,3.9447731755424065,0.0,,
