Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
512,WR,Caleb,Burton III,Caleb Burton III,SEA,0,0,2,0,909,53,896,304,True,0,0,0,0,65,0,0,5,0,0,0,0,0,0,0,5,16,16,0,27,0,Caleb,Burton III,459.0,457.0,1.0,24.0,27.0,Signed,Normal,70.0,0.0,0.0,SEA,tier_5,1014.5089285714286,2013.7846153846153,0.3125,5.580357142857143,0.19649805447470817,SEA,3.0
513,HB,Nathan,Carter,Nathan Carter,CHI,217,0,2,23,143,18,370,75,True,0,61,0,0,21,0,0,5,17,0,2,0,0,0,0,3,16,1,0,0,2,Nathan,Carter,965.0,963.0,2.0,25.0,0.0,Signed,Normal,71.0,0.0,0.0,CHI,tier_5,972.972972972973,1045.0243902439024,0.3125,13.513513513513514,0.029953917050691243,CHI,-1.0
516,WR,Zion,Kearney,Zion Kearney,LAR,0,0,6,0,613,25,785,298,True,0,0,0,0,55,0,0,5,0,0,0,0,0,0,0,1,13,13,0,23,0,Zion,Kearney,2337.0,2335.0,0.0,23.0,23.0,Signed,Star,77.0,0.0,0.0,LAR,tier_4,780.891719745223,1604.9454545454546,0.07692307692307693,1.2738853503184713,0.18473593008362843,LAR,-4.0
517,WR,Anthony,Evans III,Anthony Evans III,KC,0,0,0,0,618,27,698,226,True,0,0,0,0,48,0,0,5,0,0,7,0,0,0,0,2,16,16,0,8,0,Anthony,Evans III,2614.0,2612.0,0.0,23.0,8.0,Signed,Normal,74.0,0.0,0.0,KC,tier_5,885.3868194842407,1854.0,0.125,2.865329512893983,0.13822411093715053,KC,-1.0
518,HB,Quinten,Joyner,Quinten Joyner,PHI,312,0,0,136,109,17,354,88,True,0,59,0,0,13,0,4,5,43,0,6,0,0,0,0,2,16,1,0,12,4,Quinten,Joyner,1903.0,1901.0,0.0,22.0,12.0,Signed,Normal,69.0,0.0,0.0,PHI,tier_6,1189.265536723164,1517.9999999999998,0.375,16.949152542372882,0.029097704217832355,PHI,12.0
519,HB,Peyton,Jones,Peyton Jones,CAR,811,0,2,257,254,28,660,202,True,0,209,0,0,36,0,5,5,69,0,14,0,0,0,0,1,16,16,6,20,9,Peyton,Jones,2799.0,2797.0,2.0,24.0,20.0,Signed,Star,78.0,0.0,0.0,CAR,tier_4,1613.6363636363635,1142.351020408163,0.625,15.151515151515152,0.07234406152093421,CAR,-2.0
521,WR,Andre,Greene Jr,Andre Greene Jr,SEA,0,0,1,0,701,70,712,274,True,0,0,0,0,56,0,0,5,0,0,2,0,0,0,0,4,11,11,0,27,0,Andre,Greene Jr,1994.0,1992.0,2.0,23.0,27.0,Signed,Normal,76.0,0.0,0.0,SEA,tier_4,984.5505617977528,1802.5714285714284,0.36363636363636365,5.617977528089887,0.22041425932476516,SEA,2.0
525,HB,De'Von,Achane,De'Von Achane,MIN,465,0,3,108,198,25,468,148,True,0,135,0,0,26,0,2,5,46,0,5,0,0,0,0,0,16,9,5,30,4,De'Von,Achane,8.0,6.0,5.0,26.0,30.0,Signed,Star,72.0,0.0,0.0,MIN,tier_5,1416.6666666666667,1043.5527950310557,0.25,8.547008547008549,0.050037907505686124,MIN,-6.0
528,HB,Kendall,Milton,Kendall Milton,NO,461,0,4,35,179,17,455,147,True,0,146,0,0,26,0,0,5,20,0,8,0,0,0,0,0,16,12,0,26,6,Kendall,Milton,3318.0,3316.0,4.0,26.0,26.0,Signed,Normal,76.0,0.0,0.0,NO,tier_4,1406.5934065934066,953.9302325581394,0.375,13.186813186813186,0.044034440344403444,NO,-5.0
531,WR,Jermaine,Burton,Jermaine Burton,ATL,0,0,2,0,506,32,512,162,True,0,0,0,0,37,0,0,5,0,0,1,0,0,0,0,4,10,10,0,13,0,Jermaine,Burton,3464.0,3462.0,4.0,27.0,13.0,Signed,Normal,76.0,0.0,0.0,ATL,tier_4,988.28125,1969.297297297297,0.4,7.8125,0.219284940411701,ATL,3.0
540,HB,Jamarion,Miller,Jamarion Miller,BUF,491,0,2,167,95,14,476,82,True,0,114,0,0,16,0,4,5,58,0,11,0,0,0,0,0,16,16,0,2,3,Jamarion,Miller,2920.0,2918.0,2.0,24.0,2.0,Signed,Normal,77.0,0.0,0.0,BUF,tier_4,1231.09243697479,1238.3076923076924,0.1875,6.302521008403361,0.02587850721874149,BUF,0.0
542,WR,Deebo,Samuel,Deebo Samuel,ATL,0,0,2,0,347,64,416,132,True,0,0,0,0,26,0,0,5,0,0,2,0,0,0,0,2,13,13,0,13,0,Deebo,Samuel,2460.0,2458.0,9.0,32.0,13.0,Signed,Normal,73.0,0.0,0.0,ATL,tier_5,834.1346153846155,1921.8461538461538,0.15384615384615385,4.807692307692308,0.11567630635886324,ATL,0.0
544,WR,Barion,Brown,Barion Brown,NYJ,0,0,0,0,924,66,926,285,True,0,0,0,0,60,0,0,5,0,0,0,0,0,0,0,8,14,14,0,17,0,Barion,Brown,847.0,845.0,3.0,24.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,997.840172786177,2217.6,0.5714285714285714,8.639308855291578,0.23127463863337713,NYJ,6.0
546,HB,Jovantae,Barnes,Jovantae Barnes,MIA,373,0,0,80,123,24,333,87,True,0,99,0,0,11,0,2,5,30,0,6,0,0,0,0,1,14,3,0,11,6,Jovantae,Barnes,731.0,729.0,3.0,24.0,11.0,Signed,Normal,80.0,0.0,0.0,MIA,tier_3,1489.4894894894894,1178.290909090909,0.5,21.021021021021024,0.031051784530909784,MIA,-1.0
548,WR,Kyron,Hudson,Kyron Hudson,CHI,3,0,4,0,284,50,427,104,True,0,1,0,0,22,0,0,5,3,0,0,0,0,0,0,3,16,8,1,0,0,Kyron,Hudson,2542.0,2540.0,2.0,24.0,0.0,Signed,Normal,69.0,0.0,0.0,CHI,tier_6,672.1311475409835,1817.2173913043478,0.1875,7.02576112412178,0.05948889819857562,CHI,1.0
549,WR,Ryan,Wingo,Ryan Wingo,PHI,0,0,1,0,491,24,964,230,True,0,0,0,0,42,0,0,5,0,0,7,0,0,0,0,0,16,16,0,12,0,Ryan,Wingo,1998.0,1996.0,1.0,23.0,12.0,Signed,Normal,72.0,0.0,0.0,PHI,tier_5,509.3360995850622,1683.4285714285713,0.0,0.0,0.13107314468766684,PHI,-6.0
552,HB,T.J.,Harden,T.J. Harden,NO,94,0,2,14,199,19,401,151,True,0,25,0,0,28,0,0,5,20,0,2,0,0,0,0,0,16,16,0,26,0,T.J.,Harden,1597.0,1595.0,2.0,25.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,730.6733167082294,1072.7547169811319,0.0,0.0,0.04895448954489545,NO,-4.0
555,WR,Pofele,Ashlock,Pofele Ashlock,CAR,0,0,0,0,617,21,778,248,True,0,1,0,0,57,0,0,5,0,0,0,0,0,0,0,7,16,15,0,20,1,Pofele,Ashlock,1983.0,1981.0,1.0,23.0,20.0,Signed,Normal,69.0,0.0,0.0,CAR,tier_6,793.0591259640103,1531.8620689655172,0.5,10.282776349614394,0.17573340928510395,CAR,10.0
556,WR,Troy,Franklin,Troy Franklin,HOU,0,0,0,0,1097,73,910,393,True,0,0,0,0,89,0,0,5,0,0,0,0,0,0,0,7,16,16,0,31,0,Troy,Franklin,3223.0,3221.0,4.0,25.0,31.0,Signed,Normal,81.0,0.0,0.0,HOU,tier_3,1205.4945054945053,1774.9213483146063,0.4375,7.6923076923076925,0.2671699951290794,HOU,5.0
557,WR,Charlie,Jones,Charlie Jones,NYJ,0,0,4,0,405,21,564,191,True,0,0,0,0,39,0,0,5,0,0,2,0,0,0,0,3,11,10,0,17,0,Charlie,Jones,1523.0,1521.0,5.0,29.0,17.0,Signed,Normal,73.0,0.0,0.0,NYJ,tier_5,718.0851063829788,1495.3846153846155,0.2727272727272727,5.319148936170213,0.12901684386572693,NYJ,-2.0
558,WR,Tyler,Williams,Tyler Williams,PIT,-5,0,5,0,257,35,629,91,True,0,2,0,0,24,0,0,5,0,0,1,0,0,0,0,3,14,14,0,28,0,Tyler,Williams,628.0,626.0,0.0,23.0,28.0,Signed,Normal,72.0,0.0,0.0,PIT,tier_5,400.6359300476948,1365.6923076923076,0.21428571428571427,4.769475357710651,0.07605237848635052,PIT,-6.0
560,WR,Trey,Palmer,Trey Palmer,BUF,6,0,0,0,718,36,765,284,True,0,3,0,0,55,0,0,5,4,0,2,0,0,0,0,1,15,15,0,2,0,Trey,Palmer,2165.0,2163.0,5.0,27.0,2.0,Signed,Normal,75.0,0.0,0.0,BUF,tier_4,946.4052287581699,1813.6551724137928,0.06666666666666667,1.3071895424836601,0.20862616907291384,BUF,-3.0
562,WR,Xavier,Worthy,Xavier Worthy,JAX,0,0,0,0,383,21,604,162,True,0,0,0,0,34,0,0,5,0,0,1,0,0,0,0,0,11,11,0,16,0,Xavier,Worthy,3276.0,3274.0,4.0,25.0,16.0,Signed,Star,74.0,0.0,0.0,JAX,tier_5,634.1059602649007,1622.1176470588236,0.0,0.0,0.12524525833878353,JAX,-4.0
563,WR,Malik,Benson,Malik Benson,MIN,0,0,1,0,398,23,523,153,True,0,0,0,0,35,0,0,5,0,0,0,0,0,0,0,4,12,10,0,30,0,Malik,Benson,1034.0,1032.0,3.0,26.0,30.0,Signed,Normal,70.0,0.0,0.0,MIN,tier_5,760.9942638623327,1637.4857142857143,0.3333333333333333,7.648183556405353,0.1341083312273608,MIN,2.0
2710,HB,Bijan,Robinson,Bijan Robinson,ATL,939,0,3,368,365,37,530,285,True,0,188,0,0,33,0,12,5,57,0,18,0,0,0,0,0,15,15,0,13,4,Bijan,Robinson,2393.0,2391.0,5.0,26.0,13.0,Signed,XFactor,93.0,0.0,0.0,ATL,tier_1,2460.3773584905657,1512.4886877828053,0.26666666666666666,7.547169811320755,0.10545323221379559,ATL,-1.0
2713,QB,Lamar,Jackson,Lamar Jackson,ATL,553,3692,0,306,0,0,1045,0,True,326,76,544,18,0,0,7,5,71,64,14,0,0,32,26,0,16,16,2,13,6,Lamar,Jackson,1407.0,1405.0,10.0,31.0,13.0,Signed,Superstar,83.0,0.0,0.0,ATL,tier_3,529.1866028708134,2182.8947368421054,0.375,5.741626794258373,0.0,,
2714,HB,Frank,Gore Jr,Frank Gore Jr,ATL,434,0,0,85,148,20,511,104,True,0,125,0,0,18,0,0,5,20,0,7,0,0,0,0,1,16,2,0,13,5,Frank,Gore Jr,424.0,422.0,3.0,26.0,13.0,Signed,Normal,78.0,0.0,0.0,ATL,tier_4,1138.9432485322898,1059.5244755244755,0.375,11.741682974559687,0.04008667388949079,ATL,-3.0
2715,WR,Isaiah,Hodgins,Isaiah Hodgins,ATL,0,0,0,0,275,54,325,110,True,0,0,0,0,25,0,0,5,0,0,0,0,0,0,0,3,10,3,0,13,0,Isaiah,Hodgins,1274.0,1272.0,8.0,29.0,13.0,Signed,Star,69.0,0.0,0.0,ATL,tier_6,846.1538461538462,1584.0,0.3,9.230769230769232,0.11917659804983749,ATL,7.0
2717,QB,Mac,Jones,Mac Jones,ATL,0,0,0,0,0,0,73,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,13,0,Mac,Jones,1546.0,1544.0,7.0,29.0,13.0,Signed,Normal,68.0,0.0,0.0,ATL,tier_6,0.0,,0.0,0.0,0.0,,
2718,QB,Josh,Allen,Josh Allen,BUF,523,3024,0,323,0,0,787,0,True,270,61,390,6,0,0,7,5,86,37,11,0,0,22,18,0,13,13,6,2,5,Josh,Allen,51.0,49.0,10.0,32.0,2.0,Signed,XFactor,91.0,0.0,0.0,BUF,tier_1,664.5489199491741,2572.1311475409834,0.38461538461538464,6.353240152477763,0.0,,
2733,HB,Jahmyr,Gibbs,Jahmyr Gibbs,CLE,821,0,1,235,442,50,722,320,True,0,208,0,0,52,0,6,5,58,0,11,0,0,0,0,1,14,14,0,4,3,Jahmyr,Gibbs,996.0,994.0,5.0,26.0,4.0,Signed,Superstar,84.0,0.0,0.0,CLE,tier_3,1749.3074792243767,1192.1076923076923,0.2857142857142857,5.54016620498615,0.11709384727465395,CLE,-4.0
2736,WR,Terry,McLaurin,Terry McLaurin,PHI,1,0,3,0,617,26,871,228,True,0,1,0,0,51,0,0,5,1,0,1,0,0,0,0,3,14,14,0,12,0,Terry,McLaurin,1897.0,1895.0,9.0,32.0,12.0,Signed,Star,81.0,0.0,0.0,PHI,tier_3,709.5292766934558,1714.3846153846152,0.21428571428571427,3.4443168771526977,0.18823888338036762,PHI,-6.0
2739,QB,Bryce,Young,Bryce Young,NO,19,1017,0,0,0,0,261,0,True,93,9,129,4,0,0,0,5,6,67,0,0,0,14,6,0,4,4,2,26,0,Bryce,Young,3173.0,3171.0,5.0,27.0,26.0,Signed,Normal,73.0,0.0,0.0,NO,tier_5,72.79693486590038,633.3333333333334,0.0,0.0,0.0,,
2740,WR,Cordale,Russell,Cordale Russell,NE,4,0,4,0,670,52,708,230,True,0,1,0,0,58,0,0,5,4,0,0,0,0,0,0,3,14,13,0,21,0,Cordale,Russell,2982.0,2980.0,2.0,23.0,21.0,Signed,Normal,74.0,0.0,0.0,NE,tier_5,951.9774011299436,1655.5932203389827,0.21428571428571427,4.237288135593221,0.18127705627705626,NE,3.0
2741,QB,Daniel,Jones,Daniel Jones,PIT,59,1677,0,6,0,0,521,0,True,161,21,267,8,0,0,0,5,13,80,1,0,0,18,11,0,9,9,1,28,0,Daniel,Jones,1527.0,1525.0,9.0,31.0,28.0,Signed,Normal,67.0,0.0,0.0,PIT,tier_6,113.24376199616124,842.8571428571428,0.0,0.0,0.0,,
2742,QB,LaNorris,Sellers,LaNorris Sellers,SEA,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,27,0,LaNorris,Sellers,2650.0,2648.0,0.0,23.0,27.0,Signed,Normal,62.0,0.0,0.0,SEA,tier_6,0.0,,0.0,0.0,0.0,,
2744,QB,Walker,White,Walker White,CLE,0,0,0,0,0,0,34,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,4,0,Walker,White,556.0,554.0,0.0,23.0,4.0,Signed,Normal,63.0,0.0,0.0,CLE,tier_6,0.0,,0.0,0.0,0.0,,
2745,HB,Le'Veon,Moss,Le'Veon Moss,CHI,717,0,4,120,260,19,642,223,True,0,220,0,0,29,0,3,5,56,0,11,0,0,0,0,1,16,10,1,0,4,Le'Veon,Moss,1013.0,1011.0,2.0,24.0,0.0,Signed,Star,76.0,0.0,0.0,CHI,tier_4,1521.8068535825544,1014.2168674698794,0.3125,7.788161993769471,0.05446166736489317,CHI,-4.0
2746,WR,Malachi,Coleman,Malachi Coleman,CHI,0,0,3,0,472,32,571,184,True,0,0,0,0,38,0,0,5,0,0,0,0,0,0,0,0,16,1,0,0,0,Malachi,Coleman,1727.0,1725.0,2.0,24.0,0.0,Signed,Normal,68.0,0.0,0.0,CHI,tier_6,826.6199649737302,1788.6315789473683,0.0,0.0,0.09886887306242145,CHI,-1.0
2747,TE,George,Kittle,George Kittle,CHI,7,0,2,0,946,65,1117,426,True,0,1,0,0,79,0,0,5,7,0,2,0,0,0,0,6,16,16,0,0,0,George,Kittle,1628.0,1626.0,11.0,34.0,0.0,Signed,Star,76.0,0.0,0.0,CHI,tier_4,853.1781557743957,1729.05,0.375,5.371530886302597,0.19815668202764977,CHI,10.0
2749,TE,Isaiah,Likely,Isaiah Likely,TB,0,0,0,0,839,26,1088,381,True,0,0,0,0,79,0,0,5,0,0,3,0,0,0,0,6,16,16,0,5,0,Isaiah,Likely,1728.0,1726.0,6.0,28.0,5.0,Signed,Star,82.0,0.0,0.0,TB,tier_3,771.1397058823529,1529.3164556962024,0.375,5.514705882352941,0.17715371621621623,TB,4.0
2751,WR,Griffin,Wilde,Griffin Wilde,LAC,0,0,2,0,544,54,819,166,True,0,0,0,0,38,0,0,5,0,0,0,0,0,0,0,2,16,11,0,7,0,Griffin,Wilde,583.0,581.0,1.0,24.0,7.0,Signed,Normal,72.0,0.0,0.0,LAC,tier_5,664.2246642246643,2061.4736842105262,0.125,2.442002442002442,0.12719195697919103,LAC,-3.0
2754,WR,Karmello,English,Karmello English,TB,0,0,1,0,484,22,494,225,True,0,0,0,0,43,0,0,5,0,0,0,0,0,0,0,2,16,5,0,5,0,Karmello,English,521.0,519.0,0.0,22.0,5.0,Signed,Normal,70.0,0.0,0.0,TB,tier_5,979.7570850202429,1620.8372093023254,0.125,4.048582995951417,0.10219594594594594,TB,2.0
2755,QB,Preston,Stone,Preston Stone,HOU,112,1607,0,49,0,0,455,0,True,140,22,228,5,0,0,1,5,49,52,2,0,0,20,7,0,14,6,3,31,0,Preston,Stone,413.0,411.0,2.0,26.0,31.0,Signed,Normal,67.0,0.0,0.0,HOU,tier_6,246.15384615384616,1527.2727272727273,0.0,0.0,0.0,,
2756,QB,Jayden,Daniels,Jayden Daniels,DAL,587,3635,0,253,0,0,1097,0,True,336,119,491,11,0,0,6,5,56,58,13,0,0,39,12,0,16,16,9,10,10,Jayden,Daniels,3385.0,3383.0,4.0,27.0,10.0,Signed,Normal,73.0,0.0,0.0,DAL,tier_5,535.0957155879672,1479.8319327731092,0.625,9.115770282588878,0.0,,
2757,WR,Nyck,Harbor,Nyck Harbor,TB,0,0,0,0,1067,41,767,430,True,0,0,0,0,86,0,0,5,0,0,0,0,0,0,0,4,13,13,0,5,0,Nyck,Harbor,1901.0,1899.0,2.0,23.0,5.0,Signed,Star,89.0,0.0,0.0,TB,tier_2,1391.134289439374,1786.6046511627906,0.3076923076923077,5.215123859191656,0.2772869022869023,TB,2.0
2758,QB,Drake,Maye,Drake Maye,TB,59,1330,0,24,0,0,369,0,True,129,9,192,4,0,0,0,5,15,50,2,0,0,12,9,0,16,5,5,5,0,Drake,Maye,3199.0,3197.0,4.0,26.0,5.0,Signed,Normal,70.0,0.0,0.0,TB,tier_5,159.89159891598916,1966.6666666666665,0.0,0.0,0.0,,
2759,HB,Bucky,Irving,Bucky Irving,TB,385,0,4,81,253,20,631,207,True,0,125,0,0,34,0,2,5,38,0,4,0,0,0,0,0,16,10,0,5,3,Bucky,Irving,3254.0,3252.0,4.0,26.0,5.0,Signed,Normal,72.0,0.0,0.0,TB,tier_5,1011.093502377179,955.5471698113208,0.1875,4.754358161648177,0.05342060810810811,TB,-4.0
2760,HB,Kenneth,Walker III,Kenneth Walker III,SEA,459,0,3,68,316,24,409,241,True,0,133,0,0,31,0,2,5,43,0,9,0,0,0,0,1,11,11,3,27,1,Kenneth,Walker III,2924.0,2922.0,6.0,27.0,27.0,Signed,Star,81.0,0.0,0.0,SEA,tier_3,1894.8655256723716,1117.09756097561,0.18181818181818182,4.88997555012225,0.09935935227764021,SEA,-7.0
2761,HB,Cameron,Seldon,Cameron Seldon,WAS,330,0,1,65,142,24,404,125,True,0,91,0,0,20,0,2,5,25,0,4,0,0,0,0,0,16,5,0,25,1,Cameron,Seldon,1573.0,1571.0,2.0,23.0,25.0,Signed,Normal,78.0,0.0,0.0,WAS,tier_4,1168.3168316831682,1076.1081081081081,0.0625,2.4752475247524752,0.03592208449279029,WAS,-6.0
2762,TE,Cole,Kmet,Cole Kmet,WAS,0,0,1,0,718,31,1077,321,True,0,0,0,0,68,0,0,5,0,0,4,0,0,0,0,5,16,16,0,25,0,Cole,Kmet,1631.0,1629.0,8.0,29.0,25.0,Signed,Superstar,82.0,0.0,0.0,WAS,tier_3,666.6666666666666,1520.4705882352941,0.3125,4.642525533890436,0.18163420187199594,WAS,-1.0
2763,QB,Dante,Moore,Dante Moore,WAS,171,3953,0,9,0,0,1055,0,True,351,58,580,17,0,0,0,5,17,61,1,0,0,34,23,0,16,16,8,25,3,Dante,Moore,752.0,750.0,1.0,23.0,25.0,Signed,Normal,74.0,0.0,0.0,WAS,tier_5,162.08530805687204,884.4827586206895,0.1875,2.843601895734597,0.0,,
2766,WR,D.K.,Metcalf,D.K. Metcalf,DEN,7,0,1,0,636,52,786,229,True,0,2,0,0,50,0,0,5,5,0,1,0,0,0,0,2,14,14,0,3,0,D.K.,Metcalf,1922.0,1920.0,9.0,30.0,3.0,Signed,Star,79.0,0.0,0.0,DEN,tier_4,818.0661577608142,1801.6153846153843,0.14285714285714285,2.544529262086514,0.1919348145912709,DEN,-2.0
2767,QB,Justin,Fields,Justin Fields,WAS,0,0,0,0,0,0,58,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,25,0,Justin,Fields,878.0,876.0,7.0,29.0,25.0,Signed,Normal,67.0,0.0,0.0,WAS,tier_6,0.0,,0.0,0.0,0.0,,
2769,WR,Zay,Flowers,Zay Flowers,BAL,0,0,2,0,1088,63,646,374,True,0,0,0,0,63,0,0,5,0,0,10,0,0,0,0,7,12,12,0,24,0,Zay,Flowers,895.0,893.0,5.0,27.0,24.0,Signed,Superstar,90.0,0.0,0.0,BAL,tier_1,1684.2105263157894,2486.8571428571427,0.5833333333333334,10.8359133126935,0.3471324878360054,BAL,7.0
2770,TE,Jake,Briningstool,Jake Briningstool,BAL,0,0,1,0,292,27,746,141,True,0,0,0,0,30,0,0,5,0,0,1,0,0,0,0,1,16,8,0,24,0,Jake,Briningstool,1054.0,1052.0,3.0,25.0,24.0,Signed,Normal,69.0,0.0,0.0,BAL,tier_6,391.4209115281501,1401.6,0.0625,1.3404825737265416,0.06987317540081359,BAL,-2.0
2771,QB,Maalik,Murphy,Maalik Murphy,BAL,123,2871,0,44,0,0,692,0,True,221,43,346,11,0,0,1,5,32,63,0,0,0,28,15,0,16,10,1,24,1,Maalik,Murphy,2375.0,2373.0,1.0,24.0,24.0,Signed,Normal,66.0,0.0,0.0,BAL,tier_6,177.7456647398844,858.139534883721,0.0625,1.445086705202312,0.0,,
2772,HB,Dae Dae,Hunter,Dae Dae Hunter,BAL,951,0,3,211,256,25,622,196,True,0,228,0,0,30,0,4,5,65,0,11,0,0,0,0,0,16,15,1,24,3,Dae Dae,Hunter,2592.0,2590.0,3.0,26.0,24.0,Signed,Star,78.0,0.0,0.0,BAL,tier_4,1940.5144694533763,1248.697674418605,0.1875,4.82315112540193,0.06125867432400096,BAL,-1.0
2774,WR,Kevin,Coleman,Kevin Coleman,NE,10,0,4,0,691,35,832,307,True,0,3,0,0,61,0,0,5,6,0,0,0,0,0,0,1,13,13,0,21,1,Kevin,Coleman,3021.0,3019.0,3.0,24.0,21.0,Signed,Normal,77.0,0.0,0.0,NE,tier_4,842.5480769230769,1601.625,0.15384615384615385,2.403846153846154,0.20134032634032634,NE,-1.0
2775,HB,Jeremiyah,Love,Jeremiyah Love,NE,571,0,2,186,409,24,651,296,True,0,153,0,0,40,0,3,5,51,0,18,0,0,0,0,2,16,9,1,21,5,Jeremiyah,Love,1592.0,1590.0,1.0,24.0,21.0,Signed,Normal,82.0,0.0,0.0,NE,tier_3,1505.3763440860214,1192.7253886010362,0.4375,10.752688172043012,0.09682765151515152,NE,-2.0
2776,QB,Dak,Prescott,Dak Prescott,DEN,102,3579,0,0,0,0,957,0,True,327,41,548,13,0,0,0,5,7,52,0,0,0,32,22,0,16,15,7,3,0,Dak,Prescott,2274.0,2272.0,12.0,35.0,3.0,Signed,Superstar,80.0,0.0,0.0,DEN,tier_3,106.58307210031349,746.3414634146342,0.0,0.0,0.0,,
2777,HB,Roschon,Johnson,Roschon Johnson,DEN,319,0,2,80,83,24,278,80,True,0,84,0,0,11,0,2,5,61,0,4,0,0,0,0,1,14,5,8,3,1,Roschon,Johnson,1494.0,1492.0,5.0,27.0,3.0,Signed,Star,71.0,0.0,0.0,DEN,tier_5,1446.0431654676258,1133.178947368421,0.14285714285714285,7.194244604316547,0.025048096872760196,DEN,-5.0
2779,TE,Ka'Morreun,Pimpton,Ka'Morreun Pimpton,NE,5,0,3,0,303,23,753,170,True,0,1,0,0,34,0,0,5,5,0,1,0,0,0,0,1,16,9,1,21,0,Ka'Morreun,Pimpton,3186.0,3184.0,1.0,24.0,21.0,Signed,Normal,70.0,0.0,0.0,NE,tier_5,409.0305444887118,1289.4857142857143,0.0625,1.3280212483399734,0.07173295454545454,NE,-3.0
2781,QB,Drew,Allar,Drew Allar,NE,101,2151,0,39,0,0,552,0,True,193,21,325,7,0,0,1,5,41,52,1,0,0,21,8,0,16,8,5,21,0,Drew,Allar,3195.0,3193.0,3.0,24.0,21.0,Signed,Normal,68.0,0.0,0.0,NE,tier_6,182.97101449275362,1442.857142857143,0.0,0.0,0.0,,
2782,HB,Dylan,Laube,Dylan Laube,MIN,212,0,1,11,161,16,400,134,True,0,63,0,0,24,0,0,5,13,0,5,0,0,0,0,0,13,13,0,30,1,Dylan,Laube,3433.0,3431.0,4.0,27.0,30.0,Signed,Normal,70.0,0.0,0.0,MIN,tier_5,932.5,997.5172413793103,0.07692307692307693,2.5,0.05007678699869754,MIN,-6.0
2784,QB,Seth,Henigan,Seth Henigan,BUF,25,474,1,0,0,0,211,0,True,40,8,73,1,0,0,0,5,6,24,0,0,0,7,0,0,12,3,0,2,0,Seth,Henigan,586.0,584.0,3.0,25.0,2.0,Signed,Normal,67.0,0.0,0.0,BUF,tier_6,118.48341232227489,937.5,0.0,0.0,0.0,,
2786,QB,Baker,Mayfield,Baker Mayfield,NE,92,2073,0,26,0,0,569,0,True,183,26,311,10,0,0,1,5,21,45,2,0,0,23,6,0,15,8,3,21,0,Baker,Mayfield,1834.0,1832.0,10.0,33.0,21.0,Signed,Star,70.0,0.0,0.0,NE,tier_5,161.6871704745167,1061.5384615384614,0.0,0.0,0.0,,
2789,TE,Luke,Reynolds,Luke Reynolds,LAR,0,0,2,0,523,20,1144,278,True,0,0,0,0,56,0,0,5,0,0,3,0,0,0,0,2,16,16,0,23,0,Luke,Reynolds,1891.0,1889.0,1.0,22.0,23.0,Signed,Star,75.0,0.0,0.0,LAR,tier_4,457.1678321678322,1344.857142857143,0.125,1.7482517482517483,0.12806072477962782,LAR,-4.0
2791,HB,Breece,Hall,Breece Hall,LAR,813,0,2,207,333,25,567,303,True,0,189,0,0,43,0,3,5,77,0,10,0,0,0,0,2,14,14,0,23,2,Breece,Hall,1100.0,1098.0,6.0,27.0,23.0,Signed,XFactor,94.0,0.0,0.0,LAR,tier_1,2021.1640211640213,1257.9827586206895,0.2857142857142857,7.054673721340388,0.0931859521477543,LAR,-6.0
2792,QB,Julian,Lewis,Julian Lewis,LAR,267,4079,0,111,0,0,1076,0,True,361,58,566,17,0,0,2,5,72,71,3,0,0,56,24,0,16,16,13,23,1,Julian,Lewis,3568.0,3566.0,0.0,21.0,23.0,Signed,Normal,69.0,0.0,0.0,LAR,tier_6,248.14126394052045,1381.034482758621,0.0625,0.929368029739777,0.0,,
