Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
1253,C,Jonathan,Crawford,Jonathan Crawford,MIA,13,60,1,786,True,13,11,0,10,Jonathan,Crawford,JonathanCrawford_32327,1128.0,1126.0,2.0,24.0,3.0,11.0,Signed,Star,81.0,0.0,0.0,MIA,tier_3,1.272264631043257,MIA,4
1315,LG,James,Durand,James Durand,BAL,17,39,5,1096,True,17,24,0,10,James,Durand,,3066.0,3064.0,6.0,29.0,6.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,4.562043795620437,BAL,0
1320,RG,Lance,Heard,Lance Heard,HOU,17,25,3,1124,True,17,31,0,10,Lance,Heard,,1406.0,1404.0,8.0,30.0,3.0,31.0,Signed,Normal,75.0,0.0,0.0,HOU,tier_4,2.6690391459074734,HOU,-1
1332,RG,Quinci,Ferguson,Quinci Ferguson,CHI,16,18,3,1194,True,16,0,0,10,Quinci,Ferguson,QuinciFerguson_30429,3012.0,3010.0,4.0,26.0,4.0,0.0,Signed,Normal,86.0,0.0,0.0,CHI,tier_2,2.512562814070352,CHI,-3
1335,RG,Marlon,Russell,Marlon Russell,PHI,17,14,8,1220,True,17,12,0,10,Marlon,Russell,MarlonRussell_32636,2639.0,2637.0,2.0,24.0,6.0,12.0,Signed,Normal,76.0,0.0,0.0,PHI,tier_4,6.557377049180328,PHI,-4
1347,LG,Jameel,Smith Jr,Jameel Smith Jr,NO,17,35,2,1194,True,17,26,0,10,Jameel,Smith Jr,JameelSmith Jr_32217,886.0,884.0,2.0,24.0,2.0,26.0,Signed,Superstar,90.0,0.0,0.0,NO,tier_1,1.6750418760469012,NO,-2
1360,RT,Duane,Fenderson,Duane Fenderson,BAL,17,20,3,1103,True,17,24,0,10,Duane,Fenderson,DuaneFenderson_3015,1633.0,1631.0,4.0,25.0,1.0,24.0,Signed,Superstar,81.0,0.0,0.0,BAL,tier_3,2.7198549410698094,BAL,4
1444,LT,Greg,Feeny,Greg Feeny,CAR,17,48,10,1122,True,17,20,0,10,Greg,Feeny,GregFeeny_33719,2399.0,2397.0,1.0,24.0,7.0,20.0,Signed,Normal,73.0,0.0,0.0,CAR,tier_5,8.9126559714795,CAR,0
1456,RT,Delmar,Glaze,Delmar Glaze,LAC,17,11,3,1173,True,17,7,0,10,Delmar,Glaze,,2286.0,2284.0,9.0,31.0,1.0,7.0,Signed,Normal,84.0,0.0,0.0,LAC,tier_3,2.557544757033248,LAC,4
1458,LT,Hunter,Nagel,Hunter Nagel,CLE,12,12,2,853,True,13,4,0,10,Hunter,Nagel,HunterNagel_3263391,2756.0,2754.0,2.0,24.0,63.0,4.0,Signed,Normal,73.0,0.0,0.0,CLE,tier_5,2.3446658851113713,CLE,6
1524,RG,E.J.,Harris,E.J. Harris,NYG,12,3,2,920,True,12,15,0,10,E.J.,Harris,,1393.0,1391.0,7.0,30.0,4.0,15.0,Signed,Star,76.0,0.0,0.0,NYG,tier_4,2.1739130434782608,NYG,2
1720,RT,Dexter,Holcomb,Dexter Holcomb,ARI,15,25,8,1006,True,15,6,0,10,Dexter,Holcomb,DexterHolcomb_3479,2989.0,2987.0,0.0,22.0,7.0,6.0,Signed,Normal,65.0,0.0,0.0,ARI,tier_6,7.952286282306162,ARI,1
1723,LG,Billy,Schrauth,Billy Schrauth,SEA,17,43,3,1300,True,17,27,0,10,Billy,Schrauth,,2384.0,2382.0,7.0,30.0,3.0,27.0,Signed,Normal,83.0,0.0,0.0,SEA,tier_3,2.307692307692308,SEA,1
1724,RG,Mike,Milner,Mike Milner,SEA,6,7,4,551,True,17,27,0,10,Mike,Milner,MikeMilner_31317,2803.0,2801.0,3.0,24.0,3.0,27.0,Signed,Normal,70.0,0.0,0.0,SEA,tier_5,7.259528130671506,SEA,-6
1725,LT,Jahdae,Smith,Jahdae Smith,SEA,14,72,7,900,True,14,27,0,10,Jahdae,Smith,JahdaeSmith_3216,3447.0,3445.0,2.0,24.0,1.0,27.0,Signed,Star,83.0,0.0,0.0,SEA,tier_3,7.777777777777778,SEA,1
1727,LT,Tevaughn,Wilkins,Tevaughn Wilkins,KC,7,7,3,488,True,17,8,0,10,Tevaughn,Wilkins,TevaughnWilkins_34516,727.0,725.0,0.0,22.0,5.0,8.0,Signed,Normal,65.0,0.0,0.0,KC,tier_6,6.147540983606557,KC,4
1743,C,Charlie,Phillips,Charlie Phillips,NYJ,12,20,8,757,True,16,17,0,10,Charlie,Phillips,CharliePhillips_3363319,3407.0,3405.0,1.0,24.0,63.0,17.0,Signed,Normal,61.0,0.0,0.0,NYJ,tier_6,10.568031704095112,NYJ,-5
1753,RT,Oladayo,Momodu,Oladayo Momodu,ATL,16,35,6,1145,True,17,13,0,10,Oladayo,Momodu,OladayoMomodu_3415,258.0,256.0,0.0,20.0,1.0,13.0,Signed,Star,77.0,0.0,0.0,ATL,tier_4,5.240174672489083,ATL,2
1754,RT,Marcell,Coleman,Marcell Coleman,IND,13,5,4,793,True,16,9,0,10,Marcell,Coleman,MarcellColeman_3068,2735.0,2733.0,4.0,27.0,6.0,9.0,Signed,Normal,71.0,0.0,0.0,IND,tier_5,5.044136191677175,IND,3
1755,LT,Victor,Smith,Victor Smith,ATL,11,48,0,666,True,11,13,0,10,Victor,Smith,VictorSmith_3311,2508.0,2506.0,1.0,23.0,1.0,13.0,Signed,Superstar,94.0,0.0,0.0,ATL,tier_1,0.0,ATL,4
1756,LT,Deion,Monroe,Deion Monroe,ATL,6,10,3,490,True,15,13,0,10,Deion,Monroe,DeionMonroe_3252,1444.0,1442.0,2.0,25.0,5.0,13.0,Signed,Normal,66.0,0.0,0.0,ATL,tier_6,6.122448979591836,ATL,4
1758,RG,Parker,Wesevich,Parker Wesevich,ATL,13,17,2,921,True,13,13,0,10,Parker,Wesevich,ParkerWesevich_3016,1976.0,1974.0,4.0,26.0,1.0,13.0,Signed,Star,88.0,0.0,0.0,ATL,tier_2,2.1715526601520088,ATL,-1
1759,C,Al,Russell,Al Russell,ATL,17,59,8,1192,True,17,13,0,10,Al,Russell,AlRussell_31626,2644.0,2642.0,3.0,26.0,6.0,13.0,Signed,Normal,69.0,0.0,0.0,ATL,tier_6,6.7114093959731544,ATL,-2
1760,C,Donte,Harris,Donte Harris,SF,7,31,1,503,True,16,14,0,10,Donte,Harris,DonteHarris_30337,339.0,337.0,4.0,26.0,3.0,14.0,Signed,Normal,70.0,0.0,0.0,SF,tier_5,1.9880715705765406,SF,3
1763,RG,Knox,Ward,Knox Ward,ARI,15,7,1,1070,True,15,6,0,10,Knox,Ward,KnoxWard_31315,32.0,30.0,3.0,26.0,3.0,6.0,Signed,Star,85.0,0.0,0.0,ARI,tier_2,0.9345794392523364,ARI,2
1766,C,Keegan,Silva,Keegan Silva,SEA,10,27,5,721,True,13,27,0,10,Keegan,Silva,KeeganSilva_31732,384.0,382.0,3.0,26.0,7.0,27.0,Signed,Normal,63.0,0.0,0.0,SEA,tier_6,6.934812760055479,SEA,-2
1769,RG,Ajani,Cornelius,Ajani Cornelius,DEN,17,34,3,1281,True,17,3,0,10,Ajani,Cornelius,,1095.0,1093.0,9.0,32.0,1.0,3.0,Signed,XFactor,84.0,0.0,0.0,DEN,tier_3,2.34192037470726,DEN,1
1770,LG,Ben,Christman,Ben Christman,PIT,12,21,0,780,True,12,28,0,10,Ben,Christman,,2139.0,2137.0,8.0,31.0,2.0,28.0,Signed,Superstar,92.0,0.0,0.0,PIT,tier_1,0.0,PIT,4
1774,C,Brandon,Burke,Brandon Burke,CAR,7,15,4,567,True,10,20,0,10,Brandon,Burke,BrandonBurke_3463341,3087.0,3085.0,0.0,23.0,63.0,20.0,Signed,Normal,66.0,0.0,0.0,CAR,tier_6,7.054673721340388,CAR,-2
1776,C,Cayden,Sweatt,Cayden Sweatt,SF,10,25,0,614,True,10,14,0,10,Cayden,Sweatt,,1458.0,1456.0,6.0,28.0,2.0,14.0,Signed,Normal,72.0,0.0,0.0,SF,tier_5,0.0,SF,12
1783,LT,Michael,Fasusi,Michael Fasusi,TEN,11,29,14,860,True,17,29,0,10,Michael,Fasusi,,1210.0,1208.0,5.0,27.0,3.0,29.0,Signed,Star,67.0,0.0,0.0,TEN,tier_6,16.27906976744186,TEN,-5
1784,RT,Caleb,Siech,Caleb Siech,TEN,17,9,6,1142,True,17,29,0,10,Caleb,Siech,,481.0,479.0,8.0,31.0,63.0,29.0,Signed,Normal,83.0,0.0,0.0,TEN,tier_3,5.253940455341506,TEN,1
1785,RG,Sean,Parsons,Sean Parsons,TEN,5,1,0,480,True,17,29,0,10,Sean,Parsons,SeanParsons_3363350,1334.0,1332.0,1.0,24.0,63.0,29.0,Signed,Normal,68.0,0.0,0.0,TEN,tier_6,0.0,TEN,13
1786,C,Jackson,Powers-Johnson,Jackson Powers-Johnson,TEN,14,58,2,1034,True,14,29,0,10,Jackson,Powers-Johnson,,884.0,882.0,9.0,32.0,1.0,29.0,Signed,Normal,78.0,0.0,0.0,TEN,tier_4,1.9342359767891684,TEN,2
1787,LG,Junior,Hines,Junior Hines,TEN,14,7,2,904,True,14,29,0,10,Junior,Hines,JuniorHines_31129,2205.0,2203.0,3.0,25.0,1.0,29.0,Signed,Normal,79.0,0.0,0.0,TEN,tier_4,2.2123893805309733,TEN,2
1788,RT,Roshawn,Holt,Roshawn Holt,PIT,17,11,4,1153,True,17,28,0,10,Roshawn,Holt,RoshawnHolt_32113,1398.0,1396.0,2.0,23.0,1.0,28.0,Signed,Normal,90.0,0.0,0.0,PIT,tier_1,3.469210754553339,PIT,1
1789,LT,Matthew,Raymond,Matthew Raymond,JAX,8,48,5,625,True,14,16,0,10,Matthew,Raymond,MatthewRaymond_34334,2879.0,2877.0,0.0,22.0,3.0,16.0,Signed,Normal,72.0,0.0,0.0,JAX,tier_5,8.0,JAX,3
1790,LG,Kingtriton,Samuela,Kingtriton Samuela,JAX,11,22,6,766,True,15,16,0,10,Kingtriton,Samuela,KingtritonSamuela_34311,1529.0,1527.0,0.0,22.0,3.0,16.0,Signed,Normal,71.0,0.0,0.0,JAX,tier_5,7.832898172323759,JAX,-6
1791,C,Daniel,Rhodes,Daniel Rhodes,JAX,15,74,5,1022,True,17,16,0,10,Daniel,Rhodes,DanielRhodes_3263343,2548.0,2546.0,2.0,24.0,63.0,16.0,Signed,Normal,61.0,0.0,0.0,JAX,tier_6,4.892367906066536,JAX,1
1792,RG,DeAndre,Martin,DeAndre Martin,JAX,17,20,3,1176,True,17,16,0,10,DeAndre,Martin,DeAndreMartin_3363345,1836.0,1834.0,1.0,23.0,63.0,16.0,Signed,Normal,71.0,0.0,0.0,JAX,tier_5,2.5510204081632653,JAX,0
1795,RT,Morgan,Sheldon,Morgan Sheldon,DEN,17,94,14,1227,True,17,3,0,10,Morgan,Sheldon,MorganSheldon_32121,728.0,726.0,2.0,24.0,1.0,3.0,Signed,Star,78.0,0.0,0.0,DEN,tier_4,11.409942950285249,DEN,-4
1796,LG,Simione,Pale,Simione Pale,ARI,17,18,8,1146,True,17,6,0,10,Simione,Pale,,2005.0,2003.0,6.0,28.0,2.0,6.0,Signed,Normal,75.0,0.0,0.0,ARI,tier_4,6.980802792321117,ARI,-4
1798,RT,Logan,Taylor,Logan Taylor,KC,15,28,5,1006,True,15,8,0,10,Logan,Taylor,,229.0,227.0,8.0,31.0,2.0,8.0,Signed,Superstar,92.0,0.0,0.0,KC,tier_1,4.970178926441352,KC,-2
1799,RG,Aliou,Bah,Aliou Bah,KC,11,12,4,675,True,11,8,0,10,Aliou,Bah,,774.0,772.0,7.0,30.0,2.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,5.925925925925926,KC,-3
1802,LT,Asante,Nalbone,Asante Nalbone,CIN,11,23,3,808,True,17,1,0,10,Asante,Nalbone,AsanteNalbone_33431,2024.0,2022.0,1.0,23.0,4.0,1.0,Signed,Normal,71.0,0.0,0.0,CIN,tier_5,3.7128712871287126,CIN,6
1803,C,Will,Alexander,Will Alexander,DEN,14,40,0,869,True,14,3,0,10,Will,Alexander,WillAlexander_34132,1331.0,1329.0,0.0,21.0,1.0,3.0,Signed,Star,81.0,0.0,0.0,DEN,tier_3,0.0,DEN,8
1804,RG,Owen,Hollenbeck,Owen Hollenbeck,PIT,13,8,6,775,True,13,28,0,10,Owen,Hollenbeck,OwenHollenbeck_29319,3533.0,3531.0,5.0,27.0,3.0,28.0,Signed,Star,78.0,0.0,0.0,PIT,tier_4,7.741935483870968,PIT,-7
1805,LT,Bryan,McDaniel,Bryan McDaniel,GB,15,59,8,1007,True,15,19,0,10,Bryan,McDaniel,BryanMcDaniel_31218,1456.0,1454.0,3.0,25.0,2.0,19.0,Signed,Normal,77.0,0.0,0.0,GB,tier_4,7.944389275074478,GB,2
1806,RG,Chase,Bisontis,Chase Bisontis,LAR,11,25,3,781,True,11,23,0,10,Chase,Bisontis,,325.0,323.0,7.0,30.0,2.0,23.0,Signed,Superstar,93.0,0.0,0.0,LAR,tier_1,3.8412291933418694,LAR,-4
2714,RG,Duce,Dowdle,Duce Dowdle,SF,17,15,3,1125,True,17,14,0,10,Duce,Dowdle,DuceDowdle_32126,714.0,712.0,2.0,25.0,1.0,14.0,Signed,Normal,79.0,0.0,0.0,SF,tier_4,2.6666666666666665,SF,-1
2715,LT,J'ven,Williams,J'ven Williams,SF,10,55,18,670,True,10,14,0,10,J'ven,Williams,,1578.0,1576.0,8.0,30.0,2.0,14.0,Signed,Normal,72.0,0.0,0.0,SF,tier_5,26.865671641791046,SF,-6
2728,LG,Michael,Pearson,Michael Pearson,SF,17,28,1,1234,True,17,14,0,10,Michael,Pearson,MichaelPearson_3416,2877.0,2875.0,0.0,21.0,1.0,14.0,Signed,Superstar,83.0,0.0,0.0,SF,tier_3,0.8103727714748784,SF,4
2750,LG,Jacob,Krueger,Jacob Krueger,GB,17,23,4,1145,True,17,19,0,10,Jacob,Krueger,JacobKrueger_32331,1159.0,1157.0,2.0,24.0,3.0,19.0,Signed,Normal,83.0,0.0,0.0,GB,tier_3,3.493449781659389,GB,-2
2754,RT,Penei,Sewell,Penei Sewell,SEA,16,38,4,1158,True,17,27,0,10,Penei,Sewell,SewellPenei_21540,2513.0,2511.0,13.0,33.0,1.0,27.0,Signed,Superstar,82.0,0.0,0.0,SEA,tier_3,3.454231433506045,SEA,4
2766,RT,Zach,McClain,Zach McClain,DEN,16,20,1,1071,True,16,3,0,10,Zach,McClain,ZachMcClain_3151,3174.0,3172.0,3.0,24.0,5.0,3.0,Signed,Normal,75.0,0.0,0.0,DEN,tier_4,0.9337068160597572,DEN,10
2770,C,Ezra,Dotson-Oyetade,Ezra Dotson-Oyetade,WAS,17,66,8,1230,True,17,25,0,10,Ezra,Dotson-Oyetade,,1722.0,1720.0,8.0,31.0,2.0,25.0,Signed,Star,74.0,0.0,0.0,WAS,tier_5,6.504065040650406,WAS,-3
2821,C,Curtis,Rivers,Curtis Rivers,ARI,15,64,7,971,True,15,6,0,10,Curtis,Rivers,CurtisRivers_32130,719.0,717.0,2.0,25.0,1.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,7.209062821833162,ARI,-3
2822,RT,D.J.,Smith-Morris,D.J. Smith-Morris,ARI,9,5,4,606,True,17,6,0,10,D.J.,Smith-Morris,D.J.Smith-Morris_32522,1543.0,1541.0,2.0,23.0,5.0,6.0,Signed,Normal,63.0,0.0,0.0,ARI,tier_6,6.600660066006601,ARI,4
2871,RT,JacQawn,McRoy,JacQawn McRoy,CHI,17,49,5,1198,True,17,0,0,10,JacQawn,McRoy,,1662.0,1660.0,6.0,28.0,2.0,0.0,Signed,Normal,76.0,0.0,0.0,CHI,tier_4,4.173622704507513,CHI,2
2873,RT,Kasey,Taylor,Kasey Taylor,CHI,7,1,2,548,True,15,0,0,10,Kasey,Taylor,KaseyTaylor_3363390,3537.0,3535.0,1.0,23.0,63.0,0.0,Signed,Normal,69.0,0.0,0.0,CHI,tier_6,3.6496350364963503,CHI,7
2874,LG,Andrew,Moon,Andrew Moon,CHI,8,6,2,567,True,13,0,0,10,Andrew,Moon,AndrewMoon_3363353,2368.0,2366.0,1.0,23.0,63.0,0.0,Signed,Normal,66.0,0.0,0.0,CHI,tier_6,3.527336860670194,CHI,1
2890,LT,Odion,Abdoulaye,Odion Abdoulaye,NYJ,10,36,16,720,True,17,17,0,10,Odion,Abdoulaye,OdionAbdoulaye_31114,3478.0,3476.0,3.0,24.0,1.0,17.0,Signed,Normal,66.0,0.0,0.0,NYJ,tier_6,22.22222222222222,NYJ,-5
2892,RG,Nolan,Robbins,Nolan Robbins,TB,17,9,3,725,True,17,5,0,10,Nolan,Robbins,NolanRobbins_32211,863.0,861.0,2.0,23.0,2.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,4.137931034482759,TB,0
2899,LG,Michael,Carroll,Michael Carroll,NO,14,10,1,912,True,14,26,0,10,Michael,Carroll,MichaelCarroll_2929,2596.0,2594.0,5.0,27.0,2.0,26.0,Signed,Superstar,79.0,0.0,0.0,NO,tier_4,1.0964912280701753,NO,5
2900,RT,Enzo,DePaola,Enzo DePaola,NO,17,72,8,1158,True,17,26,0,10,Enzo,DePaola,EnzoDePaola_33121,1964.0,1962.0,1.0,22.0,1.0,26.0,Signed,Star,82.0,0.0,0.0,NO,tier_3,6.90846286701209,NO,1
2901,LG,Keyshawn,Downing,Keyshawn Downing,LV,11,26,1,776,True,11,22,0,10,Keyshawn,Downing,KeyshawnDowning_33434,653.0,651.0,1.0,23.0,4.0,22.0,Signed,Normal,74.0,0.0,0.0,LV,tier_5,1.288659793814433,LV,6
2902,LT,John,Chamberlain,John Chamberlain,LV,17,71,12,1132,True,17,22,0,10,John,Chamberlain,JohnChamberlain_34113,358.0,356.0,0.0,21.0,1.0,22.0,Signed,Normal,75.0,0.0,0.0,LV,tier_4,10.60070671378092,LV,-1
2915,RG,Jake,Batson,Jake Batson,SEA,10,6,1,669,True,10,27,0,10,Jake,Batson,JakeBatson_30325,296.0,294.0,4.0,26.0,3.0,27.0,Signed,Normal,77.0,0.0,0.0,SEA,tier_4,1.4947683109118086,SEA,5
2917,RT,Josh,Parks,Josh Parks,NO,7,7,1,496,True,14,26,0,10,Josh,Parks,JoshParks_3133,1352.0,1350.0,3.0,24.0,3.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,2.0161290322580645,NO,6
2965,C,Devin,Nicholson,Devin Nicholson,NO,15,50,4,923,True,15,26,0,10,Devin,Nicholson,DevinNicholson_34434,1314.0,1312.0,0.0,23.0,4.0,26.0,Signed,Normal,71.0,0.0,0.0,NO,tier_5,4.333694474539545,NO,0
2966,RT,Will,Olsen,Will Olsen,NO,10,11,5,661,True,15,26,0,10,Will,Olsen,WillOlsen_3457,366.0,364.0,0.0,22.0,5.0,26.0,Signed,Normal,73.0,0.0,0.0,NO,tier_5,7.564296520423601,NO,0
2968,RG,Darius,Woodbury,Darius Woodbury,LV,17,24,1,1269,True,17,22,0,10,Darius,Woodbury,DariusWoodbury_31123,689.0,687.0,3.0,24.0,1.0,22.0,Signed,Superstar,99.0,0.0,0.0,LV,tier_0,0.7880220646178093,LV,-1
2969,C,James,Skillin,James Skillin,LV,17,69,6,1114,True,17,22,0,10,James,Skillin,,1822.0,1820.0,3.0,25.0,4.0,22.0,Signed,Normal,70.0,0.0,0.0,LV,tier_5,5.3859964093357275,LV,0
3063,C,Douglas,Utu,Douglas Utu,PIT,12,13,2,747,True,12,28,0,10,Douglas,Utu,,2801.0,2799.0,5.0,28.0,2.0,28.0,Signed,Star,83.0,0.0,0.0,PIT,tier_3,2.677376171352075,PIT,1
3071,RT,Josiah,Thompson,Josiah Thompson,WAS,17,24,12,1158,True,17,25,0,10,Josiah,Thompson,,2602.0,2600.0,7.0,30.0,2.0,25.0,Signed,Normal,75.0,0.0,0.0,WAS,tier_4,10.362694300518134,WAS,-1
3073,C,Walter,Nash,Walter Nash,PIT,13,5,1,431,True,13,28,0,10,Walter,Nash,WalterNash_3363318,675.0,673.0,1.0,23.0,63.0,28.0,Signed,Normal,65.0,0.0,0.0,PIT,tier_6,2.320185614849188,PIT,4
3075,LT,Tye,McCloud,Tye McCloud,TB,17,68,17,1127,True,17,5,0,10,Tye,McCloud,TyeMcCloud_3117,2593.0,2591.0,3.0,24.0,1.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,15.084294587400176,TB,-6
3076,RG,Ahmad,Cyprien,Ahmad Cyprien,TEN,12,8,7,808,True,13,29,0,10,Ahmad,Cyprien,AhmadCyprien_34128,1442.0,1440.0,0.0,21.0,1.0,29.0,Signed,Normal,76.0,0.0,0.0,TEN,tier_4,8.663366336633665,TEN,-7
3079,LG,Calvin,Joseph Jr,Calvin Joseph Jr,TB,15,22,4,1001,True,15,5,0,10,Calvin,Joseph Jr,CalvinJoseph Jr_34115,3035.0,3033.0,0.0,23.0,1.0,5.0,Signed,Normal,78.0,0.0,0.0,TB,tier_4,3.996003996003996,TB,-1
3089,RG,Kennyi,Jarrel,Kennyi Jarrel,BAL,15,8,0,1039,True,15,24,0,10,Kennyi,Jarrel,KennyiJarrel_30322,1046.0,1044.0,4.0,26.0,3.0,24.0,Signed,Normal,78.0,0.0,0.0,BAL,tier_4,0.0,BAL,10
3090,LT,Ashton,Beers,Ashton Beers,MIN,13,74,13,901,True,13,30,0,10,Ashton,Beers,,254.0,252.0,7.0,29.0,63.0,30.0,Signed,Normal,78.0,0.0,0.0,MIN,tier_4,14.428412874583795,MIN,-7
