Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
1499,RE,Daylan,Dotson,Daylan Dotson,MIA,True,0,0,694,0,11,16,29,0,2,0,0,0,0,0,0,0,0,11,7,0,2,0,16,1,,,,,,,,,Daylan,Dotson,2445.0,2443.0,0.0,23.0,11.0,Signed,Normal,66.0,0.0,0.0,MIA,tier_6,15.129682997118156,16.42651296829971,0.0,12.968299711815563,57.63688760806916,0.0,0.0,0.0,MIA,-3
1510,FS,Jerrin,Thompson,Jerrin Thompson,MIA,True,0,4,469,0,12,9,15,0,2,11,4,0,1,0,0,1,0,11,0,0,0,0,16,5,,,,,,,,,Jerrin,Thompson,3549.0,3547.0,1.0,23.0,11.0,Signed,Normal,64.0,0.0,0.0,MIA,tier_6,0.0,0.0,2.1321961620469083,2.1321961620469083,57.569296375266525,2.1321961620469083,2.345415778251599,0.625,MIA,-2
1539,DT,Tommy,Akingbesote,Tommy Akingbesote,MIA,True,0,0,418,0,12,13,16,1,2,0,0,0,0,0,0,0,0,11,6,0,1,0,16,1,,,,,,,,,Tommy,Akingbesote,1126.0,1124.0,0.0,22.0,11.0,Signed,Normal,68.0,0.0,0.0,MIA,tier_6,18.54066985645933,19.61722488038277,0.0,16.74641148325359,66.98564593301435,0.0,0.0,0.0,MIA,-3
1540,CB,Khyree,Jackson,Khyree Jackson,KC,True,0,50,1073,0,21,44,60,1,2,47,22,0,4,0,0,14,0,8,0,0,0,0,16,16,,,,,,,,,Khyree,Jackson,3268.0,3266.0,1.0,24.0,8.0,Signed,Star,85.0,0.0,0.0,KC,tier_2,0.0,0.0,3.727865796831314,13.047530288909599,75.4892823858341,13.047530288909599,4.380242311276794,2.0625,KC,-4
1560,LE,Cameron,Goode,Cameron Goode,MIA,True,0,0,388,0,5,14,21,0,2,0,0,0,0,0,0,0,0,11,4,0,1,0,16,5,,,,,,,,,Cameron,Goode,1032.0,1030.0,3.0,27.0,11.0,Signed,Normal,66.0,0.0,0.0,MIA,tier_6,14.819587628865978,15.979381443298967,0.0,12.886597938144329,67.01030927835052,0.0,0.0,0.0,MIA,-3
1573,CB,Jamel,Dean,Jamel Dean,TB,True,0,14,1115,0,15,37,51,1,2,37,14,0,1,1,0,14,0,5,0,0,0,0,16,16,,,,,,,,,Jamel,Dean,684.0,682.0,6.0,28.0,5.0,Signed,Star,79.0,0.0,0.0,TB,tier_4,0.0,0.0,1.7937219730941705,12.556053811659192,59.19282511210763,12.556053811659192,3.3183856502242155,1.4375,TB,0
1574,CB,Jerry,Jacobs,Jerry Jacobs,NYG,True,0,7,1052,0,24,27,43,0,2,30,7,0,1,0,0,14,0,15,0,0,0,0,16,16,,,,,,,,,Jerry,Jacobs,1416.0,1414.0,4.0,26.0,15.0,Signed,Normal,79.0,0.0,0.0,NYG,tier_4,0.0,0.0,0.9505703422053232,13.307984790874524,63.68821292775666,13.307984790874524,2.8517110266159698,1.0,NYG,0
1576,SS,Nick,Emmanwori,Nick Emmanwori,NYG,True,0,0,907,0,23,28,57,0,2,27,0,0,0,0,0,8,0,15,0,0,1,0,15,6,,,,,,,,,Nick,Emmanwori,2088.0,2086.0,0.0,21.0,15.0,Signed,Normal,73.0,0.0,0.0,NYG,tier_5,1.9294377067254684,2.4255788313120177,0.0,9.922822491730981,88.20286659316427,8.820286659316428,2.9768467475192946,1.2666666666666666,NYG,1
1577,LE,Mykel,Williams,Mykel Williams,NYG,True,0,0,646,0,17,31,41,0,2,0,0,0,0,0,0,0,0,15,12,0,9,0,13,13,,,,,,,,,Mykel,Williams,2172.0,2170.0,0.0,21.0,15.0,Signed,Normal,77.0,0.0,0.0,NYG,tier_4,42.95665634674923,49.22600619195047,0.0,32.5077399380805,89.78328173374612,0.0,0.0,0.0,NYG,1
1578,MLB,Leighton,Vander Esch,Leighton Vander Esch,NYG,True,0,0,1037,0,26,55,75,0,2,45,0,0,0,0,0,3,0,15,4,0,1,0,12,12,,,,,,,,,Leighton,Vander Esch,2892.0,2890.0,7.0,29.0,15.0,Signed,Star,79.0,0.0,0.0,NYG,tier_4,5.544840887174542,5.978784956605593,0.0,7.714561234329798,97.39633558341369,2.8929604628736745,4.339440694310511,3.5,NYG,-3
1580,CB,Darious,Williams,Darious Williams,NYG,True,0,14,1030,0,25,39,54,0,2,28,14,0,1,1,0,7,0,15,1,0,0,0,16,6,,,,,,,,,Darious,Williams,3037.0,3035.0,7.0,32.0,15.0,Signed,Star,76.0,0.0,0.0,NYG,tier_4,0.970873786407767,0.970873786407767,1.941747572815534,7.766990291262136,76.6990291262136,6.796116504854369,2.7184466019417477,1.3125,NYG,-3
1581,CB,Xavien,Howard,Xavien Howard,PHI,True,0,2,635,0,19,15,20,0,2,14,2,0,1,0,0,8,0,12,1,0,1,0,10,0,,,,,,,,,Xavien,Howard,1317.0,1315.0,9.0,32.0,12.0,Signed,Star,76.0,0.0,0.0,PHI,tier_4,4.330708661417323,5.039370078740158,1.574803149606299,15.748031496062993,61.41732283464567,12.598425196850393,2.204724409448819,0.6,PHI,0
1582,DT,Tyler,Davis,Tyler Davis,NYG,True,10,0,307,1,7,7,13,0,2,0,0,0,0,0,0,0,0,15,7,1,1,0,16,0,,,,,,,,,Tyler,Davis,3512.0,3510.0,1.0,24.0,15.0,Signed,Normal,68.0,0.0,0.0,NYG,tier_6,28.50162866449511,29.96742671009772,6.514657980456026,26.058631921824105,65.14657980456026,0.0,0.0,0.0,NYG,5
1583,RE,Andre,Carter II,Andre Carter II,NYG,True,0,0,495,0,7,9,21,1,2,1,0,0,0,0,0,0,0,15,5,0,2,0,15,0,,,,,,,,,Andre,Carter II,457.0,455.0,2.0,25.0,15.0,Signed,Normal,65.0,0.0,0.0,NYG,tier_6,17.17171717171717,18.98989898989899,0.0,14.141414141414142,56.56565656565657,0.0,0.20202020202020202,0.06666666666666667,NYG,-3
1584,LOLB,Khari,Coleman,Khari Coleman,NYG,True,0,13,674,0,13,20,32,0,2,11,13,0,1,0,0,0,0,15,3,0,0,0,16,15,,,,,,,,,Khari,Coleman,3415.0,3413.0,1.0,23.0,15.0,Signed,Normal,66.0,0.0,0.0,NYG,tier_6,4.451038575667656,4.451038575667656,1.483679525222552,4.451038575667656,66.76557863501483,0.0,1.6320474777448073,0.6875,NYG,1
1585,ROLB,Steele,Chambers,Steele Chambers,NYG,True,0,0,916,0,29,53,85,0,2,30,0,0,0,0,0,8,0,15,3,0,0,0,16,16,,,,,,,,,Steele,Chambers,3346.0,3344.0,1.0,24.0,15.0,Signed,Normal,71.0,0.0,0.0,NYG,tier_5,3.2751091703056767,3.2751091703056767,0.0,12.008733624454148,124.45414847161572,8.73362445414847,3.2751091703056767,1.375,NYG,7
1586,MLB,Tommy,Eichenberg,Tommy Eichenberg,NYG,True,0,0,778,0,12,21,36,0,2,17,0,0,0,0,0,0,0,15,1,0,0,0,16,4,,,,,,,,,Tommy,Eichenberg,3297.0,3295.0,1.0,24.0,15.0,Signed,Normal,69.0,0.0,0.0,NYG,tier_6,1.2853470437017993,1.2853470437017993,0.0,1.2853470437017993,61.696658097686374,0.0,2.185089974293059,1.0625,NYG,-4
1587,DT,Jer'Zhan,Newton,Jer'Zhan Newton,NYG,True,11,0,597,1,17,38,40,1,2,0,0,0,0,0,0,2,0,15,17,2,5,0,13,0,,,,,,,,,Jer'Zhan,Newton,3229.0,3227.0,1.0,23.0,15.0,Signed,Superstar,87.0,0.0,0.0,NYG,tier_2,43.132328308207704,46.90117252931323,5.025125628140704,40.20100502512563,95.47738693467336,3.3500837520938025,0.0,-0.15384615384615385,NYG,3
1588,FS,Jordan,Whitehead,Jordan Whitehead,NYG,True,0,9,975,0,30,21,36,0,2,20,9,0,1,0,0,12,0,15,0,1,0,0,14,14,,,,,,,,,Jordan,Whitehead,3015.0,3013.0,7.0,28.0,15.0,Signed,Normal,72.0,0.0,0.0,NYG,tier_5,0.0,0.0,2.051282051282051,12.307692307692308,67.6923076923077,12.307692307692308,2.051282051282051,0.5714285714285714,NYG,8
1591,FS,Gervarrius,Owens,Gervarrius Owens,NYG,True,0,0,346,0,6,5,10,0,2,5,0,0,0,0,0,1,0,15,0,0,0,0,15,1,,,,,,,,,Gervarrius,Owens,2154.0,2152.0,2.0,25.0,15.0,Signed,Normal,62.0,0.0,0.0,NYG,tier_6,0.0,0.0,0.0,2.890173410404624,46.24277456647398,2.890173410404624,1.4450867052023122,0.26666666666666666,NYG,-6
1593,RE,Trey,Hendrickson,Trey Hendrickson,CIN,True,7,0,709,1,12,18,27,0,2,0,0,0,0,0,0,0,0,1,9,2,5,1,14,14,,,,,,,,,Trey,Hendrickson,1211.0,1209.0,8.0,30.0,1.0,Signed,Star,77.0,0.0,0.0,CIN,tier_4,25.035260930888576,28.20874471086037,5.6417489421720735,19.746121297602258,55.00705218617771,0.0,0.0,0.0,CIN,2
1594,CB,Cordale,Flott,Cordale Flott,NYG,True,0,0,442,0,14,17,25,1,2,9,0,0,0,0,0,3,0,15,2,0,0,0,16,0,,,,,,,,,Cordale,Flott,891.0,889.0,3.0,24.0,15.0,Signed,Normal,69.0,0.0,0.0,NYG,tier_6,4.524886877828055,4.524886877828055,0.0,11.312217194570135,88.23529411764706,6.787330316742081,2.0361990950226243,0.375,NYG,-2
1595,DT,Dexter,Lawrence II,Dexter Lawrence II,NYG,True,0,0,812,0,21,38,43,0,2,2,0,0,0,0,0,1,0,15,16,1,4,0,16,16,,,,,,,,,Dexter,Lawrence II,1680.0,1678.0,6.0,27.0,15.0,Signed,XFactor,91.0,0.0,0.0,NYG,tier_1,28.32512315270936,30.541871921182267,1.2315270935960592,25.862068965517242,78.81773399014779,1.2315270935960592,0.24630541871921183,0.0625,NYG,-6
1596,CB,Davison,Igbinosun,Davison Igbinosun,PHI,True,0,0,308,0,3,5,8,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,,,,,,,,,Davison,Igbinosun,726.0,724.0,0.0,22.0,12.0,Signed,Normal,70.0,0.0,0.0,PHI,tier_5,0.0,0.0,0.0,0.0,35.714285714285715,0.0,0.0,0.0,PHI,-3
1597,FS,Durante,Jones,Durante Jones,PHI,True,0,0,411,0,4,17,20,1,2,14,0,0,0,0,0,0,0,12,0,0,0,0,16,0,,,,,,,,,Durante,Jones,1415.0,1413.0,0.0,23.0,12.0,Signed,Star,76.0,0.0,0.0,PHI,tier_4,0.0,0.0,0.0,0.0,58.394160583941606,0.0,3.40632603406326,0.875,PHI,-8
1598,CB,D.J.,James,D.J. James,ATL,True,0,19,707,0,11,25,36,0,2,24,13,0,2,0,0,16,0,13,0,0,0,0,12,5,,,,,,,,,D.J.,James,3343.0,3341.0,1.0,23.0,13.0,Signed,Normal,73.0,0.0,0.0,ATL,tier_5,0.0,0.0,2.828854314002829,22.63083451202263,66.47807637906648,22.63083451202263,3.3946251768033946,0.6666666666666666,ATL,6
1599,MLB,Anthony,Walker Jr,Anthony Walker Jr,ATL,True,30,0,564,1,18,33,48,0,2,39,0,0,0,0,0,0,0,13,0,1,0,0,10,10,,,,,,,,,Anthony,Walker Jr,2926.0,2924.0,8.0,30.0,13.0,Signed,Normal,76.0,0.0,0.0,ATL,tier_4,0.0,0.0,3.5460992907801416,0.0,117.02127659574468,0.0,6.914893617021277,3.9,ATL,-2
1600,CB,Tarheeb,Still,Tarheeb Still,ATL,True,0,35,745,0,12,18,31,0,2,19,18,0,2,0,0,15,0,13,0,0,0,0,16,2,,,,,,,,,Tarheeb,Still,3333.0,3331.0,1.0,24.0,13.0,Signed,Normal,68.0,0.0,0.0,ATL,tier_6,0.0,0.0,2.6845637583892614,20.13422818791946,57.71812080536913,20.13422818791946,2.5503355704697985,0.25,ATL,7
1601,ROLB,Jahlani,Tavai,Jahlani Tavai,ATL,True,42,0,997,2,33,58,84,0,2,53,0,0,0,0,0,2,0,13,2,2,3,1,16,16,,,,,,,,,Jahlani,Tavai,2733.0,2731.0,6.0,28.0,13.0,Signed,Normal,77.0,0.0,0.0,ATL,tier_4,7.271815446339017,8.625877632898698,5.015045135406218,7.021063189568706,117.35205616850551,2.0060180541624875,5.315947843530592,3.1875,ATL,6
1604,CB,Clark,Phillips III,Clark Phillips III,ATL,True,0,0,315,0,6,11,16,0,2,9,0,0,0,0,0,1,0,13,0,0,0,0,16,1,,,,,,,,,Clark,Phillips III,2226.0,2224.0,2.0,23.0,13.0,Signed,Normal,68.0,0.0,0.0,ATL,tier_6,0.0,0.0,0.0,3.1746031746031744,69.84126984126985,3.1746031746031744,2.857142857142857,0.5,ATL,-3
1605,LE,Zach,Harrison,Zach Harrison,ATL,True,0,0,417,0,7,11,16,1,2,0,0,0,0,0,0,0,0,13,5,0,2,0,13,0,,,,,,,,,Zach,Harrison,1171.0,1169.0,2.0,24.0,13.0,Signed,Normal,69.0,0.0,0.0,ATL,tier_6,20.38369304556355,22.541966426858515,0.0,16.786570743405274,55.15587529976019,0.0,0.0,0.0,ATL,-1
1607,ROLB,Troy,Andersen,Troy Andersen,ATL,True,8,0,656,1,17,30,43,1,2,21,0,0,0,0,0,8,1,13,0,1,1,0,16,12,,,,,,,,,Troy,Andersen,66.0,64.0,3.0,26.0,13.0,Signed,Normal,66.0,0.0,0.0,ATL,tier_6,2.6676829268292686,3.353658536585366,4.573170731707317,13.71951219512195,91.46341463414635,12.195121951219512,3.201219512195122,0.8125,ATL,12
1609,CB,A.J.,Terrell Jr,A.J. Terrell Jr,ATL,True,0,16,950,0,31,29,31,0,2,22,10,0,2,0,0,12,0,13,0,0,0,0,16,16,,,,,,,,,A.J.,Terrell Jr,2764.0,2762.0,5.0,26.0,13.0,Signed,XFactor,92.0,0.0,0.0,ATL,tier_1,0.0,0.0,2.1052631578947367,12.631578947368421,65.26315789473684,12.631578947368421,2.3157894736842106,0.625,ATL,-2
1610,DT,Mike,Hall,Mike Hall,CIN,True,0,0,782,0,13,17,29,0,2,0,0,0,0,0,0,2,1,1,10,0,4,0,16,16,,,,,,,,,Mike,Hall,3250.0,3248.0,1.0,22.0,1.0,Signed,Normal,73.0,0.0,0.0,CIN,tier_5,21.73913043478261,24.040920716112534,1.278772378516624,20.460358056265985,53.70843989769821,2.557544757033248,0.0,-0.125,CIN,-1
1611,DT,David,Onyemata,David Onyemata,ATL,True,29,0,707,2,20,40,42,0,2,0,0,0,0,0,0,1,0,13,17,2,8,0,16,6,,,,,,,,,David,Onyemata,2137.0,2135.0,9.0,32.0,13.0,Signed,Star,76.0,0.0,0.0,ATL,tier_4,43.84724186704385,48.93917963224894,5.657708628005658,36.77510608203678,87.6944837340877,1.4144271570014144,0.0,-0.0625,ATL,8
1614,DT,Teair,Tart,Teair Tart,LAR,True,19,0,640,1,17,16,23,1,2,0,0,0,0,0,0,1,0,23,8,1,3,0,14,3,,,,,,,,,Teair,Tart,2730.0,2728.0,5.0,28.0,23.0,Signed,Star,75.0,0.0,0.0,LAR,tier_4,20.703125,22.812500000000004,3.125,18.75,62.5,1.5625,0.0,-0.07142857142857142,LAR,-1
1616,CB,Dontae,Manning,Dontae Manning,LAR,True,0,37,873,0,24,39,56,0,2,34,16,0,3,0,0,12,0,23,0,1,0,0,14,11,,,,,,,,,Dontae,Manning,933.0,931.0,0.0,22.0,23.0,Signed,Normal,74.0,0.0,0.0,LAR,tier_5,0.0,0.0,4.581901489117985,13.745704467353951,91.63802978235967,13.745704467353951,3.8946162657502863,1.5714285714285714,LAR,4
1617,ROLB,Shemar,James,Shemar James,LAR,True,0,0,505,0,7,7,15,1,2,5,0,0,0,0,0,3,0,23,1,1,0,0,16,4,,,,,,,,,Shemar,James,2645.0,2643.0,0.0,21.0,23.0,Signed,Normal,70.0,0.0,0.0,LAR,tier_5,1.9801980198019802,1.9801980198019802,1.9801980198019802,7.920792079207921,43.56435643564356,5.9405940594059405,0.9900990099009901,0.125,LAR,-2
1618,LOLB,Kwon,Alexander,Kwon Alexander,LAR,True,17,22,904,1,16,44,68,1,2,38,12,0,2,0,0,9,0,23,2,1,1,0,16,16,,,,,,,,,Kwon,Alexander,36.0,34.0,10.0,31.0,23.0,Signed,Normal,72.0,0.0,0.0,LAR,tier_5,4.148230088495575,4.646017699115045,4.424778761061947,13.274336283185841,92.9203539823009,9.955752212389381,4.20353982300885,1.8125,LAR,10
1619,SS,Makari,Paige,Makari Paige,LAR,True,0,11,443,0,12,12,24,0,2,13,11,0,1,0,0,4,0,23,0,0,1,0,16,0,,,,,,,,,Makari,Paige,3611.0,3609.0,1.0,23.0,23.0,Signed,Normal,69.0,0.0,0.0,LAR,tier_6,3.9503386004514676,4.966139954853273,2.257336343115124,11.286681715575622,81.26410835214446,9.029345372460496,2.9345372460496613,0.5625,LAR,5
1620,LOLB,Zaven,Collins,Zaven Collins,LAR,True,21,36,759,1,25,35,41,1,2,19,18,0,3,0,0,2,0,23,0,1,1,0,12,12,,,,,,,,,Zaven,Collins,553.0,551.0,4.0,26.0,23.0,Signed,Superstar,83.0,0.0,0.0,LAR,tier_3,2.30566534914361,2.898550724637681,6.587615283267457,3.952569169960474,86.95652173913044,2.635046113306983,2.503293807641634,1.4166666666666667,LAR,-4
1621,SS,DeShon,Elliott,DeShon Elliott,LAR,True,0,10,1207,0,30,34,49,1,2,33,7,0,2,0,0,18,0,23,0,0,1,0,16,16,,,,,,,,,DeShon,Elliott,806.0,804.0,7.0,28.0,23.0,Signed,Star,80.0,0.0,0.0,LAR,tier_3,1.4498757249378627,1.8227009113504558,1.657000828500414,15.741507870753937,65.45153272576636,14.913007456503728,2.7340513670256836,0.9375,LAR,-2
1623,MLB,Chris,Russell Jr.,Chris Russell Jr.,LAR,True,12,0,301,1,4,7,8,0,2,1,0,0,0,0,0,0,0,23,0,1,0,0,11,0,,,,,,,,,Chris,Russell Jr.,3570.0,3568.0,1.0,24.0,23.0,Signed,Normal,62.0,0.0,0.0,LAR,tier_6,0.0,0.0,6.644518272425249,0.0,39.86710963455149,0.0,0.33222591362126247,0.09090909090909091,LAR,1
1624,FS,Beau,Brade,Beau Brade,LAR,True,0,0,1107,0,29,30,43,0,2,29,0,0,0,0,0,9,0,23,1,0,0,0,16,16,,,,,,,,,Beau,Brade,3289.0,3287.0,1.0,23.0,23.0,Signed,Normal,75.0,0.0,0.0,LAR,tier_4,0.9033423667570009,0.9033423667570009,0.0,9.033423667570009,65.04065040650407,8.130081300813009,2.619692863595303,1.25,LAR,-3
1626,DT,Eyioma,Uwazurike,Eyioma Uwazurike,DEN,True,0,0,324,0,4,10,14,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,16,1,,,,,,,,,Eyioma,Uwazurike,2881.0,2879.0,3.0,27.0,3.0,Signed,Normal,68.0,0.0,0.0,DEN,tier_6,6.172839506172839,6.172839506172839,0.0,6.172839506172839,55.55555555555555,0.0,0.0,0.0,DEN,-4
1628,CB,Riley,Moss,Riley Moss,DEN,True,0,0,583,0,9,6,13,1,2,5,0,0,0,0,0,6,0,3,0,0,0,0,16,1,,,,,,,,,Riley,Moss,2007.0,2005.0,2.0,25.0,3.0,Signed,Normal,71.0,0.0,0.0,DEN,tier_5,0.0,0.0,0.0,10.291595197255575,37.73584905660377,10.291595197255575,0.8576329331046313,-0.0625,DEN,1
1629,RE,Nik,Bonitto,Nik Bonitto,DEN,True,0,0,545,0,18,24,34,1,2,0,0,0,0,0,0,1,0,3,12,0,6,0,12,12,,,,,,,,,Nik,Bonitto,258.0,256.0,3.0,25.0,3.0,Signed,Normal,81.0,0.0,0.0,DEN,tier_3,41.284403669724774,46.23853211009175,0.0,34.862385321100916,95.41284403669725,1.834862385321101,0.0,-0.08333333333333333,DEN,-1
1630,FS,Alakai,Gilman,Alakai Gilman,TEN,True,0,0,407,0,11,6,14,0,2,8,0,0,0,0,0,1,0,29,0,0,0,0,14,4,,,,,,,,,Alakai,Gilman,2008.0,2006.0,0.0,23.0,29.0,Signed,Normal,65.0,0.0,0.0,TEN,tier_6,0.0,0.0,0.0,2.457002457002457,61.42506142506143,2.457002457002457,1.9656019656019657,0.5,TEN,-4
1632,MLB,Lander,Barton,Lander Barton,TEN,True,16,0,581,1,22,28,48,1,2,23,0,0,0,0,0,3,0,29,0,2,0,0,14,14,,,,,,,,,Lander,Barton,1419.0,1417.0,0.0,22.0,29.0,Signed,Normal,75.0,0.0,0.0,TEN,tier_4,0.0,0.0,5.163511187607574,5.163511187607574,120.48192771084338,5.163511187607574,3.9586919104991396,1.4285714285714286,TEN,3
1633,DT,Devonte,Wyatt,Devonte Wyatt,GB,True,0,0,549,0,9,23,28,0,2,0,0,0,0,0,0,0,0,19,12,0,1,0,12,7,,,,,,,,,Devonte,Wyatt,3162.0,3160.0,3.0,27.0,19.0,Signed,Normal,81.0,0.0,0.0,GB,tier_3,25.04553734061931,25.865209471766846,0.0,23.679417122040075,67.39526411657559,0.0,0.0,0.0,GB,-5
1634,MLB,Darien,Butler,Darien Butler,TEN,True,0,0,479,0,7,12,21,1,2,3,0,0,0,0,0,1,0,29,0,0,0,0,16,3,,,,,,,,,Darien,Butler,405.0,403.0,3.0,25.0,29.0,Signed,Normal,62.0,0.0,0.0,TEN,tier_6,0.0,0.0,0.0,2.08768267223382,58.45511482254697,2.08768267223382,0.6263048016701461,0.125,TEN,-3
1636,FS,Josh,Proctor,Josh Proctor,TEN,True,0,0,948,0,31,16,32,0,2,17,0,0,0,0,0,13,0,29,0,0,0,0,13,13,,,,,,,,,Josh,Proctor,3571.0,3569.0,1.0,24.0,29.0,Signed,Normal,67.0,0.0,0.0,TEN,tier_6,0.0,0.0,0.0,13.713080168776372,66.45569620253164,13.713080168776372,1.7932489451476792,0.3076923076923077,TEN,5
1637,ROLB,Logan,Wilson,Logan Wilson,CIN,True,27,14,1246,4,41,73,99,0,2,54,9,0,2,0,0,11,0,1,2,2,1,0,16,16,,,,,,,,,Logan,Wilson,3093.0,3091.0,5.0,29.0,1.0,Signed,Superstar,83.0,0.0,0.0,CIN,tier_3,3.009630818619583,3.370786516853933,6.420545746388443,11.235955056179774,112.35955056179775,8.828250401284109,4.333868378812198,2.6875,CIN,10
1638,SS,P.J.,Jules,P.J. Jules,TEN,True,0,0,598,0,8,18,25,0,2,16,0,0,0,0,0,8,0,29,1,0,0,0,16,5,,,,,,,,,P.J.,Jules,3348.0,3346.0,1.0,24.0,29.0,Signed,Normal,68.0,0.0,0.0,TEN,tier_6,1.6722408026755853,1.6722408026755853,0.0,15.050167224080267,55.18394648829431,13.377926421404682,2.6755852842809364,0.5,TEN,0
1639,ROLB,Easton,Gibbs,Easton Gibbs,TEN,True,0,0,493,0,3,9,15,0,2,1,0,0,0,0,0,1,0,29,0,0,1,0,16,1,,,,,,,,,Easton,Gibbs,3288.0,3286.0,1.0,23.0,29.0,Signed,Normal,68.0,0.0,0.0,TEN,tier_6,3.5496957403651117,4.462474645030426,0.0,4.056795131845842,36.511156186612574,2.028397565922921,0.2028397565922921,0.0,TEN,-2
1640,DT,Leonard,Taylor III,Leonard Taylor III,TEN,True,0,0,761,0,21,28,33,1,2,0,0,0,0,0,0,1,0,29,10,0,5,0,15,1,,,,,,,,,Leonard,Taylor III,3236.0,3234.0,1.0,23.0,29.0,Signed,Normal,82.0,0.0,0.0,TEN,tier_3,24.638633377135346,27.59526938239159,0.0,21.02496714848883,70.9592641261498,1.314060446780552,0.0,-0.06666666666666667,TEN,-5
1641,LE,Princely,Umanmielen,Princely Umanmielen,TEN,True,0,0,544,0,8,11,17,1,2,0,0,0,0,0,0,0,0,29,2,0,0,0,16,5,,,,,,,,,Princely,Umanmielen,3237.0,3235.0,1.0,23.0,29.0,Signed,Normal,68.0,0.0,0.0,TEN,tier_6,3.676470588235294,3.676470588235294,0.0,3.676470588235294,45.95588235294118,0.0,0.0,0.0,TEN,-5
1642,CB,Kool-Aid,McKinstry,Kool-Aid McKinstry,TEN,True,0,13,1065,0,22,35,41,0,2,32,9,0,2,0,0,12,0,29,0,1,0,0,16,16,,,,,,,,,Kool-Aid,McKinstry,3209.0,3207.0,1.0,23.0,29.0,Signed,Star,87.0,0.0,0.0,TEN,tier_2,0.0,0.0,2.8169014084507045,11.267605633802818,59.154929577464785,11.267605633802818,3.004694835680751,1.25,TEN,0
1643,ROLB,Willie,Gay,Willie Gay,TEN,True,41,0,1138,2,41,86,120,1,2,66,0,0,0,0,0,4,0,29,2,2,1,0,16,16,,,,,,,,,Willie,Gay,985.0,983.0,5.0,27.0,29.0,Signed,Normal,85.0,0.0,0.0,TEN,tier_2,3.295254833040422,3.690685413005273,3.51493848857645,6.151142355008787,141.4762741652021,3.51493848857645,5.799648506151142,3.875,TEN,2
1644,RE,Boogie,Basham Jr,Boogie Basham Jr,TEN,True,0,0,704,0,17,26,39,1,2,0,0,0,0,0,0,0,0,29,10,0,5,0,14,14,,,,,,,,,Boogie,Basham Jr,164.0,162.0,4.0,27.0,29.0,Signed,Star,76.0,0.0,0.0,TEN,tier_4,26.633522727272727,29.829545454545457,0.0,21.30681818181818,79.54545454545455,0.0,0.0,0.0,TEN,-2
1645,DT,Raymond,Vohasek,Raymond Vohasek,TEN,True,0,0,331,0,13,10,14,0,2,0,0,0,0,0,0,1,0,29,9,0,3,0,16,1,,,,,,,,,Raymond,Vohasek,2914.0,2912.0,2.0,26.0,29.0,Signed,Normal,65.0,0.0,0.0,TEN,tier_6,43.051359516616316,47.129909365558916,0.0,39.274924471299094,81.57099697885197,3.0211480362537766,0.0,-0.0625,TEN,3
1647,RE,Caleb,Murphy,Caleb Murphy,TEN,True,0,0,372,0,4,4,10,0,2,0,0,0,0,0,0,0,0,29,0,0,1,0,16,1,,,,,,,,,Caleb,Murphy,750.0,748.0,2.0,25.0,29.0,Signed,Normal,65.0,0.0,0.0,TEN,tier_6,4.704301075268817,5.913978494623657,0.0,2.688172043010753,37.634408602150536,0.0,0.0,0.0,TEN,-4
1648,LOLB,Jack,Gibbens,Jack Gibbens,TEN,True,0,0,1074,0,49,83,115,1,2,37,0,0,0,0,0,4,0,29,11,0,0,0,16,16,,,,,,,,,Jack,Gibbens,995.0,993.0,3.0,26.0,29.0,Signed,Star,82.0,0.0,0.0,TEN,tier_3,10.242085661080074,10.242085661080074,0.0,13.966480446927374,152.7001862197393,3.7243947858473,3.445065176908752,2.0625,TEN,5
