Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
1800,RT,Nick,Tobin,Nick Tobin,CIN,15,0,15,946,False,15,1,0,11,Nick,Tobin,3571.0,3569.0,1.0,1.0,Signed,68.0,0.0,0.0,CIN,tier_6,15.856236786469344,CIN,-5
1852,RT,Colby,Mooney,Colby Mooney,CHI,14,0,6,920,False,14,0,0,11,Colby,Mooney,3410.0,3408.0,2.0,0.0,Signed,69.0,0.0,0.0,CHI,tier_6,6.521739130434782,CHI,4
1853,RT,Phillip,Koerner,Phillip Koerner,ATL,15,0,9,1052,False,15,13,0,11,Phillip,Koerner,2774.0,2772.0,2.0,13.0,Signed,81.0,0.0,0.0,ATL,tier_3,8.55513307984791,ATL,1
1878,LG,Sheridan,Wilson,Sheridan Wilson,SEA,15,0,3,1077,False,15,27,0,11,Sheridan,Wilson,920.0,918.0,5.0,27.0,Signed,67.0,0.0,0.0,SEA,tier_6,2.785515320334262,SEA,4
1882,RG,Michael,Mokofisi,Michael Mokofisi,BUF,15,0,5,1018,False,15,2,0,11,Michael,Mokofisi,1866.0,1864.0,6.0,2.0,Signed,74.0,0.0,0.0,BUF,tier_5,4.911591355599214,BUF,-3
1885,RT,Jimothy,Lewis,Jimothy Lewis,LAR,15,0,9,955,False,15,23,0,11,Jimothy,Lewis,2217.0,2215.0,5.0,23.0,Signed,68.0,0.0,0.0,LAR,tier_6,9.424083769633508,LAR,-1
1911,RG,Damon,Alexander,Damon Alexander,IND,15,0,1,1077,False,15,9,0,11,Damon,Alexander,1914.0,1912.0,1.0,9.0,Signed,81.0,0.0,0.0,IND,tier_3,0.9285051067780873,IND,8
1914,LG,Daniel,Ellison,Daniel Ellison,GB,15,0,6,1025,False,15,19,0,11,Daniel,Ellison,3618.0,3616.0,2.0,19.0,Signed,73.0,0.0,0.0,GB,tier_5,5.853658536585366,GB,1
1916,RG,Justin,Foster,Justin Foster,NO,15,0,3,1002,False,15,26,0,11,Justin,Foster,740.0,738.0,1.0,26.0,Signed,75.0,0.0,0.0,NO,tier_4,2.9940119760479043,NO,0
1918,LG,Yousef,Mugharbil,Yousef Mugharbil,LAR,11,0,5,720,False,11,23,0,11,Yousef,Mugharbil,554.0,552.0,6.0,23.0,Signed,69.0,0.0,0.0,LAR,tier_6,6.944444444444444,LAR,0
1936,LT,Dextrell,Irving,Dextrell Irving,LV,10,0,5,714,False,10,22,0,11,Dextrell,Irving,67.0,65.0,3.0,22.0,Signed,76.0,0.0,0.0,LV,tier_4,7.002801120448179,LV,4
1952,LG,Tyron,Callahan,Tyron Callahan,TB,15,0,8,1094,False,15,5,0,11,Tyron,Callahan,1039.0,1037.0,4.0,5.0,Signed,72.0,0.0,0.0,TB,tier_5,7.312614259597806,TB,-1
1981,LT,Marcus,Ferrell,Marcus Ferrell,TB,15,0,18,1108,False,15,5,0,11,Marcus,Ferrell,2054.0,2052.0,2.0,5.0,Signed,72.0,0.0,0.0,TB,tier_5,16.24548736462094,TB,-4
1984,RT,LaDarius,Combs,LaDarius Combs,PHI,12,0,4,573,False,12,12,0,11,LaDarius,Combs,1749.0,1747.0,0.0,12.0,Signed,70.0,0.0,0.0,PHI,tier_5,6.980802792321117,PHI,4
2009,LG,Ikem,Ekwonu,Ikem Ekwonu,ARI,15,0,7,965,False,15,6,0,11,Ikem,Ekwonu,3328.0,3326.0,10.0,6.0,Signed,66.0,0.0,0.0,ARI,tier_6,7.253886010362694,ARI,0
2040,LG,Jack,Nelson,Jack Nelson,MIN,14,0,5,850,False,14,30,0,11,Jack,Nelson,849.0,847.0,7.0,30.0,Signed,76.0,0.0,0.0,MIN,tier_4,5.88235294117647,MIN,0
2045,RT,Jaren,Moore,Jaren Moore,NYG,15,0,5,1008,False,15,15,0,11,Jaren,Moore,2292.0,2290.0,0.0,15.0,Signed,69.0,0.0,0.0,NYG,tier_6,4.9603174603174605,NYG,12
2115,LG,Ben,Bartch,Ben Bartch,CIN,15,0,5,1002,False,15,1,0,11,Ben,Bartch,144.0,142.0,12.0,1.0,Signed,69.0,0.0,0.0,CIN,tier_6,4.990019960079841,CIN,1
2121,C,Devin,Middleton,Devin Middleton,SEA,15,0,6,1141,False,15,27,0,11,Devin,Middleton,2074.0,2072.0,1.0,27.0,Signed,78.0,0.0,0.0,SEA,tier_4,5.25854513584575,SEA,-3
2129,LT,Mekhi,Becton,Mekhi Becton,NYJ,13,0,13,859,False,13,17,0,11,Mekhi,Becton,172.0,170.0,12.0,17.0,Signed,77.0,0.0,0.0,NYJ,tier_4,15.133876600698487,NYJ,-4
2203,LT,Broderick,Jones,Broderick Jones,CHI,14,0,17,920,False,14,0,0,11,Broderick,Jones,1255.0,1253.0,8.0,0.0,Signed,78.0,0.0,0.0,CHI,tier_4,18.47826086956522,CHI,-4
2205,RG,Kam,Dewberry,Kam Dewberry,PHI,13,0,4,742,False,13,12,0,11,Kam,Dewberry,2253.0,2251.0,5.0,12.0,Signed,72.0,0.0,0.0,PHI,tier_5,5.3908355795148255,PHI,-3
2316,LT,Rajon,Peters,Rajon Peters,KC,15,0,15,1042,False,15,8,0,11,Rajon,Peters,2446.0,2444.0,7.0,8.0,Signed,68.0,0.0,0.0,KC,tier_6,14.395393474088293,KC,-1
2317,C,Drake,Metcalf,Drake Metcalf,DAL,15,0,5,916,False,15,10,0,11,Drake,Metcalf,2817.0,2815.0,8.0,10.0,Signed,73.0,0.0,0.0,DAL,tier_5,5.458515283842795,DAL,-3
2318,RT,Josh,Bronner,Josh Bronner,KC,15,0,16,1041,False,15,8,0,11,Josh,Bronner,983.0,981.0,0.0,8.0,Signed,77.0,0.0,0.0,KC,tier_4,15.36983669548511,KC,-7
2319,RT,Kadyn,Proctor,Kadyn Proctor,WAS,15,0,9,1045,False,15,25,0,11,Kadyn,Proctor,453.0,451.0,6.0,25.0,Signed,84.0,0.0,0.0,WAS,tier_3,8.61244019138756,WAS,1
2320,LT,Nolan,Rucci,Nolan Rucci,WAS,15,0,17,1022,False,15,25,0,11,Nolan,Rucci,1782.0,1780.0,8.0,25.0,Signed,75.0,0.0,0.0,WAS,tier_4,16.634050880626223,WAS,-4
2321,C,Najee,Bethel,Najee Bethel,WAS,15,0,4,1107,False,15,25,0,11,Najee,Bethel,1063.0,1061.0,3.0,25.0,Signed,72.0,0.0,0.0,WAS,tier_5,3.6133694670280034,WAS,-1
2324,LG,Deshaun,Woods,Deshaun Woods,WAS,15,0,15,1047,False,15,25,0,11,Deshaun,Woods,649.0,647.0,7.0,25.0,Signed,68.0,0.0,0.0,WAS,tier_6,14.326647564469916,WAS,-5
2338,C,Peter,Coker,Peter Coker,MIN,15,0,5,1052,False,15,30,0,11,Peter,Coker,673.0,671.0,3.0,30.0,Signed,71.0,0.0,0.0,MIN,tier_5,4.752851711026616,MIN,-3
2345,LT,JC,Latham,JC Latham,MIN,14,0,13,907,False,14,30,0,11,JC,Latham,1539.0,1537.0,8.0,30.0,Signed,86.0,0.0,0.0,MIN,tier_2,14.332965821389196,MIN,0
2351,LT,Ryan,Stevens,Ryan Stevens,IND,15,0,13,1065,False,15,9,0,11,Ryan,Stevens,250.0,248.0,4.0,9.0,Signed,97.0,0.0,0.0,IND,tier_0,12.206572769953052,IND,-2
2352,LT,Dee,Cleveland,Dee Cleveland,IND,15,0,10,1072,False,15,9,0,11,Dee,Cleveland,3409.0,3407.0,1.0,9.0,Signed,66.0,0.0,0.0,IND,tier_6,9.328358208955223,IND,0
