Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
1772,RG,Justin,Hasenhuetl,Justin Hasenhuetl,NYG,8,0,0,596,False,15,15,0,7,Justin,Hasenhuetl,,2675.0,2673.0,1.0,25.0,15.0,Signed,Normal,67.0,0.0,0.0,NYG,tier_6,0.0,NYG,13
1773,RG,Eugene,Brooks,Eugene Brooks,NYG,16,0,11,1067,False,16,15,0,7,Eugene,Brooks,EugeneBrooks_28431,2806.0,2804.0,2.0,25.0,15.0,Signed,Normal,87.0,0.0,0.0,NYG,tier_2,10.309278350515465,NYG,-9
1774,LT,Elijah,Pritchett,Elijah Pritchett,NYG,13,5,7,936,False,13,15,0,7,Elijah,Pritchett,PritchettElijah_378,2346.0,2344.0,3.0,26.0,15.0,Signed,Star,91.0,0.0,0.0,NYG,tier_1,7.478632478632479,NYG,1
1775,LT,Jordan,Mailata,Jordan Mailata,GB,16,0,11,1092,False,16,19,0,7,Jordan,Mailata,MailataJordan_13479,1791.0,1789.0,12.0,33.0,19.0,Signed,Superstar,82.0,0.0,0.0,GB,tier_3,10.073260073260075,GB,-2
1777,LG,Simione,Pale,Simione Pale,GB,14,0,3,958,False,14,19,0,7,Simione,Pale,,2005.0,2003.0,2.0,24.0,19.0,Signed,Normal,76.0,0.0,0.0,GB,tier_4,3.131524008350731,GB,2
1778,RT,Jacob,Hood,Jacob Hood,GB,16,0,11,1094,False,16,19,0,7,Jacob,Hood,HoodJacob_672,1801.0,1799.0,3.0,26.0,19.0,Signed,Normal,74.0,0.0,0.0,GB,tier_5,10.054844606946984,GB,-3
1779,RG,Kiran,Amegadjie,Kiran Amegadjie,GB,16,0,2,1151,False,16,19,0,7,Kiran,Amegadjie,,3274.0,3272.0,6.0,29.0,19.0,Signed,Superstar,82.0,0.0,0.0,GB,tier_3,1.737619461337967,GB,1
1780,C,Zach,Tom,Zach Tom,GB,13,0,2,913,False,13,19,0,7,Zach,Tom,TomZach_22434,2820.0,2818.0,8.0,31.0,19.0,Signed,Normal,75.0,0.0,0.0,GB,tier_4,2.190580503833516,GB,5
1782,LT,Ty,Haywood,Ty Haywood,DET,16,0,10,1088,False,16,18,0,7,Ty,Haywood,TyHaywood_29123,873.0,871.0,1.0,23.0,18.0,Signed,Normal,76.0,0.0,0.0,DET,tier_4,9.191176470588236,DET,-1
1785,LT,Xavier,Chaplin,Xavier Chaplin,BUF,12,0,7,842,False,13,2,0,7,Xavier,Chaplin,,898.0,896.0,3.0,26.0,2.0,Signed,Star,74.0,0.0,0.0,BUF,tier_5,8.31353919239905,BUF,3
1786,C,Jackson,Powers-Johnson,Jackson Powers-Johnson,BUF,16,0,5,1134,False,16,2,0,7,Jackson,Powers-Johnson,,884.0,882.0,5.0,28.0,2.0,Signed,Normal,75.0,0.0,0.0,BUF,tier_4,4.409171075837742,BUF,2
1789,LT,Andrew,Thomas,Andrew Thomas,PHI,16,0,10,1187,False,16,12,0,7,Andrew,Thomas,ThomasAndrew_20964,2770.0,2768.0,10.0,31.0,12.0,Signed,Star,79.0,0.0,0.0,PHI,tier_4,8.424599831508003,PHI,2
1790,LG,Seuseu,Alofaituli,Seuseu Alofaituli,PHI,16,0,10,1170,False,16,12,0,7,Seuseu,Alofaituli,SeuseuAlofaituli_29211,1414.0,1412.0,1.0,23.0,12.0,Signed,Normal,77.0,0.0,0.0,PHI,tier_4,8.547008547008549,PHI,-4
1792,C,Cayden,Sweatt,Cayden Sweatt,PHI,16,0,7,1170,False,16,12,0,7,Cayden,Sweatt,CaydenSweatt_28213,1458.0,1456.0,2.0,24.0,12.0,Signed,Normal,75.0,0.0,0.0,PHI,tier_4,5.982905982905983,PHI,-1
1793,RG,Marcus,Henderson,Marcus Henderson,PHI,16,0,6,1248,False,16,12,0,7,Marcus,Henderson,,1088.0,1086.0,4.0,27.0,12.0,Signed,Superstar,90.0,0.0,0.0,PHI,tier_1,4.807692307692308,PHI,-7
1794,RT,Reuben,Fatheree II,Reuben Fatheree II,PHI,16,0,8,1170,False,16,12,0,7,Reuben,Fatheree II,,1142.0,1140.0,5.0,28.0,12.0,Signed,Normal,74.0,0.0,0.0,PHI,tier_5,6.837606837606837,PHI,3
1795,RG,Ajani,Cornelius,Ajani Cornelius,DET,14,0,0,995,False,14,18,0,7,Ajani,Cornelius,,1095.0,1093.0,5.0,28.0,18.0,Signed,Normal,85.0,0.0,0.0,DET,tier_2,0.0,DET,6
1796,RT,Walter,Rouse,Walter Rouse,DEN,16,4,11,1083,False,16,3,0,7,Walter,Rouse,RouseWalter_436,3376.0,3374.0,6.0,29.0,3.0,Signed,Superstar,82.0,0.0,0.0,DEN,tier_3,10.156971375807942,DEN,-5
1797,RT,Penei,Sewell,Penei Sewell,DET,16,0,7,1078,False,16,18,0,7,Penei,Sewell,SewellPenei_21540,2513.0,2511.0,9.0,29.0,18.0,Signed,Superstar,95.0,0.0,0.0,DET,tier_0,6.493506493506494,DET,-3
1799,LT,Ashton,Beers,Ashton Beers,HOU,5,0,3,444,False,15,31,0,7,Ashton,Beers,,254.0,252.0,3.0,25.0,31.0,Signed,Normal,66.0,0.0,0.0,HOU,tier_6,6.756756756756757,HOU,7
1800,LT,Tristan,Wirfs,Tristan Wirfs,HOU,11,3,3,651,False,11,31,0,7,Tristan,Wirfs,WirfsTristan_20971,3114.0,3112.0,10.0,31.0,31.0,Signed,Star,80.0,0.0,0.0,HOU,tier_3,4.608294930875576,HOU,8
1802,C,Pierre,Dean,Pierre Dean,HOU,16,3,5,1128,False,16,31,0,7,Pierre,Dean,PierreDean_29127,2059.0,2057.0,1.0,22.0,31.0,Signed,Superstar,89.0,0.0,0.0,HOU,tier_2,4.432624113475177,HOU,-1
1803,LT,Elijah,Paige,Elijah Paige,HOU,16,2,7,1047,False,16,31,0,7,Elijah,Paige,ElijahPaige_28438,1315.0,1313.0,2.0,25.0,31.0,Signed,Normal,76.0,0.0,0.0,HOU,tier_4,6.685768863419294,HOU,5
1804,RG,Lance,Heard,Lance Heard,HOU,16,0,2,1052,False,16,31,0,7,Lance,Heard,,1406.0,1404.0,4.0,26.0,31.0,Signed,Normal,83.0,0.0,0.0,HOU,tier_3,1.9011406844106464,HOU,1
1805,LG,Kenyon,Green,Kenyon Green,HOU,16,1,6,1052,False,16,31,0,7,Kenyon,Green,GreenKenyon_22341,1067.0,1065.0,8.0,29.0,31.0,Signed,Star,86.0,0.0,0.0,HOU,tier_2,5.7034220532319395,HOU,-3
1808,LT,Joe,Alt,Joe Alt,NYJ,16,0,21,1143,False,16,17,0,7,Joe,Alt,,3203.0,3201.0,6.0,27.0,17.0,Signed,Normal,74.0,0.0,0.0,NYJ,tier_5,18.37270341207349,NYJ,-6
1809,LG,Andrew,Vorhees,Andrew Vorhees,MIA,13,0,6,825,False,13,11,0,7,Andrew,Vorhees,VorheesAndrew_22854,2917.0,2915.0,7.0,31.0,11.0,Signed,Normal,80.0,0.0,0.0,MIA,tier_3,7.2727272727272725,MIA,-5
1811,LT,Nolan,Potter,Nolan Potter,MIA,16,0,6,1069,False,16,11,0,7,Nolan,Potter,PotterNolan_420,3360.0,3358.0,6.0,29.0,11.0,Signed,Star,91.0,0.0,0.0,MIA,tier_1,5.612722170252572,MIA,4
1812,RT,Andrew,Babalola,Andrew Babalola,MIA,16,0,11,1069,False,16,11,0,7,Andrew,Babalola,AndrewBabalola_2823,3418.0,3416.0,2.0,23.0,11.0,Signed,Normal,76.0,0.0,0.0,MIA,tier_4,10.28999064546305,MIA,-4
1814,C,Dominic,Rulli,Dominic Rulli,MIA,13,0,8,895,False,13,11,0,7,Dominic,Rulli,,1718.0,1716.0,3.0,26.0,11.0,Signed,Normal,75.0,0.0,0.0,MIA,tier_4,8.938547486033519,MIA,-4
1815,LG,Billy,Schrauth,Billy Schrauth,MIA,16,0,1,1074,False,16,11,0,7,Billy,Schrauth,,2384.0,2382.0,3.0,26.0,11.0,Signed,Normal,71.0,0.0,0.0,MIA,tier_5,0.931098696461825,MIA,12
1819,RG,Isendre,Ahfua,Isendre Ahfua,MIN,16,0,4,1091,False,16,30,0,7,Isendre,Ahfua,,3636.0,3634.0,2.0,24.0,30.0,Signed,Superstar,81.0,0.0,0.0,MIN,tier_3,3.6663611365719526,MIN,-2
1820,RT,Josh,Simmons,Josh Simmons,MIN,16,0,10,1044,False,16,30,0,7,Josh,Simmons,,919.0,917.0,5.0,28.0,30.0,Signed,Star,80.0,0.0,0.0,MIN,tier_3,9.578544061302681,MIN,-2
1822,LT,Christian,Darrisaw,Christian Darrisaw,MIN,14,0,9,916,False,14,30,0,7,Christian,Darrisaw,DarrisawChristian_21534,639.0,637.0,9.0,31.0,30.0,Signed,Star,79.0,0.0,0.0,MIN,tier_4,9.825327510917031,MIN,-1
1825,RG,Kenny,Flowers,Kenny Flowers,DEN,9,3,2,604,False,11,3,0,7,Kenny,Flowers,KennyFlowers_3071,3591.0,3589.0,0.0,22.0,3.0,Signed,Normal,69.0,0.0,0.0,DEN,tier_6,3.3112582781456954,DEN,1
1826,LG,Ed,Ingram,Ed Ingram,NE,16,6,8,1077,False,16,21,0,7,Ed,Ingram,IngramEd_22118,1371.0,1369.0,8.0,31.0,21.0,Signed,Normal,77.0,0.0,0.0,NE,tier_4,7.428040854224698,NE,-4
1829,RG,Austin,Corbett,Austin Corbett,TB,13,0,8,504,False,14,5,0,7,Austin,Corbett,CorbettAustin_13177,576.0,574.0,12.0,34.0,5.0,Signed,Star,70.0,0.0,0.0,TB,tier_5,15.873015873015872,TB,-6
1832,LG,Kelvin,Banks Jr,Kelvin Banks Jr,SEA,14,0,11,1057,False,14,27,0,7,Kelvin,Banks Jr,,427.0,425.0,5.0,26.0,27.0,Signed,Star,77.0,0.0,0.0,SEA,tier_4,10.406811731315043,SEA,-7
1833,RT,Cooper,Cousins,Cooper Cousins,SEA,8,0,11,689,False,16,27,0,7,Cooper,Cousins,CooperCousins_2855,745.0,743.0,2.0,24.0,27.0,Signed,Normal,69.0,0.0,0.0,SEA,tier_6,15.965166908563134,SEA,-5
1835,RG,Devin,Harper,Devin Harper,PIT,16,8,8,1005,False,16,28,0,7,Devin,Harper,DevinHarper_29330,1103.0,1101.0,1.0,23.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,7.960199004975124,PIT,-7
1837,RG,E.J.,Harris,E.J. Harris,SEA,16,0,1,1147,False,16,27,0,7,E.J.,Harris,HarrisEJ_419,1393.0,1391.0,3.0,26.0,27.0,Signed,Star,79.0,0.0,0.0,SEA,tier_4,0.8718395815170009,SEA,5
1838,RT,Walter,Samuel,Walter Samuel,PIT,11,5,7,670,False,11,28,0,7,Walter,Samuel,WalterSamuel_30130,455.0,453.0,0.0,23.0,28.0,Signed,Star,78.0,0.0,0.0,PIT,tier_4,10.447761194029852,PIT,-4
1839,LT,Charles,Cross,Charles Cross,SEA,14,0,8,1028,False,14,27,0,7,Charles,Cross,CrossCharles_22437,608.0,606.0,8.0,29.0,27.0,Signed,Star,83.0,0.0,0.0,SEA,tier_3,7.782101167315175,SEA,1
1841,LT,Elishah,Jackett,Elishah Jackett,NYG,10,0,7,704,False,15,15,0,7,Elishah,Jackett,ElishahJackett_28731,1884.0,1882.0,2.0,24.0,15.0,Signed,Normal,75.0,0.0,0.0,NYG,tier_4,9.943181818181818,NYG,-1
1844,C,Andrew,Page,Andrew Page,CLE,13,9,2,921,False,13,4,0,7,Andrew,Page,AndrewPage_2831,1234.0,1232.0,2.0,24.0,4.0,Signed,Superstar,90.0,0.0,0.0,CLE,tier_1,2.1715526601520088,CLE,1
1845,RT,Andrew,Sprague,Andrew Sprague,CLE,9,2,4,636,False,15,4,0,7,Andrew,Sprague,AndrewSprague_28125,3081.0,3079.0,2.0,24.0,4.0,Signed,Normal,72.0,0.0,0.0,CLE,tier_5,6.289308176100629,CLE,3
1847,LG,Tyler,Smith,Tyler Smith,CLE,14,4,2,968,False,14,4,0,7,Tyler,Smith,SmithTyler_22445,2617.0,2615.0,8.0,29.0,4.0,Signed,Superstar,84.0,0.0,0.0,CLE,tier_3,2.066115702479339,CLE,4
1848,RG,DJ,Campbell,DJ Campbell,CLE,16,6,5,1076,False,16,4,0,7,DJ,Campbell,,95.0,93.0,4.0,27.0,4.0,Signed,Normal,82.0,0.0,0.0,CLE,tier_3,4.646840148698885,CLE,-5
1851,C,Tyler,Holliday,Tyler Holliday,LAR,6,0,0,531,False,16,23,0,7,Tyler,Holliday,TylerHolliday_3038,3101.0,3099.0,0.0,22.0,23.0,Signed,Star,75.0,0.0,0.0,LAR,tier_4,0.0,LAR,10
1852,LG,Elgton,Jenkins,Elgton Jenkins,LAR,16,0,3,1242,False,16,23,0,7,Elgton,Jenkins,JenkinsElgton_20376,1437.0,1435.0,11.0,34.0,23.0,Signed,Star,79.0,0.0,0.0,LAR,tier_4,2.4154589371980677,LAR,5
1854,LG,Owen,Hollenbeck,Owen Hollenbeck,PIT,16,9,5,1066,False,16,28,0,7,Owen,Hollenbeck,OwenHollenbeck_29319,3533.0,3531.0,1.0,23.0,28.0,Signed,Star,76.0,0.0,0.0,PIT,tier_4,4.690431519699813,PIT,-1
1855,C,Jager,Burton,Jager Burton,LAR,10,0,4,640,False,10,23,0,7,Jager,Burton,JagerBurton_4836,710.0,708.0,5.0,27.0,23.0,Signed,Normal,77.0,0.0,0.0,LAR,tier_4,6.25,LAR,-1
1856,RT,Immanuel,Iheanacho,Immanuel Iheanacho,LAR,15,0,8,1065,False,15,23,0,7,Immanuel,Iheanacho,ImmanuelIheanacho_29113,2082.0,2080.0,1.0,22.0,23.0,Signed,Normal,76.0,0.0,0.0,LAR,tier_4,7.511737089201878,LAR,2
1857,RG,Chase,Bisontis,Chase Bisontis,LAR,14,0,2,1010,False,14,23,0,7,Chase,Bisontis,,325.0,323.0,3.0,26.0,23.0,Signed,Normal,84.0,0.0,0.0,LAR,tier_3,1.9801980198019802,LAR,1
1873,C,Jake,Renfro,Jake Renfro,LV,16,4,4,1008,False,16,22,0,7,Jake,Renfro,,773.0,771.0,5.0,28.0,22.0,Signed,Normal,73.0,0.0,0.0,LV,tier_5,3.968253968253968,LV,3
1880,C,Emmett,Charles,Emmett Charles,IND,14,0,4,928,False,14,9,0,7,Emmett,Charles,EmmettCharles_3027,222.0,220.0,0.0,23.0,9.0,Signed,Normal,74.0,0.0,0.0,IND,tier_5,4.310344827586206,IND,3
1881,RG,Kevin,Dotson,Kevin Dotson,LV,14,5,5,1003,False,14,22,0,7,Kevin,Dotson,DotsonKevin_21196,734.0,732.0,10.0,33.0,22.0,Signed,Star,83.0,0.0,0.0,LV,tier_3,4.985044865403789,LV,-5
1885,LT,Sione,Auva'a,Sione Auva'a,LAR,16,0,11,1195,False,16,23,0,7,Sione,Auva'a,SioneAuva'a_3018,1873.0,1871.0,0.0,21.0,23.0,Signed,Normal,75.0,0.0,0.0,LAR,tier_4,9.205020920502092,LAR,-1
1887,LT,Jarvis,Lockwood,Jarvis Lockwood,BAL,8,0,9,628,False,15,24,0,7,Jarvis,Lockwood,JarvisLockwood_3035,1982.0,1980.0,0.0,23.0,24.0,Signed,Normal,69.0,0.0,0.0,BAL,tier_6,14.331210191082803,BAL,-2
1891,RT,Caleb,Siech,Caleb Siech,LV,14,1,7,878,False,14,22,0,7,Caleb,Siech,,481.0,479.0,4.0,27.0,22.0,Signed,Normal,80.0,0.0,0.0,LV,tier_3,7.972665148063782,LV,1
