Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,MLBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
725,FS,Darrelle,Williams,Darrelle Williams,CLE,True,0,22,475,0,11,13,17,1,20,5,22,0,1,0,0,1,0,4,0,0,0,0,12,2,Darrelle,Williams,767.0,765.0,4.0,4.0,Signed,73.0,0.0,0.0,CLE,tier_5,0.0,0.0,2.1052631578947367,2.1052631578947367,2.1052631578947367,58.94736842105263,2.1052631578947367,1.0526315789473684,0.3333333333333333,CLE,-1
755,CB,Leon,Montgomery,Leon Montgomery,NYJ,True,0,0,657,0,17,20,28,0,20,17,0,0,0,0,0,2,0,17,0,0,0,0,15,0,Leon,Montgomery,1642.0,1640.0,2.0,17.0,Signed,73.0,0.0,0.0,NYJ,tier_5,0.0,0.0,0.0,3.0441400304414,3.0441400304414,68.4931506849315,3.0441400304414,2.5875190258751903,1.0,NYJ,-3
767,LOLB,Jaren,Howard,Jaren Howard,DEN,True,37,0,1139,2,15,26,31,0,20,4,0,0,0,0,0,0,1,3,11,2,5,1,16,4,Jaren,Howard,1831.0,1829.0,0.0,3.0,Signed,77.0,0.0,0.0,DEN,tier_4,17.339771729587355,19.534679543459177,5.267778753292362,16.24231782265145,14.04741000877963,40.38630377524144,0.0,0.35118525021949076,0.25,DEN,5
769,SS,DeMarcus,Herrick,DeMarcus Herrick,CLE,True,0,0,506,0,7,12,21,0,20,10,0,0,0,0,0,1,0,4,0,0,0,0,16,3,DeMarcus,Herrick,3753.0,3751.0,0.0,4.0,Signed,70.0,0.0,0.0,CLE,tier_5,0.0,0.0,0.0,1.976284584980237,1.976284584980237,55.33596837944664,1.976284584980237,1.9762845849802373,0.5625,CLE,-6
778,SS,Akeem,Golston,Akeem Golston,NYG,True,0,22,1080,0,36,32,48,1,20,23,22,0,1,0,0,10,0,15,0,0,0,0,16,16,Akeem,Golston,3202.0,3200.0,6.0,15.0,Signed,81.0,0.0,0.0,NYG,tier_3,0.0,0.0,0.9259259259259259,9.25925925925926,9.25925925925926,77.77777777777779,9.25925925925926,2.1296296296296298,0.8125,NYG,-2
790,MLB,Luke,Widener,Luke Widener,CAR,True,0,0,427,0,9,6,10,0,20,6,0,0,0,0,0,2,0,20,0,0,0,0,16,1,Luke,Widener,2429.0,2427.0,1.0,20.0,Signed,67.0,0.0,0.0,CAR,tier_6,0.0,0.0,0.0,4.68384074941452,4.68384074941452,44.49648711943794,4.68384074941452,1.405152224824356,0.25,CAR,-4
792,CB,Max,Kemp,Max Kemp,NO,True,0,0,1039,0,16,36,51,0,20,35,0,0,0,0,0,12,0,26,0,0,0,0,16,8,Max,Kemp,451.0,449.0,7.0,26.0,Signed,78.0,0.0,0.0,NO,tier_4,0.0,0.0,0.0,11.549566891241577,11.549566891241577,64.48508180943215,11.549566891241577,3.368623676612127,1.4375,NO,-1
793,RE,Bakari,Cox Jr,Bakari Cox Jr,SF,True,0,0,525,0,17,18,18,0,20,0,0,0,0,0,0,0,0,14,4,0,6,0,15,13,Bakari,Cox Jr,1623.0,1621.0,5.0,14.0,Signed,91.0,0.0,0.0,SF,tier_1,27.61904761904762,33.333333333333336,0.0,24.761904761904763,19.04761904761905,66.66666666666667,0.0,0.0,0.0,SF,-6
802,FS,Akayleb,Richardson,Akayleb Richardson,ARI,True,0,0,775,0,26,18,24,0,20,12,0,0,0,0,0,6,0,6,0,0,0,0,12,12,Akayleb,Richardson,961.0,959.0,2.0,6.0,Signed,81.0,0.0,0.0,ARI,tier_3,0.0,0.0,0.0,7.741935483870968,7.741935483870968,64.51612903225806,7.741935483870968,1.5483870967741935,0.5,ARI,-2
804,CB,Matthias,Reece,Matthias Reece,DEN,True,0,84,1042,0,23,54,66,0,20,53,33,0,4,0,0,9,0,3,0,0,0,0,16,16,Matthias,Reece,1905.0,1903.0,5.0,3.0,Signed,86.0,0.0,0.0,DEN,tier_2,0.0,0.0,3.838771593090211,8.637236084452976,8.637236084452976,85.4126679462572,8.637236084452976,5.08637236084453,2.75,DEN,-6
821,SS,L'Roy,Hardy,L'Roy Hardy,LAR,True,0,23,1081,0,27,27,40,1,20,24,17,0,2,0,0,6,0,23,1,0,1,0,16,16,L'Roy,Hardy,3628.0,3626.0,1.0,23.0,Signed,75.0,0.0,0.0,LAR,tier_4,2.543940795559667,3.0064754856614244,1.8501387604070305,7.86308973172988,7.400555041628122,61.97964847363553,5.550416281221091,2.2201665124884364,1.125,LAR,-5
826,LOLB,Emmett,Bolden,Emmett Bolden,HOU,True,0,0,512,0,15,22,28,0,20,13,0,0,0,0,0,0,0,31,3,0,4,0,13,13,Emmett,Bolden,2624.0,2622.0,8.0,31.0,Signed,84.0,0.0,0.0,HOU,tier_3,19.53125,23.4375,0.0,17.578125,13.671875,83.984375,0.0,2.5390625,1.0,HOU,-1
830,ROLB,Danny,Garland,Danny Garland,BUF,True,0,0,345,0,3,5,8,0,20,1,0,0,0,0,0,0,0,2,0,2,0,0,14,2,Danny,Garland,1975.0,1973.0,2.0,2.0,Signed,70.0,0.0,0.0,BUF,tier_5,0.0,0.0,5.797101449275362,0.0,0.0,31.884057971014492,0.0,0.2898550724637681,0.07142857142857142,BUF,-3
832,FS,C.J.,Bowden,C.J. Bowden,LV,True,0,17,1170,0,24,26,47,0,20,25,17,0,1,0,0,4,0,22,1,0,0,0,15,15,C.J.,Bowden,889.0,887.0,0.0,22.0,Signed,70.0,0.0,0.0,LV,tier_5,0.8547008547008547,0.8547008547008547,0.8547008547008547,4.273504273504274,4.273504273504274,60.68376068376068,3.4188034188034186,2.1367521367521367,1.4,LV,-2
834,DT,Louis,Arnold,Louis Arnold,DAL,True,9,0,489,1,12,18,21,1,20,0,0,0,0,0,0,0,0,10,5,1,5,0,11,11,Louis,Arnold,345.0,343.0,3.0,10.0,Signed,72.0,0.0,0.0,DAL,tier_5,28.118609406952963,33.23108384458077,4.08997955010225,25.562372188139058,20.449897750511248,67.48466257668711,0.0,0.0,0.0,DAL,3
836,MLB,Ethan,Schulz,Ethan Schulz,CIN,True,31,0,943,2,27,59,78,1,20,42,0,0,0,0,0,3,0,1,0,2,1,1,16,16,Ethan,Schulz,314.0,312.0,3.0,1.0,Signed,81.0,0.0,0.0,CIN,tier_3,1.855779427359491,2.3860021208907742,5.302226935312832,4.7720042417815485,4.241781548250265,111.34676564156946,3.181336161187699,4.453870625662779,2.4375,CIN,0
839,RE,A'Shawn,Williams,A'Shawn Williams,CAR,True,15,0,515,1,14,13,24,0,20,0,0,0,0,0,0,0,0,20,10,1,8,0,14,0,A'Shawn,Williams,3355.0,3353.0,2.0,20.0,Signed,68.0,0.0,0.0,CAR,tier_6,46.601941747572816,54.36893203883495,3.883495145631068,42.71844660194175,34.95145631067961,73.7864077669903,0.0,0.0,0.0,CAR,10
840,RE,Levi,McCain,Levi McCain,PHI,True,15,0,343,1,6,0,4,0,20,0,0,0,0,0,0,0,0,12,2,1,2,0,14,13,Levi,McCain,568.0,566.0,1.0,12.0,Signed,70.0,0.0,0.0,PHI,tier_5,16.034985422740526,18.950437317784257,5.830903790087463,14.577259475218659,11.661807580174926,29.154518950437318,0.0,0.0,0.0,PHI,-3
853,ROLB,Aamaal,Ahmed-Hakim,Aamaal Ahmed-Hakim,CIN,True,117,0,1055,4,27,51,55,1,20,13,0,0,0,0,0,2,0,1,8,4,5,1,15,15,Aamaal,Ahmed-Hakim,985.0,983.0,7.0,1.0,Signed,88.0,0.0,0.0,CIN,tier_2,15.876777251184835,18.246445497630333,8.530805687203792,16.587677725118485,14.218009478672984,77.72511848341232,1.8957345971563981,1.2322274881516588,0.7333333333333333,CIN,3
856,CB,Jarren,Carroll,Jarren Carroll,TB,True,0,0,714,0,10,13,24,0,20,12,0,0,0,0,0,3,0,5,0,0,0,0,16,0,Jarren,Carroll,563.0,561.0,0.0,5.0,Signed,67.0,0.0,0.0,TB,tier_6,0.0,0.0,0.0,4.201680672268908,4.201680672268908,47.61904761904761,4.201680672268908,1.680672268907563,0.5625,TB,-1
858,SS,Justin,Parsons,Justin Parsons,TEN,True,40,26,1139,1,28,32,50,1,20,30,19,0,2,1,0,15,0,29,0,1,0,0,16,16,Justin,Parsons,3488.0,3486.0,4.0,29.0,Signed,72.0,0.0,0.0,TEN,tier_5,0.0,0.0,4.389815627743635,13.169446883230904,13.169446883230904,68.4811237928007,13.169446883230904,2.633889376646181,0.9375,TEN,4
863,CB,Paul,Barrett,Paul Barrett,PIT,True,0,53,1053,0,24,47,57,1,20,41,34,0,3,0,0,15,0,28,0,0,0,0,16,16,Paul,Barrett,3228.0,3226.0,7.0,28.0,Signed,85.0,0.0,0.0,PIT,tier_2,0.0,0.0,2.849002849002849,14.245014245014245,14.245014245014245,76.92307692307693,14.245014245014245,3.89363722697056,1.625,PIT,1
875,CB,LaMichael,Dorsey,LaMichael Dorsey,MIA,True,0,19,646,0,18,25,28,0,20,29,17,0,2,0,0,7,0,11,0,0,0,0,11,11,LaMichael,Dorsey,2320.0,2318.0,4.0,11.0,Signed,81.0,0.0,0.0,MIA,tier_3,0.0,0.0,3.0959752321981426,10.8359133126935,10.8359133126935,71.20743034055728,10.8359133126935,4.489164086687306,2.0,MIA,-4
884,DT,John,Tarpley,John Tarpley,MIN,True,0,0,956,0,23,25,38,0,20,1,0,1,0,0,0,0,0,30,13,0,3,0,16,11,John,Tarpley,1452.0,1450.0,0.0,30.0,Signed,76.0,0.0,0.0,MIN,tier_4,19.089958158995817,20.65899581589958,1.0460251046025104,18.305439330543933,16.736401673640167,63.80753138075314,0.0,0.10460251046025104,0.0625,MIN,-4
887,CB,Nathan,Johnson,Nathan Johnson,LAC,True,0,30,909,0,21,45,61,0,20,31,21,0,2,0,0,6,0,7,0,1,2,0,14,14,Nathan,Johnson,3371.0,3369.0,4.0,7.0,Signed,78.0,0.0,0.0,LAC,tier_4,3.8503850385038505,4.9504950495049505,3.3003300330033003,9.900990099009901,8.8008800880088,90.2090209020902,6.600660066006601,3.4103410341034106,1.7857142857142858,LAC,0
909,LOLB,Nathan,McGarigle,Nathan McGarigle,WAS,True,0,0,416,0,9,9,18,0,20,9,0,0,0,0,0,0,0,25,0,0,0,0,16,2,Nathan,McGarigle,834.0,832.0,6.0,25.0,Signed,64.0,0.0,0.0,WAS,tier_6,0.0,0.0,0.0,0.0,0.0,64.90384615384616,0.0,2.1634615384615383,0.5625,WAS,-2
910,CB,Bobby,Newkirk,Bobby Newkirk,TEN,True,0,6,874,0,17,29,36,0,20,29,6,0,2,1,0,9,0,29,0,0,0,0,13,1,Bobby,Newkirk,3086.0,3084.0,3.0,29.0,Signed,76.0,0.0,0.0,TEN,tier_4,0.0,0.0,3.432494279176201,10.297482837528603,10.297482837528603,60.640732265446225,10.297482837528603,3.318077803203661,1.5384615384615385,TEN,1
914,SS,Ziggy,Cutler,Ziggy Cutler,SF,True,69,45,1081,2,33,29,46,0,20,20,20,0,6,0,0,14,0,14,1,2,0,0,16,16,Ziggy,Cutler,1472.0,1470.0,2.0,14.0,Signed,75.0,0.0,0.0,SF,tier_4,0.9250693802035153,0.9250693802035153,9.250693802035153,13.876040703052729,13.876040703052729,73.0804810360777,12.950971322849213,1.8501387604070305,0.375,SF,8
917,MLB,Zhaire,Wheeler,Zhaire Wheeler,JAX,True,0,0,362,0,3,8,14,0,20,4,0,0,0,0,0,0,0,16,0,0,1,0,16,0,Zhaire,Wheeler,2151.0,2149.0,1.0,16.0,Signed,63.0,0.0,0.0,JAX,tier_6,4.834254143646409,6.2154696132596685,0.0,4.143646408839778,2.7624309392265194,46.96132596685083,0.0,1.1049723756906076,0.25,JAX,-2
925,RE,Josh,Dickerson,Josh Dickerson,TB,True,28,0,908,1,23,30,43,0,20,0,0,0,0,0,0,0,0,5,17,2,5,0,15,15,Josh,Dickerson,2266.0,2264.0,0.0,5.0,Signed,72.0,0.0,0.0,TB,tier_5,28.359030837004404,31.112334801762113,3.303964757709251,26.98237885462555,24.229074889867842,72.68722466960352,0.0,0.0,0.0,TB,2
937,CB,Jaden,Murray,Jaden Murray,PIT,True,32,88,1078,1,30,44,53,0,20,33,32,0,3,0,0,14,0,28,0,1,0,1,16,16,Jaden,Murray,512.0,510.0,1.0,28.0,Signed,84.0,0.0,0.0,PIT,tier_3,0.0,0.0,5.565862708719852,12.987012987012989,12.987012987012989,76.99443413729128,12.987012987012989,3.061224489795918,1.1875,PIT,2
943,LOLB,Dustin,Hankins,Dustin Hankins,MIN,True,0,0,839,0,18,24,39,0,20,23,0,0,0,0,0,0,0,30,3,0,1,0,16,16,Dustin,Hankins,3352.0,3350.0,4.0,30.0,Signed,76.0,0.0,0.0,MIN,tier_4,5.66150178784267,6.257449344457688,0.0,5.363528009535161,4.767580452920143,67.93802145411205,0.0,2.7413587604290823,1.4375,MIN,-4
946,CB,Josh,Broyles,Josh Broyles,TEN,True,0,6,1122,0,29,49,61,0,20,37,6,0,1,0,0,7,0,29,0,0,2,0,16,16,Josh,Broyles,639.0,637.0,6.0,29.0,Signed,81.0,0.0,0.0,TEN,tier_3,3.1194295900178255,4.010695187165775,0.8912655971479501,8.9126559714795,8.02139037433155,80.21390374331551,6.238859180035651,3.297682709447415,1.875,TEN,-3
950,MLB,Evan,Hughes,Evan Hughes,HOU,True,27,30,1139,2,23,68,96,0,20,50,30,0,1,0,0,0,0,31,2,3,2,1,16,0,Evan,Hughes,574.0,572.0,3.0,31.0,Signed,78.0,0.0,0.0,HOU,tier_4,4.8287971905179985,5.706760316066725,6.145741878841089,4.389815627743635,3.5118525021949076,104.4776119402985,0.0,4.389815627743634,3.125,HOU,3
952,DT,Dontae,Holloway,Dontae Holloway,PIT,True,0,0,704,0,19,23,22,1,20,0,0,0,0,0,0,1,0,28,9,0,6,0,12,7,Dontae,Holloway,981.0,979.0,4.0,28.0,Signed,89.0,0.0,0.0,PIT,tier_2,27.698863636363637,31.960227272727273,0.0,26.988636363636363,22.727272727272727,58.23863636363636,1.4204545454545454,0.0,-0.08333333333333333,PIT,-2
956,SS,Deontae,Ward,Deontae Ward,ARI,True,0,0,303,0,4,3,7,0,20,4,0,0,0,0,0,1,0,6,0,0,0,0,16,1,Deontae,Ward,1607.0,1605.0,2.0,6.0,Signed,69.0,0.0,0.0,ARI,tier_6,0.0,0.0,0.0,3.3003300330033003,3.3003300330033003,36.303630363036305,3.3003300330033003,1.3201320132013201,0.1875,ARI,-6
958,MLB,Stephon,Colbert,Stephon Colbert,ARI,True,0,0,1012,0,31,45,68,1,20,40,0,0,0,0,0,1,0,6,0,0,1,0,16,11,Stephon,Colbert,2126.0,2124.0,9.0,6.0,Signed,73.0,0.0,0.0,ARI,tier_5,1.7292490118577075,2.223320158102767,0.0,2.4703557312252964,1.976284584980237,97.82608695652175,0.9881422924901185,3.9525691699604746,2.4375,ARI,-3
967,CB,Jevan,Jones,Jevan Jones,GB,True,0,83,1067,0,23,27,34,1,20,23,20,0,7,0,0,8,0,19,0,0,0,0,16,16,Jevan,Jones,3007.0,3005.0,3.0,19.0,Signed,86.0,0.0,0.0,GB,tier_2,0.0,0.0,6.560449859418931,7.497656982193065,7.497656982193065,53.42080599812559,7.497656982193065,2.1555763823805063,0.9375,GB,1
971,MLB,Carson,Baker,Carson Baker,ATL,True,0,0,1064,0,34,68,83,0,20,57,0,0,0,0,0,4,0,13,2,0,2,0,16,16,Carson,Baker,3035.0,3033.0,7.0,13.0,Signed,82.0,0.0,0.0,ATL,tier_3,5.169172932330826,6.109022556390977,0.0,8.458646616541353,7.518796992481203,109.9624060150376,3.7593984962406015,5.357142857142857,3.3125,ATL,-2
973,LOLB,Matthew,Porter,Matthew Porter,GB,True,0,0,916,0,25,33,40,1,20,14,0,1,0,0,0,0,0,19,11,0,9,0,16,16,Matthew,Porter,3384.0,3382.0,3.0,19.0,Signed,76.0,0.0,0.0,GB,tier_4,29.20305676855895,34.11572052401747,1.0917030567685588,26.746724890829693,21.83406113537118,70.96069868995633,0.0,1.5283842794759825,0.875,GB,4
974,CB,Alonzo,Davidson,Alonzo Davidson,DET,True,0,53,1011,0,31,37,59,1,20,39,18,0,4,0,0,13,0,18,0,0,0,0,16,16,Alonzo,Davidson,939.0,937.0,3.0,18.0,Signed,76.0,0.0,0.0,DET,tier_4,0.0,0.0,3.956478733926805,12.858555885262117,12.858555885262117,89.02077151335313,12.858555885262117,3.857566765578635,1.625,DET,1
984,LE,Joe,Kelly,Joe Kelly,NO,True,0,0,832,0,22,31,36,1,20,1,0,0,0,0,0,2,0,26,16,0,8,0,13,13,Joe,Kelly,3459.0,3457.0,3.0,26.0,Signed,82.0,0.0,0.0,NO,tier_3,36.05769230769231,40.86538461538461,0.0,36.05769230769231,31.25,69.71153846153847,2.403846153846154,0.1201923076923077,-0.07692307692307693,NO,4
987,SS,Goon,Campbell,Goon Campbell,BUF,True,20,105,1027,1,28,39,49,0,20,28,27,0,5,0,0,5,0,2,1,1,0,0,15,15,Goon,Campbell,3414.0,3412.0,3.0,2.0,Signed,85.0,0.0,0.0,BUF,tier_2,0.9737098344693281,0.9737098344693281,6.815968841285297,5.8422590068159685,5.8422590068159685,74.97565725413827,4.868549172346641,2.726387536514119,1.5333333333333334,BUF,0
999,SS,Byron,Howard,Byron Howard,BAL,True,0,0,729,0,22,31,35,0,20,18,0,0,0,0,0,5,0,24,0,0,0,0,10,10,Byron,Howard,2913.0,2911.0,5.0,24.0,Signed,92.0,0.0,0.0,BAL,tier_1,0.0,0.0,0.0,6.858710562414266,6.858710562414266,78.18930041152264,6.858710562414266,2.4691358024691357,1.3,BAL,-5
1005,ROLB,Rodney,Morrison,Rodney Morrison,DEN,True,22,0,301,1,2,5,7,0,20,4,0,0,0,0,0,0,0,3,1,1,1,1,11,0,Rodney,Morrison,2254.0,2252.0,2.0,3.0,Signed,70.0,0.0,0.0,DEN,tier_5,9.136212624584719,10.79734219269103,9.966777408637872,8.305647840531561,6.644518272425249,29.900332225913623,0.0,1.3289036544850499,0.36363636363636365,DEN,5
1012,FS,Matthew,Roberson,Matthew Roberson,KC,True,0,69,1142,0,28,33,43,0,20,22,34,0,3,0,0,1,0,8,0,0,0,0,15,15,Matthew,Roberson,559.0,557.0,5.0,8.0,Signed,78.0,0.0,0.0,KC,tier_4,0.0,0.0,2.626970227670753,0.8756567425569177,0.8756567425569177,62.171628721541154,0.8756567425569177,1.926444833625219,1.4,KC,-5
1026,CB,Tyreke,Joyner-Offord,Tyreke Joyner-Offord,DAL,True,0,0,873,0,19,32,40,0,20,24,0,0,1,0,0,10,0,10,0,1,0,0,14,14,Tyreke,Joyner-Offord,2374.0,2372.0,4.0,10.0,Signed,83.0,0.0,0.0,DAL,tier_3,0.0,0.0,2.2909507445589923,11.454753722794958,11.454753722794958,67.58304696449026,11.454753722794958,2.7491408934707904,1.0,DAL,-1
1033,DT,Keenan,Miller,Keenan Miller,ATL,True,27,0,413,1,12,10,20,1,20,0,0,0,0,0,0,1,0,13,7,1,2,1,14,4,Keenan,Miller,2448.0,2446.0,0.0,13.0,Signed,66.0,0.0,0.0,ATL,tier_6,25.423728813559325,27.84503631961259,7.263922518159807,26.634382566585955,24.213075060532688,77.4818401937046,2.4213075060532687,0.0,-0.07142857142857142,ATL,8
1038,MLB,Danny,Allen,Danny Allen,CIN,True,24,23,1251,1,43,65,100,1,20,71,23,0,1,0,0,3,0,1,0,2,4,0,16,0,Danny,Allen,1923.0,1921.0,4.0,1.0,Signed,77.0,0.0,0.0,CIN,tier_4,5.595523581135092,7.194244604316547,3.1974420463629096,7.194244604316547,5.595523581135092,114.30855315747402,2.398081534772182,5.675459632294165,4.25,CIN,2
1063,FS,Treylon,Mincey,Treylon Mincey,LAR,True,0,88,1083,0,25,51,64,1,20,27,25,0,5,1,0,8,0,23,0,0,0,0,15,15,Treylon,Mincey,338.0,336.0,7.0,23.0,Signed,94.0,0.0,0.0,LAR,tier_1,0.0,0.0,5.54016620498615,7.386888273314866,7.386888273314866,82.17913204062789,7.386888273314866,2.4930747922437675,1.2666666666666666,LAR,4
1070,CB,Jelani,Downing,Jelani Downing,MIN,True,0,61,984,0,20,34,41,0,20,34,35,0,3,0,0,13,0,30,0,0,0,0,16,16,Jelani,Downing,1835.0,1833.0,2.0,30.0,Signed,83.0,0.0,0.0,MIN,tier_3,0.0,0.0,3.048780487804878,13.21138211382114,13.21138211382114,61.99186991869919,13.21138211382114,3.4552845528455287,1.3125,MIN,1
1073,FS,Evan,Fowler,Evan Fowler,BUF,True,0,42,804,0,25,25,37,0,20,16,19,0,4,0,0,6,0,2,0,0,0,0,13,13,Evan,Fowler,1559.0,1557.0,5.0,2.0,Signed,70.0,0.0,0.0,BUF,tier_5,0.0,0.0,4.975124378109452,7.462686567164179,7.462686567164179,77.11442786069651,7.462686567164179,1.9900497512437811,0.7692307692307693,BUF,10
1074,LOLB,Aaron,Lauderdale,Aaron Lauderdale,CAR,True,0,0,477,0,9,14,20,0,20,14,0,0,0,0,0,0,0,20,1,1,0,0,14,7,Aaron,Lauderdale,70.0,68.0,3.0,20.0,Signed,70.0,0.0,0.0,CAR,tier_5,2.0964360587002098,2.0964360587002098,2.0964360587002098,2.0964360587002098,2.0964360587002098,60.79664570230608,0.0,2.9350104821802936,1.0,CAR,-3
1084,CB,Nick,Caldwell,Nick Caldwell,GB,True,0,0,377,0,4,17,22,1,20,7,0,0,0,0,0,1,0,19,1,0,0,0,16,0,Nick,Caldwell,3639.0,3637.0,3.0,19.0,Signed,67.0,0.0,0.0,GB,tier_6,2.6525198938992043,2.6525198938992043,0.0,5.305039787798409,5.305039787798409,68.9655172413793,2.6525198938992043,1.8567639257294428,0.375,GB,-2
1086,FS,Alex,Clay,Alex Clay,CIN,True,37,3,1084,1,27,24,35,0,20,16,3,0,1,0,0,5,0,1,1,1,0,1,15,15,Alex,Clay,1328.0,1326.0,7.0,1.0,Signed,78.0,0.0,0.0,CIN,tier_4,0.9225092250922509,0.9225092250922509,3.6900369003690034,5.535055350553505,5.535055350553505,57.19557195571956,4.612546125461255,1.4760147601476015,0.7333333333333333,CIN,1
1094,CB,Jermaine,Payne Jr,Jermaine Payne Jr,LAR,True,0,30,952,0,20,38,44,0,20,27,18,0,4,1,0,11,0,23,1,1,0,0,15,15,Jermaine,Payne Jr,1006.0,1004.0,4.0,23.0,Signed,99.0,0.0,0.0,LAR,tier_0,1.050420168067227,1.050420168067227,6.302521008403361,12.605042016806722,12.605042016806722,67.22689075630252,11.554621848739496,2.8361344537815127,1.0666666666666667,LAR,0
1097,ROLB,Ty,Carroll,Ty Carroll,MIN,True,0,0,404,0,7,15,19,1,20,6,0,0,0,0,0,0,0,30,1,0,0,0,16,9,Ty,Carroll,1886.0,1884.0,3.0,30.0,Signed,70.0,0.0,0.0,MIN,tier_5,2.4752475247524752,2.4752475247524752,0.0,2.4752475247524752,2.4752475247524752,64.35643564356435,0.0,1.4851485148514851,0.375,MIN,-6
1099,CB,DaShaun,Goings,DaShaun Goings,WAS,True,54,19,960,1,24,39,55,0,20,35,12,0,2,0,0,12,0,25,1,2,1,0,16,16,DaShaun,Goings,2089.0,2087.0,1.0,25.0,Signed,82.0,0.0,0.0,WAS,tier_3,2.864583333333333,3.385416666666667,5.208333333333333,15.104166666666666,14.583333333333334,82.29166666666667,12.5,3.6458333333333335,1.4375,WAS,2
1107,SS,Marshall,Gaddis,Marshall Gaddis,NE,True,0,26,1154,0,49,53,65,0,20,39,26,0,2,0,0,9,0,21,0,0,0,0,16,16,Marshall,Gaddis,2960.0,2958.0,4.0,21.0,Signed,79.0,0.0,0.0,NE,tier_4,0.0,0.0,1.7331022530329288,7.79896013864818,7.79896013864818,98.78682842287695,7.79896013864818,3.3795493934142113,1.875,NE,1
1116,CB,Jay,Muldrow,Jay Muldrow,DEN,True,0,16,520,0,14,13,20,0,20,12,16,0,1,0,0,4,0,3,0,0,0,0,16,0,Jay,Muldrow,1134.0,1132.0,2.0,3.0,Signed,68.0,0.0,0.0,DEN,tier_6,0.0,0.0,1.9230769230769231,7.6923076923076925,7.6923076923076925,65.38461538461539,7.6923076923076925,2.307692307692308,0.5,DEN,1
1117,LOLB,Chris,Pope,Chris Pope,JAX,True,1,0,539,1,7,10,22,1,20,13,0,0,0,0,0,0,0,16,2,1,3,0,15,8,Chris,Pope,3085.0,3083.0,2.0,16.0,Signed,57.0,0.0,0.0,JAX,tier_6,13.450834879406308,16.233766233766232,3.7105751391465676,12.059369202226346,9.27643784786642,53.80333951762523,0.0,2.411873840445269,0.8666666666666667,JAX,5
1122,LE,Thad,Saxton,Thad Saxton,MIN,True,0,0,478,0,6,10,17,1,20,0,0,2,0,0,0,1,0,30,9,0,1,0,16,5,Thad,Saxton,190.0,188.0,1.0,30.0,Signed,68.0,0.0,0.0,MIN,tier_6,22.489539748953973,23.535564853556483,4.184100418410042,24.05857740585774,23.01255230125523,48.11715481171548,2.092050209205021,0.0,-0.0625,MIN,0
1125,DT,J'Marcus,Edwards,J'Marcus Edwards,TEN,True,0,0,530,0,15,18,24,1,20,0,0,0,0,0,0,0,0,29,11,0,0,0,10,0,J'Marcus,Edwards,1167.0,1165.0,9.0,29.0,Signed,76.0,0.0,0.0,TEN,tier_4,20.754716981132074,20.754716981132074,0.0,20.754716981132074,20.754716981132074,73.58490566037736,0.0,0.0,0.0,TEN,-4
1141,CB,Antwan,Monroe,Antwan Monroe,LV,True,0,80,1146,0,32,33,42,0,20,22,29,0,4,2,0,6,0,22,0,0,0,0,16,16,Antwan,Monroe,862.0,860.0,4.0,22.0,Signed,79.0,0.0,0.0,LV,tier_4,0.0,0.0,5.235602094240838,5.235602094240838,5.235602094240838,64.57242582897032,5.235602094240838,1.9197207678883073,1.0,LV,1
1142,CB,Ijalana,Wilcox,Ijalana Wilcox,CLE,True,0,15,773,0,20,28,37,0,20,19,15,0,1,0,0,5,0,4,0,0,0,0,16,0,Ijalana,Wilcox,3047.0,3045.0,0.0,4.0,Signed,71.0,0.0,0.0,CLE,tier_5,0.0,0.0,1.29366106080207,6.468305304010349,6.468305304010349,73.73868046571798,6.468305304010349,2.457956015523933,0.875,CLE,-1
1162,DT,William,Childress,William Childress,LAR,True,43,0,594,2,10,13,17,1,20,1,0,0,0,0,0,0,0,23,1,2,3,1,10,10,William,Childress,3381.0,3379.0,7.0,23.0,Signed,77.0,0.0,0.0,LAR,tier_4,10.521885521885523,13.047138047138047,8.417508417508417,9.25925925925926,6.7340067340067336,45.45454545454545,0.0,0.16835016835016833,0.1,LAR,2
