Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
1908,LT,Dion,Dawkins,Dion Dawkins,CLE,15,0,13,1063,False,15,4,0,6,Dion,Dawkins,630.0,628.0,4.0,Signed,77.0,0.0,2.0,CLE,tier_4,12.229539040451552,CLE,-2
1909,C,Nick,Harris,Nick Harris,CLE,15,0,3,1103,False,15,4,0,6,Nick,Harris,1092.0,1090.0,4.0,Signed,70.0,1.0,0.0,CLE,tier_5,2.7198549410698094,CLE,1
1910,LT,Joe,Alt,Joe Alt,LV,15,0,15,995,False,15,22,0,6,Joe,Alt,739.0,737.0,22.0,Signed,76.0,0.0,4.0,LV,tier_4,15.07537688442211,LV,-4
1911,C,Kimo,Makaneole,Kimo Makaneole,PIT,11,0,3,721,False,11,28,0,6,Kimo,Makaneole,3646.0,3644.0,28.0,Signed,63.0,0.0,2.0,PIT,tier_6,4.160887656033287,PIT,-2
1913,LG,Marquis,Hayes,Marquis Hayes,PIT,15,0,7,1053,False,15,28,0,6,Marquis,Hayes,3402.0,3400.0,28.0,Signed,75.0,0.0,2.0,PIT,tier_4,6.647673314339981,PIT,-2
1914,RG,Austin,Corbett,Austin Corbett,PIT,15,0,2,1034,False,15,28,0,6,Austin,Corbett,525.0,523.0,28.0,Signed,73.0,1.0,0.0,PIT,tier_5,1.9342359767891684,PIT,1
1916,LT,Greg,Little,Greg Little,PIT,15,0,8,1035,False,15,28,0,6,Greg,Little,1614.0,1612.0,28.0,Signed,82.0,4.0,0.0,PIT,tier_3,7.729468599033816,PIT,4
1921,RG,Braeden,Daniels,Braeden Daniels,CHI,15,0,3,1143,False,15,0,0,6,Braeden,Daniels,3294.0,3292.0,0.0,Signed,90.0,0.0,2.0,CHI,tier_1,2.6246719160104988,CHI,-2
1922,C,Neto,Umeozulu,Neto Umeozulu,GB,12,0,1,764,False,12,19,0,6,Neto,Umeozulu,2507.0,2505.0,19.0,Signed,74.0,4.0,0.0,GB,tier_5,1.3089005235602096,GB,4
1925,LG,Curtis,Dunlap Jr.,Curtis Dunlap Jr.,GB,15,0,7,1120,False,15,19,0,6,Curtis,Dunlap Jr.,3271.0,3269.0,19.0,Signed,88.0,0.0,1.0,GB,tier_2,6.25,GB,-1
1926,LT,Thayer,Munford,Thayer Munford,GB,12,0,16,821,False,15,19,0,6,Thayer,Munford,3345.0,3343.0,19.0,Signed,69.0,0.0,3.0,GB,tier_6,19.488428745432397,GB,-3
1928,LG,Drew,Kendall,Drew Kendall,GB,15,0,2,1019,False,15,19,0,6,Drew,Kendall,1671.0,1669.0,19.0,Signed,70.0,4.0,0.0,GB,tier_5,1.9627085377821392,GB,4
1932,LG,Keiondre,Jones,Keiondre Jones,KC,15,0,5,1025,False,15,8,0,6,Keiondre,Jones,2121.0,2119.0,8.0,Signed,69.0,0.0,0.0,KC,tier_6,4.878048780487805,KC,0
1940,LG,Aaryn,Parks,Aaryn Parks,ATL,15,0,5,997,False,15,13,0,6,Aaryn,Parks,253.0,251.0,13.0,Signed,85.0,0.0,1.0,ATL,tier_2,5.015045135406218,ATL,-1
1946,RG,Donovan,Jackson,Donovan Jackson,NE,15,0,9,1147,False,15,21,0,6,Donovan,Jackson,2372.0,2370.0,21.0,Signed,78.0,0.0,7.0,NE,tier_4,7.846556233653008,NE,-7
1947,LG,Mike,Onwenu,Mike Onwenu,NE,15,0,3,1081,False,15,21,0,6,Mike,Onwenu,2007.0,2005.0,21.0,Signed,77.0,0.0,0.0,NE,tier_4,2.7752081406105455,NE,0
1949,LG,Sheridan,Wilson,Sheridan Wilson,CHI,15,0,6,1061,False,15,0,0,6,Sheridan,Wilson,920.0,918.0,0.0,Signed,69.0,0.0,0.0,CHI,tier_6,5.655042412818096,CHI,0
1951,C,Harris,Sewell,Harris Sewell,CHI,15,0,4,1011,False,15,0,0,6,Harris,Sewell,1818.0,1816.0,0.0,Signed,73.0,0.0,1.0,CHI,tier_5,3.956478733926805,CHI,-1
1952,LT,Sean,Rhyan,Sean Rhyan,CHI,15,0,16,1029,False,15,0,0,6,Sean,Rhyan,3285.0,3283.0,0.0,Signed,73.0,0.0,4.0,CHI,tier_5,15.549076773566568,CHI,-4
1956,RT,Victor,Stoffel,Victor Stoffel,CHI,15,0,14,1063,False,15,0,0,6,Victor,Stoffel,3740.0,3738.0,0.0,Signed,71.0,0.0,4.0,CHI,tier_5,13.17027281279398,CHI,-4
1957,LG,Isendre,Ahfua,Isendre Ahfua,WAS,15,0,7,988,False,15,25,0,6,Isendre,Ahfua,2856.0,2854.0,25.0,Signed,78.0,0.0,2.0,WAS,tier_4,7.08502024291498,WAS,-2
1963,RT,Landon,Tengwall,Landon Tengwall,PHI,13,0,4,783,False,13,12,0,6,Landon,Tengwall,2663.0,2661.0,12.0,Signed,67.0,4.0,0.0,PHI,tier_6,5.108556832694764,PHI,4
