Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
475,WR,Khalil,Shakir,Khalil Shakir,BAL,4,0,0,0,735,26,957,240,True,0,1,0,0,54,0,0,6,4,0,0,0,0,0,0,4,15,15,0,24,0,Khalil,Shakir,3556.0,3554.0,24.0,Signed,77.0,0.0,1.0,BAL,tier_4,772.2048066875653,0.26666666666666666,4.179728317659353,BAL,-3.0
491,TE,Michael,Trigg,Michael Trigg,BAL,0,0,0,0,34,8,437,23,True,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,12,3,0,24,0,Michael,Trigg,1626.0,1624.0,24.0,Signed,67.0,0.0,0.0,BAL,tier_6,77.80320366132723,0.0,0.0,BAL,-2.0
495,WR,Talyn,Shettron,Talyn Shettron,BAL,4,0,5,0,633,45,682,259,True,0,1,0,0,51,0,0,6,4,0,0,0,0,0,0,5,15,11,0,24,0,Talyn,Shettron,1425.0,1423.0,24.0,Signed,70.0,4.0,0.0,BAL,tier_5,934.0175953079179,0.3333333333333333,7.331378299120235,BAL,3.0
505,QB,Malachi,Nelson,Malachi Nelson,SEA,273,3814,0,55,0,0,952,0,True,303,69,505,9,0,0,1,6,58,82,1,0,0,43,33,0,15,15,2,27,1,Malachi,Nelson,3587.0,3585.0,27.0,Signed,84.0,6.0,0.0,SEA,tier_3,286.7647058823529,0.06666666666666667,1.050420168067227,,
514,TE,Mark,Andrews,Mark Andrews,BAL,0,0,1,0,730,24,1127,365,True,0,0,0,0,67,0,0,6,0,0,4,0,0,0,0,4,15,15,0,24,0,Mark,Andrews,75.0,73.0,24.0,Signed,81.0,0.0,1.0,BAL,tier_3,647.73735581189,0.26666666666666666,3.5492457852706303,BAL,1.0
518,QB,Lamar,Jackson,Lamar Jackson,BAL,384,3475,0,55,0,0,960,0,True,298,92,475,13,0,0,1,6,59,45,2,0,0,25,20,0,15,15,6,24,3,Lamar,Jackson,1312.0,1310.0,24.0,Signed,87.0,0.0,0.0,BAL,tier_2,400.0,0.2,3.125,,
529,TE,Elijah,Arroyo,Elijah Arroyo,DEN,4,0,0,0,101,17,605,52,True,0,1,0,0,12,0,0,6,4,0,2,0,0,0,0,0,15,4,0,3,0,Elijah,Arroyo,489.0,487.0,3.0,Signed,62.0,0.0,0.0,DEN,tier_6,173.55371900826447,0.0,0.0,DEN,0.0
533,QB,Brady,Allen,Brady Allen,ARI,158,3194,0,12,0,0,846,0,True,267,45,457,15,0,0,0,6,12,27,2,0,0,47,17,0,13,13,6,6,3,Brady,Allen,1380.0,1378.0,6.0,Signed,71.0,3.0,0.0,ARI,tier_5,186.7612293144208,0.23076923076923078,3.5460992907801416,,
538,WR,Gabriel,Davis,Gabriel Davis,DEN,4,0,1,0,747,28,885,309,True,0,1,0,0,61,0,0,6,4,0,0,0,0,0,0,7,15,15,0,3,0,Gabriel,Davis,606.0,604.0,3.0,Signed,74.0,4.0,0.0,DEN,tier_5,848.5875706214689,0.4666666666666667,7.909604519774011,DEN,3.0
539,HB,Elijah,Collins,Elijah Collins,NYJ,268,0,0,59,192,20,411,127,True,0,78,0,0,24,0,1,6,55,0,2,0,0,0,0,1,15,4,0,17,3,Elijah,Collins,2879.0,2877.0,17.0,Signed,73.0,2.0,0.0,NYJ,tier_5,1119.221411192214,0.26666666666666666,9.732360097323602,NYJ,2.0
540,QB,Matt,Corral,Matt Corral,NYJ,575,3671,0,352,0,0,1000,0,True,330,76,516,16,0,0,7,6,66,28,14,0,0,35,24,0,15,15,6,17,9,Matt,Corral,2815.0,2813.0,17.0,Signed,78.0,1.0,0.0,NYJ,tier_4,575.0,0.6,9.0,,
548,WR,Elijah,Moore,Elijah Moore,NYJ,0,0,0,0,806,28,844,317,True,0,2,0,0,65,0,0,6,3,0,0,0,0,0,0,4,13,13,0,17,0,Elijah,Moore,1856.0,1854.0,17.0,Signed,88.0,0.0,0.0,NYJ,tier_2,954.9763033175356,0.3076923076923077,4.739336492890995,NYJ,-3.0
549,QB,Sam,Huard,Sam Huard,NO,131,3191,0,41,0,0,747,0,True,260,30,393,13,0,0,1,6,45,54,1,0,0,24,23,0,15,12,2,26,2,Sam,Huard,402.0,400.0,26.0,Signed,73.0,0.0,0.0,NO,tier_5,175.3681392235609,0.13333333333333333,2.677376171352075,,
553,FB,Jay,Symonds,Jay Symonds,NO,15,0,0,2,0,0,275,0,True,0,9,0,0,0,0,0,6,4,0,0,0,0,0,0,0,15,4,0,26,0,Jay,Symonds,1412.0,1410.0,26.0,Signed,86.0,0.0,0.0,NO,tier_2,54.54545454545454,0.0,0.0,,
556,TE,Dawson,Knox,Dawson Knox,NO,0,0,0,0,700,25,1070,313,True,0,0,0,0,63,0,0,6,0,0,1,0,0,0,0,3,15,15,0,26,0,Dawson,Knox,1516.0,1514.0,26.0,Signed,82.0,0.0,1.0,NO,tier_3,654.2056074766355,0.2,2.803738317757009,NO,0.0
559,HB,Javin,Simpkin,Javin Simpkin,PHI,373,0,5,162,203,30,429,140,True,0,70,0,0,26,0,2,6,66,0,10,0,0,0,0,0,15,15,1,12,4,Javin,Simpkin,566.0,564.0,12.0,Signed,72.0,2.0,0.0,PHI,tier_5,1342.6573426573427,0.26666666666666666,9.324009324009324,PHI,2.0
563,WR,Ayden,Williams,Ayden Williams,NO,7,0,4,0,897,33,890,362,True,0,3,0,0,66,0,0,6,4,0,1,0,0,0,0,2,15,15,0,26,0,Ayden,Williams,1383.0,1381.0,26.0,Signed,81.0,0.0,4.0,NO,tier_3,1015.7303370786517,0.13333333333333333,2.247191011235955,NO,0.0
566,TE,Donovan,Green,Donovan Green,IND,0,0,0,0,62,9,510,42,True,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,2,15,4,0,9,0,Donovan,Green,1965.0,1963.0,9.0,Signed,71.0,0.0,2.0,IND,tier_5,121.56862745098039,0.13333333333333333,3.9215686274509802,IND,-2.0
568,HB,De'Andre,Bulley,De'Andre Bulley,IND,63,0,2,0,28,14,209,15,True,0,27,0,0,3,0,0,6,4,0,0,0,0,0,0,0,15,4,0,9,2,De'Andre,Bulley,1684.0,1682.0,9.0,Signed,75.0,0.0,3.0,IND,tier_4,435.4066985645933,0.13333333333333333,9.569377990430622,IND,-4.0
575,TE,Thomas,Fidone,Thomas Fidone,IND,0,0,5,0,774,29,1119,350,True,0,0,0,0,67,0,0,6,0,0,2,0,0,0,0,4,15,15,0,9,0,Thomas,Fidone,1962.0,1960.0,9.0,Signed,82.0,1.0,0.0,IND,tier_3,691.6890080428955,0.26666666666666666,3.5746201966041107,IND,1.0
577,WR,DeVonta,Smith,DeVonta Smith,IND,5,0,0,0,1114,27,960,380,True,0,3,0,0,83,0,0,6,4,0,0,0,0,0,0,4,15,15,0,9,0,DeVonta,Smith,2422.0,2420.0,9.0,Signed,91.0,0.0,0.0,IND,tier_1,1165.625,0.26666666666666666,4.166666666666667,IND,-2.0
583,WR,Romeo,Doubs,Romeo Doubs,IND,26,0,2,0,681,28,754,263,True,0,8,0,0,58,0,0,6,4,0,0,0,0,0,0,3,15,15,0,9,0,Romeo,Doubs,3336.0,3334.0,9.0,Signed,74.0,2.0,0.0,IND,tier_5,937.6657824933687,0.2,3.9787798408488064,IND,1.0
584,HB,Jonathan,Taylor,Jonathan Taylor,IND,940,0,1,295,273,30,857,239,True,0,245,0,0,36,0,5,6,76,0,15,0,0,0,0,1,15,15,2,9,6,Jonathan,Taylor,2572.0,2570.0,9.0,Signed,86.0,0.0,0.0,IND,tier_2,1415.402567094516,0.4666666666666667,8.168028004667445,IND,0.0
592,HB,Myles,Montgomery,Myles Montgomery,PHI,882,0,1,541,87,31,527,43,True,0,233,0,0,8,0,2,6,58,0,12,0,0,0,0,0,15,15,0,12,10,Myles,Montgomery,2319.0,2317.0,12.0,Signed,77.0,6.0,0.0,PHI,tier_4,1838.7096774193546,0.6666666666666666,18.975332068311193,PHI,5.0
595,TE,Colston,Loveland,Colston Loveland,LV,0,0,4,0,461,23,1104,226,True,0,0,0,0,45,0,0,6,0,0,1,0,0,0,0,2,15,15,0,22,0,Colston,Loveland,35.0,33.0,22.0,Signed,74.0,0.0,0.0,LV,tier_5,417.57246376811594,0.13333333333333333,1.8115942028985508,LV,0.0
606,WR,Jordan,Whittington,Jordan Whittington,LV,25,0,0,0,1120,79,968,395,True,0,7,0,0,78,0,0,6,4,0,0,0,0,0,0,8,15,15,0,22,0,Jordan,Whittington,2493.0,2491.0,22.0,Signed,80.0,6.0,0.0,LV,tier_3,1182.8512396694216,0.5333333333333333,8.264462809917356,LV,2.0
609,QB,Josh,Allen,Josh Allen,LV,290,4088,0,28,0,0,996,0,True,329,77,503,12,0,0,0,6,19,79,3,0,0,35,25,0,15,15,5,22,4,Josh,Allen,46.0,44.0,22.0,Signed,83.0,3.0,0.0,LV,tier_3,291.16465863453817,0.26666666666666666,4.016064257028112,,
617,TE,Brody,Foley,Brody Foley,PHI,0,0,0,0,47,25,248,21,True,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,15,15,0,12,0,Brody,Foley,2659.0,2657.0,12.0,Signed,61.0,0.0,0.0,PHI,tier_6,189.51612903225805,0.0,0.0,PHI,0.0
622,WR,Kevin,Coleman,Kevin Coleman,JAX,7,0,1,0,765,30,683,284,True,0,2,0,0,59,0,0,6,4,0,0,0,0,0,0,6,15,15,0,16,0,Kevin,Coleman,726.0,724.0,16.0,Signed,77.0,0.0,0.0,JAX,tier_4,1130.307467057101,0.4,8.784773060029282,JAX,2.0
625,TE,Josh,Whyle,Josh Whyle,JAX,0,0,1,0,418,21,953,198,True,0,0,0,0,44,0,0,6,0,0,0,0,0,0,0,4,15,15,0,16,0,Josh,Whyle,3258.0,3256.0,16.0,Signed,73.0,1.0,0.0,JAX,tier_5,438.61490031479536,0.26666666666666666,4.197271773347325,JAX,1.0
626,HB,Bijan,Robinson,Bijan Robinson,JAX,827,0,1,266,273,26,623,199,True,0,226,0,0,26,0,8,6,53,0,13,0,0,0,0,1,13,13,0,16,6,Bijan,Robinson,3292.0,3290.0,16.0,Signed,94.0,0.0,3.0,JAX,tier_1,1765.6500802568219,0.5384615384615384,11.235955056179774,JAX,-3.0
628,WR,John,Metchie III,John Metchie III,JAX,4,0,0,0,798,25,973,301,True,0,1,0,0,60,0,0,6,4,0,0,0,0,0,0,4,15,15,0,16,0,John,Metchie III,3337.0,3335.0,16.0,Signed,90.0,0.0,5.0,JAX,tier_1,824.2548818088386,0.26666666666666666,4.110996916752312,JAX,-5.0
641,TE,Jeremy,Ruckert,Jeremy Ruckert,ATL,0,0,1,0,61,17,476,25,True,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,15,4,0,13,0,Jeremy,Ruckert,3468.0,3466.0,13.0,Signed,66.0,0.0,0.0,ATL,tier_6,128.15126050420167,0.0,0.0,ATL,-2.0
645,HB,Tony,Pollard,Tony Pollard,ATL,228,0,0,100,11,10,166,8,True,0,45,0,0,2,0,3,6,52,0,3,0,0,0,0,1,15,4,0,13,1,Tony,Pollard,2119.0,2117.0,13.0,Signed,77.0,0.0,3.0,ATL,tier_4,1439.7590361445782,0.13333333333333333,12.048192771084338,ATL,-1.0
662,WR,Kadarius,Toney,Kadarius Toney,ATL,0,0,0,0,823,29,868,308,True,0,0,0,0,65,0,0,6,0,0,0,0,0,0,0,8,15,15,1,13,0,Kadarius,Toney,2645.0,2643.0,13.0,Signed,82.0,1.0,0.0,ATL,tier_3,948.1566820276498,0.5333333333333333,9.216589861751151,ATL,0.0
671,FB,Thomas,Garner,Thomas Garner,ATL,0,0,0,0,19,7,326,17,True,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,1,15,4,0,13,0,Thomas,Garner,2124.0,2122.0,13.0,Signed,65.0,0.0,0.0,ATL,tier_6,58.282208588957054,0.06666666666666667,3.067484662576687,,
677,WR,D.J.,Moore,D.J. Moore,LAR,7,0,0,0,988,25,941,346,True,0,2,0,0,74,0,0,6,4,0,0,0,0,0,0,8,15,15,0,23,0,D.J.,Moore,1854.0,1852.0,23.0,Signed,86.0,2.0,0.0,LAR,tier_2,1057.385759829968,0.5333333333333333,8.501594048884165,LAR,1.0
678,HB,Sedirck,Irvin Jr,Sedirck Irvin Jr,LAR,442,0,0,96,63,18,497,41,True,0,126,0,0,7,0,2,6,39,0,6,0,0,0,0,0,15,7,0,23,3,Sedirck,Irvin Jr,614.0,612.0,23.0,Signed,74.0,2.0,0.0,LAR,tier_5,1016.0965794768613,0.2,6.036217303822937,LAR,0.0
684,QB,Arch,Manning,Arch Manning,LAR,227,3762,0,91,0,0,945,0,True,313,44,506,16,0,0,1,6,89,40,3,0,0,34,25,0,15,15,4,23,1,Arch,Manning,381.0,379.0,23.0,Signed,84.0,1.0,0.0,LAR,tier_3,240.2116402116402,0.06666666666666667,1.0582010582010584,,
687,WR,Chase,Claypool,Chase Claypool,LAR,3,0,0,0,1004,28,846,379,True,0,2,0,0,71,0,0,6,4,0,0,0,0,0,0,4,15,15,0,23,0,Chase,Claypool,468.0,466.0,23.0,Signed,82.0,0.0,0.0,LAR,tier_3,1190.307328605201,0.26666666666666666,4.7281323877068555,LAR,1.0
691,TE,Marcus,Peterson,Marcus Peterson,SF,19,0,2,0,223,23,725,78,True,0,5,0,0,23,0,0,6,4,0,2,0,0,0,0,3,15,8,0,14,0,Marcus,Peterson,1449.0,1447.0,14.0,Signed,63.0,2.0,0.0,SF,tier_6,333.7931034482758,0.2,4.137931034482759,SF,2.0
695,HB,Stacy,Gage,Stacy Gage,SF,268,0,0,116,30,9,433,31,True,0,59,0,0,5,0,3,6,60,0,3,0,0,0,0,0,15,5,1,14,5,Stacy,Gage,377.0,375.0,14.0,Signed,70.0,0.0,0.0,SF,tier_5,688.2217090069283,0.3333333333333333,11.547344110854503,SF,0.0
699,HB,Sincere,McCormick,Sincere McCormick,TB,817,0,3,269,325,71,797,241,True,0,237,0,0,36,0,7,6,48,0,18,0,0,0,0,4,15,15,0,5,3,Sincere,McCormick,3248.0,3246.0,5.0,Signed,80.0,1.0,0.0,TB,tier_3,1432.8732747804268,0.4666666666666667,8.782936010037641,TB,1.0
701,TE,Jake,Ferguson,Jake Ferguson,SF,0,0,3,0,336,19,751,145,True,0,0,0,0,36,0,0,6,0,0,0,0,0,0,0,2,11,11,0,14,0,Jake,Ferguson,3437.0,3435.0,14.0,Signed,69.0,2.0,0.0,SF,tier_6,447.4034620505992,0.18181818181818182,2.663115845539281,SF,3.0
704,WR,Mekhi,Collins,Mekhi Collins,SF,0,0,0,0,891,28,819,306,True,0,0,0,0,67,0,0,6,0,0,1,0,0,0,0,5,15,15,0,14,0,Mekhi,Collins,3707.0,3705.0,14.0,Signed,76.0,2.0,0.0,SF,tier_4,1087.9120879120878,0.3333333333333333,6.105006105006105,SF,1.0
707,WR,Brandon,Inniss,Brandon Inniss,SF,3,0,0,0,965,28,842,368,True,0,1,0,0,76,0,0,6,3,0,0,0,0,0,0,8,15,15,0,14,0,Brandon,Inniss,297.0,295.0,14.0,Signed,76.0,5.0,0.0,SF,tier_4,1149.6437054631829,0.5333333333333333,9.501187648456057,SF,2.0
710,TE,Noah,Fant,Noah Fant,DEN,0,0,0,0,678,29,1106,325,True,0,0,0,0,62,0,0,6,0,0,2,0,0,0,0,4,15,15,0,3,0,Noah,Fant,789.0,787.0,3.0,Signed,96.0,0.0,6.0,DEN,tier_0,613.0198915009042,0.26666666666666666,3.6166365280289328,DEN,-5.0
720,WR,David,Washington,David Washington,LAC,20,0,1,0,798,31,790,312,True,0,8,0,0,61,0,0,6,4,0,0,0,0,0,0,5,15,15,1,7,0,David,Washington,475.0,473.0,7.0,Signed,79.0,0.0,0.0,LAC,tier_4,1035.4430379746834,0.3333333333333333,6.329113924050633,LAC,1.0
746,FB,Austin,Thomas,Austin Thomas,LAC,2,0,0,0,4,4,248,5,True,0,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,15,3,0,7,1,Austin,Thomas,3664.0,3662.0,7.0,Signed,73.0,0.0,0.0,LAC,tier_5,24.193548387096772,0.06666666666666667,4.032258064516129,,
751,HB,Kaytron,Allen,Kaytron Allen,LAC,497,0,0,132,155,20,346,147,True,0,139,0,0,17,0,2,6,75,0,8,0,0,0,0,0,10,10,0,7,5,Kaytron,Allen,2095.0,2093.0,7.0,Signed,80.0,1.0,0.0,LAC,tier_3,1884.393063583815,0.5,14.45086705202312,LAC,3.0
755,TE,Ryan,Otton,Ryan Otton,LAC,0,0,1,0,516,26,1090,258,True,0,0,0,0,52,0,0,6,0,0,1,0,0,0,0,3,15,15,0,7,0,Ryan,Otton,1159.0,1157.0,7.0,Signed,76.0,0.0,2.0,LAC,tier_4,473.39449541284404,0.2,2.7522935779816518,LAC,-2.0
758,TE,Harris,Parks,Harris Parks,LAC,0,0,1,0,52,12,477,36,True,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,15,3,0,7,0,Harris,Parks,2864.0,2862.0,7.0,Signed,68.0,0.0,0.0,LAC,tier_6,109.0146750524109,0.0,0.0,LAC,-2.0
771,HB,Trevor,Etienne,Trevor Etienne,LAC,387,0,1,93,181,20,487,154,True,0,119,0,0,22,0,3,6,34,0,7,0,0,0,0,2,15,9,0,7,2,Trevor,Etienne,271.0,269.0,7.0,Signed,75.0,0.0,1.0,LAC,tier_4,1166.3244353182752,0.26666666666666666,8.213552361396305,LAC,-1.0
773,WR,Agiye,Hall,Agiye Hall,LAC,16,0,0,0,1062,27,799,445,True,0,4,0,0,83,0,0,6,4,0,0,0,0,0,0,5,13,13,0,7,0,Agiye,Hall,2644.0,2642.0,7.0,Signed,92.0,1.0,0.0,LAC,tier_1,1349.1864831038797,0.38461538461538464,6.257822277847309,LAC,0.0
779,WR,Justin,Jefferson,Justin Jefferson,LAC,20,0,0,0,1443,61,1012,542,True,0,13,0,0,101,0,0,6,4,0,0,0,0,0,0,9,15,15,0,7,0,Justin,Jefferson,1338.0,1336.0,7.0,Signed,97.0,1.0,0.0,LAC,tier_0,1445.6521739130435,0.6,8.893280632411068,LAC,0.0
786,TE,Hudson,Henry,Hudson Henry,KC,0,0,3,0,760,43,1056,356,True,0,0,0,0,69,0,0,6,0,0,6,0,0,0,0,10,15,15,0,8,0,Hudson,Henry,3277.0,3275.0,8.0,Signed,82.0,7.0,0.0,KC,tier_3,719.6969696969697,0.6666666666666666,9.46969696969697,KC,4.0
793,QB,Justin,Herbert,Justin Herbert,LAC,170,4480,0,39,0,0,1019,0,True,373,37,567,14,0,0,1,6,43,61,1,0,0,38,25,0,15,15,3,7,1,Justin,Herbert,1144.0,1142.0,7.0,Signed,84.0,0.0,0.0,LAC,tier_3,166.83022571148183,0.06666666666666667,0.9813542688910696,,
817,HB,Suntarine,Perkins,Suntarine Perkins,WAS,79,0,0,13,62,14,215,38,True,0,23,0,0,7,0,0,6,16,0,2,0,0,0,0,0,15,5,0,25,0,Suntarine,Perkins,1354.0,1352.0,25.0,Signed,70.0,0.0,1.0,WAS,tier_5,655.8139534883721,0.0,0.0,WAS,-2.0
820,WR,Jaquaize,Pettaway,Jaquaize Pettaway,WAS,0,0,1,0,928,23,682,304,True,0,0,0,0,72,0,0,6,0,0,0,0,0,0,0,5,15,15,2,25,0,Jaquaize,Pettaway,2040.0,2038.0,25.0,Signed,74.0,6.0,0.0,WAS,tier_5,1360.7038123167154,0.3333333333333333,7.331378299120235,WAS,8.0
829,QB,Zach,Wilson,Zach Wilson,WAS,187,3153,0,31,0,0,815,0,True,294,47,476,11,0,0,1,6,34,28,3,0,0,46,22,0,14,14,3,25,1,Zach,Wilson,2899.0,2897.0,25.0,Signed,74.0,0.0,0.0,WAS,tier_5,229.4478527607362,0.07142857142857142,1.2269938650306749,,
830,WR,Rakim,Jarrett,Rakim Jarrett,WAS,15,0,2,0,787,28,893,332,True,0,6,0,0,63,0,0,6,4,0,0,0,0,0,0,3,15,15,0,25,0,Rakim,Jarrett,648.0,646.0,25.0,Signed,75.0,0.0,2.0,WAS,tier_4,898.0963045912655,0.2,3.3594624860022395,WAS,-2.0
836,QB,Nicholaus,Iamaleava,Nicholaus Iamaleava,WAS,39,598,0,0,0,0,194,0,True,48,11,86,2,0,0,0,6,4,22,0,0,0,2,4,0,14,4,0,25,0,Nicholaus,Iamaleava,3014.0,3012.0,25.0,Signed,67.0,2.0,0.0,WAS,tier_6,201.03092783505156,0.0,0.0,,
847,WR,Keon,Coleman,Keon Coleman,BUF,0,0,2,0,461,29,354,179,True,0,0,0,0,36,0,0,6,0,0,0,0,0,0,0,2,10,9,0,2,0,Keon,Coleman,2410.0,2408.0,2.0,Signed,74.0,2.0,0.0,BUF,tier_5,1302.2598870056497,0.2,5.649717514124294,BUF,7.0
857,WR,C.J.,Williams,C.J. Williams,ATL,13,0,1,0,699,25,494,272,True,0,7,0,0,56,0,0,6,4,0,0,0,0,0,0,4,12,12,0,13,0,C.J.,Williams,2472.0,2470.0,13.0,Signed,76.0,2.0,0.0,ATL,tier_4,1441.2955465587045,0.3333333333333333,8.097165991902834,ATL,8.0
872,WR,Rondale,Moore,Rondale Moore,ATL,-2,0,1,0,980,33,889,312,True,0,1,0,0,68,0,0,6,0,0,1,0,0,0,0,7,15,15,0,13,0,Rondale,Moore,1861.0,1859.0,13.0,Signed,92.0,0.0,2.0,ATL,tier_1,1100.1124859392578,0.4666666666666667,7.874015748031496,ATL,-1.0
874,HB,Braelon,Allen,Braelon Allen,ATL,1414,0,4,634,421,47,795,300,True,0,290,0,0,37,0,13,6,75,0,25,0,0,0,0,5,15,15,0,13,8,Braelon,Allen,2947.0,2945.0,13.0,Signed,99.0,1.0,0.0,ATL,tier_0,2308.176100628931,0.8666666666666667,16.352201257861633,ATL,1.0
880,QB,Kenny,Pickett,Kenny Pickett,ATL,98,4390,0,21,0,0,979,0,True,347,33,527,13,0,0,1,6,20,47,1,0,0,30,36,0,15,15,1,13,0,Kenny,Pickett,3570.0,3568.0,13.0,Signed,90.0,2.0,0.0,ATL,tier_1,100.10214504596527,0.0,0.0,,
890,HB,Javonte,Williams,Javonte Williams,DEN,855,0,2,257,255,31,538,217,True,0,231,0,0,27,0,6,6,72,0,13,0,0,0,0,0,11,11,0,3,3,Javonte,Williams,2845.0,2843.0,3.0,Signed,90.0,0.0,1.0,DEN,tier_1,2063.1970260223047,0.2727272727272727,5.5762081784386615,DEN,-1.0
897,WR,Jalen,Brown,Jalen Brown,LV,7,0,2,0,663,26,483,214,True,0,2,0,0,47,0,0,6,4,0,0,0,0,0,0,2,13,9,0,22,0,Jalen,Brown,3731.0,3729.0,22.0,Signed,73.0,2.0,0.0,LV,tier_5,1387.1635610766048,0.15384615384615385,4.140786749482402,LV,7.0
899,HB,LJ,Johnson,LJ Johnson,LV,1161,0,1,434,221,26,824,183,True,0,282,0,0,32,0,8,6,73,0,17,0,0,0,0,3,15,15,0,22,7,LJ,Johnson,2336.0,2334.0,22.0,Signed,78.0,10.0,0.0,LV,tier_4,1677.1844660194174,0.6666666666666666,12.135922330097086,LV,5.0
901,WR,Tyler,Morris,Tyler Morris,LV,27,0,0,0,933,26,835,366,True,0,8,0,0,69,0,0,6,4,0,0,0,0,0,0,6,15,15,0,22,0,Tyler,Morris,392.0,390.0,22.0,Signed,76.0,2.0,0.0,LV,tier_4,1149.7005988023952,0.4,7.18562874251497,LV,2.0
905,TE,Travis,Kelce,Travis Kelce,LV,8,0,0,0,157,25,534,85,True,0,3,0,0,13,0,0,6,3,0,1,0,0,0,0,1,15,3,0,22,1,Travis,Kelce,1476.0,1474.0,22.0,Signed,72.0,0.0,1.0,LV,tier_5,308.9887640449438,0.13333333333333333,3.745318352059925,LV,-1.0
908,TE,Brenton,Strange,Brenton Strange,LV,0,0,0,0,26,18,151,13,True,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,1,15,3,0,22,0,Brenton,Strange,2617.0,2615.0,22.0,Signed,68.0,0.0,0.0,LV,tier_6,172.18543046357615,0.06666666666666667,6.622516556291391,LV,7.0
914,HB,Blake,Corum,Blake Corum,LV,31,0,1,0,44,15,203,25,True,0,11,0,0,4,0,0,6,4,0,0,0,0,0,0,0,15,3,0,22,0,Blake,Corum,3722.0,3720.0,22.0,Signed,68.0,0.0,0.0,LV,tier_6,369.4581280788177,0.0,0.0,LV,-1.0
916,TE,Keyan,Burnett,Keyan Burnett,PIT,0,0,0,0,9,9,184,2,True,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,15,5,0,28,0,Keyan,Burnett,3573.0,3571.0,28.0,Signed,59.0,0.0,0.0,PIT,tier_6,48.913043478260875,0.0,0.0,PIT,-3.0
920,QB,Travis,Throckmorton,Travis Throckmorton,PIT,47,636,0,0,0,0,234,0,True,49,13,95,2,0,0,0,6,4,27,0,0,0,7,0,0,15,6,1,28,0,Travis,Throckmorton,1659.0,1657.0,28.0,Signed,63.0,0.0,2.0,PIT,tier_6,200.85470085470087,0.0,0.0,,
921,WR,Marvin,Mims,Marvin Mims,PIT,12,0,0,0,1003,27,886,398,True,0,5,0,0,76,0,0,6,4,0,0,0,0,0,0,6,15,15,0,28,0,Marvin,Mims,3246.0,3244.0,28.0,Signed,88.0,1.0,0.0,PIT,tier_2,1145.5981941309255,0.4,6.772009029345372,PIT,1.0
931,QB,Sam,Horn,Sam Horn,DEN,236,3431,0,90,0,0,971,0,True,292,61,462,12,0,0,2,6,67,33,3,0,0,34,24,0,15,15,3,3,2,Sam,Horn,1882.0,1880.0,3.0,Signed,75.0,3.0,0.0,DEN,tier_4,243.04840370751802,0.13333333333333333,2.059732234809475,,
939,TE,Jermaine,Terry,Jermaine Terry,BUF,0,0,0,0,21,10,173,7,True,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,1,13,4,0,2,0,Jermaine,Terry,1086.0,1084.0,2.0,Signed,62.0,0.0,0.0,BUF,tier_6,121.38728323699422,0.07692307692307693,5.780346820809248,BUF,3.0
965,TE,Michael,Mayer,Michael Mayer,PHI,0,0,5,0,159,30,639,34,True,0,0,0,0,17,0,0,6,0,0,0,0,0,0,0,1,15,15,0,12,0,Michael,Mayer,3297.0,3295.0,12.0,Signed,68.0,1.0,0.0,PHI,tier_6,248.82629107981222,0.06666666666666667,1.5649452269170578,PHI,1.0
996,WR,Theo,Wease,Theo Wease,PHI,0,0,1,0,100,29,194,26,True,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,1,14,14,0,12,0,Theo,Wease,3227.0,3225.0,12.0,Signed,70.0,0.0,2.0,PHI,tier_5,515.4639175257731,0.07142857142857142,5.154639175257732,PHI,0.0
1012,WR,Omarion,Miller,Omarion Miller,JAX,3,0,0,0,1154,30,890,395,True,0,1,0,0,84,0,0,6,3,0,0,0,0,0,0,5,15,15,0,16,0,Omarion,Miller,3619.0,3617.0,16.0,Signed,77.0,5.0,0.0,JAX,tier_4,1300.0,0.3333333333333333,5.617977528089887,JAX,4.0
