Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
993,LOLB,C.J.,Hicks,C.J. Hicks,DET,True,0,0,933,0,34,64,82,1,6,21,0,0,0,0,0,11,0,18,1,0,1,0,15,15,C.J.,Hicks,2654.0,2652.0,18.0,Signed,86.0,0.0,1.0,DET,tier_2,2.1436227224008575,0.0,13.933547695605574,124.33011789924973,11.789924973204716,2.2508038585209005,0.6666666666666666,DET,1
999,FS,Calen,Bullcok,Calen Bullcok,DET,True,0,86,1032,0,30,23,36,0,6,15,30,0,4,1,0,5,0,18,0,0,0,0,15,15,Calen,Bullcok,2523.0,2521.0,18.0,Signed,75.0,1.0,0.0,DET,tier_4,0.0,4.844961240310077,4.844961240310077,63.95348837209303,4.844961240310077,1.4534883720930232,0.6666666666666666,DET,0
1015,CB,Travis,Hunter,Travis Hunter,DET,True,0,16,579,0,9,13,17,0,6,9,16,0,1,0,0,2,0,18,0,0,0,0,11,11,Travis,Hunter,925.0,923.0,18.0,Signed,86.0,0.0,5.0,DET,tier_2,0.0,1.7271157167530224,3.454231433506045,44.90500863557859,3.454231433506045,1.5544041450777202,0.6363636363636364,DET,-3
1032,LOLB,Kaden,Johnson,Kaden Johnson,DET,True,0,0,401,0,3,2,3,1,6,0,0,0,0,0,0,0,1,18,0,0,0,0,15,3,Kaden,Johnson,805.0,803.0,18.0,Signed,65.0,0.0,2.0,DET,tier_6,0.0,2.493765586034913,0.0,14.962593516209475,0.0,0.0,0.0,DET,-3
1033,MLB,Power,Echols,Power Echols,DET,True,0,15,459,0,6,4,8,0,6,2,15,0,1,0,0,4,0,18,0,0,0,0,15,3,Power,Echols,2233.0,2231.0,18.0,Signed,73.0,0.0,3.0,DET,tier_5,0.0,2.1786492374727673,8.71459694989107,30.501089324618736,8.71459694989107,0.4357298474945534,-0.13333333333333333,DET,-1
1037,CB,Isaiah,Johnson,Isaiah Johnson,DET,True,0,38,980,0,24,31,39,0,6,19,38,0,1,0,0,7,0,18,0,0,0,0,15,15,Isaiah,Johnson,906.0,904.0,18.0,Signed,84.0,0.0,3.0,DET,tier_3,0.0,1.0204081632653061,7.142857142857142,64.28571428571428,7.142857142857142,1.9387755102040816,0.8,DET,-3
1045,MLB,Wesley,Steiner,Wesley Steiner,DET,True,0,20,1090,0,35,72,92,0,6,43,11,0,2,1,0,5,0,18,1,0,2,0,15,15,Wesley,Steiner,2317.0,2315.0,18.0,Signed,86.0,0.0,0.0,DET,tier_2,2.7522935779816518,2.7522935779816518,7.339449541284404,116.51376146788992,4.587155963302752,3.9449541284403673,2.533333333333333,DET,-2
1052,ROLB,Mike,Jones Jr,Mike Jones Jr,DET,True,13,0,1261,1,26,52,61,0,6,6,0,0,0,0,0,1,0,18,6,1,11,0,15,15,Mike,Jones Jr,3341.0,3339.0,18.0,Signed,92.0,1.0,0.0,DET,tier_1,13.481363996827914,1.5860428231562251,14.274385408406026,68.99286280729581,0.7930214115781126,0.47581284694686754,0.3333333333333333,DET,-5
1054,LE,Kayvon,Thibodeaux,Kayvon Thibodeaux,DET,True,20,0,973,1,17,57,57,1,6,3,0,1,0,0,0,1,0,18,23,2,12,1,15,15,Kayvon,Thibodeaux,3306.0,3304.0,18.0,Signed,98.0,2.0,0.0,DET,tier_0,35.97122302158273,5.138746145940391,36.99897225077081,76.05344295991779,1.027749229188078,0.3083247687564234,0.13333333333333333,DET,2
1055,SS,Julian,Love,Julian Love,DET,True,0,0,1022,0,21,41,48,0,6,21,0,0,0,0,0,12,0,18,1,0,0,0,15,15,Julian,Love,1643.0,1641.0,18.0,Signed,83.0,0.0,2.0,DET,tier_3,0.9784735812133072,0.0,12.720156555772993,67.5146771037182,11.741682974559687,2.054794520547945,0.6,DET,-1
1062,RE,Levi,Onwuzurike,Levi Onwuzurike,DET,True,0,0,640,0,21,19,25,1,6,0,0,0,0,0,0,0,0,18,10,0,3,0,12,12,Levi,Onwuzurike,2010.0,2008.0,18.0,Signed,80.0,0.0,3.0,DET,tier_3,20.3125,0.0,20.3125,71.875,0.0,0.0,0.0,DET,-3
1070,FS,Isaac,Smith,Isaac Smith,CIN,True,0,18,365,0,13,11,15,1,6,9,18,0,1,0,0,1,0,1,0,0,0,0,11,2,Isaac,Smith,1567.0,1565.0,1.0,Signed,63.0,0.0,1.0,CIN,tier_6,0.0,2.73972602739726,2.73972602739726,76.7123287671233,2.73972602739726,2.4657534246575343,0.7272727272727273,CIN,3
1076,SS,Derek,Williams,Derek Williams,CIN,True,31,32,563,2,15,11,23,0,6,8,32,0,1,0,0,6,0,1,0,2,0,0,15,8,Derek,Williams,2490.0,2488.0,1.0,Signed,64.0,5.0,0.0,CIN,tier_6,0.0,8.880994671403197,10.657193605683837,67.49555950266429,10.657193605683837,1.4209591474245116,0.13333333333333333,CIN,8
1087,CB,Omillio,Agard,Omillio Agard,CIN,True,0,92,995,0,23,40,58,1,6,29,31,0,4,0,0,7,0,1,0,0,0,0,15,15,Omillio,Agard,2520.0,2518.0,1.0,Signed,77.0,0.0,0.0,CIN,tier_4,0.0,4.020100502512563,7.035175879396985,81.4070351758794,7.035175879396985,2.9145728643216082,1.4666666666666666,CIN,-1
1104,CB,Jamel,Dean,Jamel Dean,CIN,True,0,0,1031,0,19,43,58,0,6,25,0,0,0,0,0,4,0,1,0,0,0,0,15,4,Jamel,Dean,635.0,633.0,1.0,Signed,74.0,0.0,2.0,CIN,tier_5,0.0,0.0,3.8797284190106693,74.68477206595537,3.8797284190106693,2.424830261881668,1.4,CIN,-4
1116,LOLB,Khalil,Mack,Khalil Mack,CIN,True,0,0,1163,0,29,43,45,0,6,10,0,0,0,0,0,2,1,1,14,1,8,0,15,15,Khalil,Mack,1668.0,1666.0,1.0,Signed,84.0,2.0,0.0,CIN,tier_3,18.916595012897677,1.7196904557179709,20.63628546861565,63.62854686156493,1.7196904557179709,0.8598452278589854,0.5333333333333333,CIN,-1
1133,MLB,Ethan,Hurkett,Ethan Hurkett,CIN,True,0,0,513,0,8,17,18,1,6,8,0,0,0,0,0,1,0,1,0,0,0,0,15,10,Ethan,Hurkett,1168.0,1166.0,1.0,Signed,62.0,0.0,1.0,CIN,tier_6,0.0,0.0,1.949317738791423,50.682261208576996,1.949317738791423,1.5594541910331383,0.4666666666666667,CIN,-2
1135,ROLB,Torren,Wright,Torren Wright,CIN,True,0,34,746,0,12,17,39,0,6,11,18,0,3,0,0,3,0,1,0,0,1,0,15,5,Torren,Wright,611.0,609.0,1.0,Signed,65.0,3.0,0.0,CIN,tier_6,1.3404825737265416,4.021447721179625,5.361930294906166,68.36461126005362,4.021447721179625,1.4745308310991956,0.5333333333333333,CIN,3
1145,MLB,Neto,Okpala,Neto Okpala,CAR,True,0,0,546,0,16,15,23,0,6,7,0,0,0,0,0,7,0,20,2,0,0,0,15,4,Neto,Okpala,378.0,376.0,20.0,Signed,64.0,3.0,0.0,CAR,tier_6,3.663003663003663,0.0,16.483516483516485,71.42857142857143,12.82051282051282,1.282051282051282,0.0,CAR,4
1162,FS,Sonny,Styles,Sonny Styles,CAR,True,0,36,736,0,24,29,45,0,6,10,36,0,1,0,0,7,0,20,1,0,3,0,15,4,Sonny,Styles,3013.0,3011.0,20.0,Signed,73.0,0.0,0.0,CAR,tier_5,5.434782608695652,1.358695652173913,14.945652173913045,93.75,9.510869565217392,1.358695652173913,0.2,CAR,11
1170,LOLB,Merlin,Robertson,Merlin Robertson,CAR,True,15,0,681,1,21,24,37,0,6,11,0,0,0,0,0,3,0,20,7,1,4,1,15,15,Merlin,Robertson,3388.0,3386.0,20.0,Signed,79.0,0.0,1.0,CAR,tier_4,16.152716593245227,4.405286343612335,20.558002936857562,85.16886930983847,4.405286343612335,1.6152716593245229,0.5333333333333333,CAR,4
1192,ROLB,Derek,Wingo,Derek Wingo,CAR,True,0,0,332,0,0,2,5,0,6,0,0,0,0,0,0,0,0,20,0,0,0,0,15,4,Derek,Wingo,2719.0,2717.0,20.0,Signed,71.0,0.0,4.0,CAR,tier_5,0.0,0.0,0.0,15.060240963855422,0.0,0.0,0.0,CAR,-8
1236,LOLB,Anto,Saka,Anto Saka,CAR,True,0,0,304,0,2,3,3,0,6,0,0,0,0,0,0,0,0,20,0,0,0,0,15,4,Anto,Saka,2252.0,2250.0,20.0,Signed,64.0,0.0,2.0,CAR,tier_6,0.0,0.0,0.0,16.44736842105263,0.0,0.0,0.0,CAR,-4
1255,MLB,Cody,Simon,Cody Simon,CAR,True,34,19,988,1,28,58,89,0,6,35,19,0,1,0,0,5,0,20,1,1,1,0,15,15,Cody,Simon,181.0,179.0,20.0,Signed,80.0,0.0,0.0,CAR,tier_3,2.0242914979757085,3.0364372469635628,7.08502024291498,118.42105263157895,5.060728744939271,3.54251012145749,2.0,CAR,-1
1256,CB,Khyree,Jackson,Khyree Jackson,CAR,True,0,18,999,0,9,35,49,1,6,15,18,0,4,0,0,5,0,20,1,0,0,0,15,6,Khyree,Jackson,2060.0,2058.0,20.0,Signed,76.0,2.0,0.0,CAR,tier_4,1.001001001001001,4.004004004004004,6.006006006006006,58.05805805805806,5.005005005005005,1.5015015015015014,0.6666666666666666,CAR,0
1262,ROLB,Alex,Highsmith,Alex Highsmith,CAR,True,0,0,754,0,15,25,36,1,6,2,0,0,0,0,0,0,0,20,8,1,3,0,15,15,Alex,Highsmith,1162.0,1160.0,20.0,Signed,73.0,1.0,0.0,CAR,tier_5,14.588859416445624,1.3262599469496021,14.588859416445624,67.63925729442971,0.0,0.2652519893899204,0.13333333333333333,CAR,1
1265,RE,Bilal,Nichols,Bilal Nichols,CAR,True,0,0,792,0,18,28,42,0,6,1,0,0,0,0,0,0,0,20,12,0,5,0,15,15,Bilal,Nichols,1941.0,1939.0,20.0,Signed,76.0,0.0,2.0,CAR,tier_4,21.464646464646464,0.0,21.464646464646464,75.75757575757576,0.0,0.12626262626262627,0.06666666666666667,CAR,0
1275,ROLB,Akeem,Davis-Gaither,Akeem Davis-Gaither,NO,True,1,0,706,1,9,27,42,1,6,11,0,0,0,0,0,1,0,26,3,1,2,0,15,15,Akeem,Davis-Gaither,627.0,625.0,26.0,Signed,70.0,1.0,0.0,NO,tier_5,7.0821529745042495,2.8328611898017,8.4985835694051,72.23796033994334,1.41643059490085,1.5580736543909348,0.6666666666666666,NO,2
1282,DT,T'Vondre,Sweat,T'Vondre Sweat,CAR,True,35,0,796,1,16,12,20,1,6,1,0,0,0,0,0,0,0,20,8,1,1,0,13,13,T'Vondre,Sweat,3244.0,3242.0,20.0,Signed,77.0,0.0,2.0,CAR,tier_4,11.306532663316583,2.512562814070352,11.306532663316583,45.22613065326633,0.0,0.12562814070351758,0.07692307692307693,CAR,-5
1299,MLB,Zaven,Collins,Zaven Collins,TB,True,0,19,930,0,30,67,78,0,6,32,19,0,1,0,0,5,0,5,1,0,1,0,15,15,Zaven,Collins,500.0,498.0,5.0,Signed,92.0,0.0,5.0,TB,tier_1,2.150537634408602,1.075268817204301,7.526881720430108,116.12903225806453,5.376344086021506,3.4408602150537635,1.8,TB,-5
1303,CB,Eli,Ricks,Eli Ricks,CAR,True,0,0,710,0,13,25,28,0,6,11,0,0,0,0,0,6,0,20,0,0,0,0,12,12,Eli,Ricks,263.0,261.0,20.0,Signed,79.0,0.0,2.0,CAR,tier_4,0.0,0.0,8.450704225352112,57.74647887323943,8.450704225352112,1.5492957746478873,0.4166666666666667,CAR,-3
1307,CB,Jaycee,Horn,Jaycee Horn,CAR,True,0,102,898,0,21,37,43,0,6,28,45,0,6,0,0,7,0,20,0,0,0,0,15,15,Jaycee,Horn,1218.0,1216.0,20.0,Signed,87.0,1.0,0.0,CAR,tier_2,0.0,6.6815144766147,7.795100222717149,71.26948775055679,7.795100222717149,3.11804008908686,1.4,CAR,3
1308,FS,Jeremy,Chinn,Jeremy Chinn,CAR,True,0,0,1031,0,24,37,58,0,6,24,0,0,0,0,0,7,0,20,0,0,0,0,15,15,Jeremy,Chinn,448.0,446.0,20.0,Signed,84.0,0.0,4.0,CAR,tier_3,0.0,0.0,6.789524733268672,79.53443258971872,6.789524733268672,2.3278370514064015,1.1333333333333333,CAR,1
1319,LE,Brian,Burns,Brian Burns,CAR,True,23,0,927,1,27,52,52,1,6,3,0,0,0,0,0,0,0,20,17,1,10,0,15,15,Brian,Burns,355.0,353.0,20.0,Signed,96.0,0.0,2.0,CAR,tier_0,29.12621359223301,2.157497303128371,29.12621359223301,85.22114347357065,0.0,0.3236245954692557,0.2,CAR,-2
1324,ROLB,Terrell,Tilmon,Terrell Tilmon,ARI,True,0,0,455,0,3,4,8,0,6,1,0,0,0,0,0,0,0,6,0,0,0,0,15,5,Terrell,Tilmon,3606.0,3604.0,6.0,Signed,63.0,0.0,1.0,ARI,tier_6,0.0,0.0,0.0,24.175824175824175,0.0,0.21978021978021978,0.06666666666666667,ARI,-2
1343,CB,Jasiah,Wagoner,Jasiah Wagoner,ARI,True,0,0,370,0,3,11,19,1,6,5,0,0,0,0,0,0,0,6,0,0,1,0,15,4,Jasiah,Wagoner,574.0,572.0,6.0,Signed,71.0,0.0,2.0,ARI,tier_5,2.7027027027027026,0.0,2.7027027027027026,59.45945945945946,0.0,1.3513513513513513,0.3333333333333333,ARI,-5
1387,RE,Cameron,Thomas,Cameron Thomas,JAX,True,29,0,325,1,5,7,8,1,6,0,0,0,0,0,0,0,1,16,3,1,0,0,12,9,Cameron,Thomas,3238.0,3236.0,16.0,Signed,67.0,2.0,0.0,JAX,tier_6,9.230769230769232,9.230769230769232,9.230769230769232,40.0,0.0,0.0,0.0,JAX,6
1388,LE,Eric,Gregory,Eric Gregory,CLE,True,0,0,626,0,16,27,32,1,6,1,0,0,0,0,0,0,0,4,11,0,3,0,10,10,Eric,Gregory,188.0,186.0,4.0,Signed,82.0,0.0,1.0,CLE,tier_3,22.364217252396166,0.0,22.364217252396166,76.6773162939297,0.0,0.1597444089456869,0.1,CLE,-1
1408,CB,Clinton,Burton Jr,Clinton Burton Jr,ARI,True,0,19,1009,0,24,37,49,0,6,27,16,0,2,0,0,9,0,6,0,0,0,0,14,10,Clinton,Burton Jr,96.0,94.0,6.0,Signed,75.0,0.0,2.0,ARI,tier_4,0.0,1.9821605550049552,8.919722497522299,72.34886025768088,8.919722497522299,2.6759167492566895,1.2857142857142858,ARI,-3
1409,LE,Alex,Wright,Alex Wright,ATL,True,37,0,833,1,16,28,38,1,6,2,0,0,0,0,0,1,0,13,10,1,6,0,14,14,Alex,Wright,3281.0,3279.0,13.0,Signed,68.0,5.0,0.0,ATL,tier_6,19.20768307322929,2.4009603841536613,20.408163265306122,64.82593037214886,1.2004801920768307,0.24009603841536614,0.07142857142857142,ATL,2
1432,LOLB,Harold,Perkins,Harold Perkins,TB,True,0,23,678,0,28,34,48,0,6,19,23,0,1,0,0,4,0,5,1,0,3,0,15,15,Harold,Perkins,1689.0,1687.0,5.0,Signed,76.0,0.0,2.0,TB,tier_4,5.899705014749262,1.4749262536873156,11.799410029498524,112.09439528023599,5.899705014749262,2.8023598820058995,1.0,TB,1
1496,CB,De'Jahn,Warren,De'Jahn Warren,NE,True,0,0,926,0,12,35,49,1,6,24,0,0,0,0,0,13,0,21,0,0,0,0,14,9,De'Jahn,Warren,3154.0,3152.0,21.0,Signed,72.0,0.0,0.0,NE,tier_5,0.0,0.0,14.038876889848812,65.87473002159827,14.038876889848812,2.591792656587473,0.7857142857142857,NE,0
1539,MLB,Jamin,Davis,Jamin Davis,WAS,True,0,2,976,0,35,70,82,1,6,26,2,0,1,0,0,5,0,25,2,0,1,0,14,14,Jamin,Davis,609.0,607.0,25.0,Signed,91.0,0.0,3.0,WAS,tier_1,3.0737704918032787,1.0245901639344264,8.196721311475411,119.87704918032786,5.1229508196721305,2.663934426229508,1.5,WAS,-3
1566,SS,Nick,Cross,Nick Cross,CAR,True,0,40,930,0,22,30,44,0,6,18,17,0,3,0,0,1,0,20,0,0,0,0,15,15,Nick,Cross,3110.0,3108.0,20.0,Signed,74.0,1.0,0.0,CAR,tier_5,0.0,3.225806451612903,1.075268817204301,70.96774193548387,1.075268817204301,1.935483870967742,1.1333333333333333,CAR,-1
1585,LOLB,Popeye,Williams,Popeye Williams,MIN,True,21,0,465,1,7,15,32,0,6,12,0,0,0,0,0,2,1,30,0,2,1,0,15,10,Popeye,Williams,2823.0,2821.0,30.0,Signed,65.0,4.0,0.0,MIN,tier_6,2.150537634408602,8.602150537634408,6.451612903225806,83.87096774193549,4.301075268817204,2.5806451612903225,0.6666666666666666,MIN,9
1587,ROLB,Jacob,Imming,Jacob Imming,MIN,True,0,32,609,0,13,18,26,0,6,2,32,0,1,0,0,1,0,30,8,0,1,0,15,15,Jacob,Imming,1375.0,1373.0,30.0,Signed,70.0,0.0,0.0,MIN,tier_5,14.778325123152708,1.6420361247947455,16.420361247947454,64.03940886699507,1.6420361247947455,0.3284072249589491,0.06666666666666667,MIN,1
1589,MLB,Jaylen,Sneed,Jaylen Sneed,MIN,True,0,15,1127,0,26,48,78,0,6,25,15,0,1,0,0,5,0,30,3,0,1,0,15,4,Jaylen,Sneed,2522.0,2520.0,30.0,Signed,72.0,4.0,0.0,MIN,tier_5,3.5492457852706303,0.8873114463176576,7.985803016858917,92.28039041703639,4.436557231588288,2.218278615794144,1.3333333333333333,MIN,-1
1607,FS,Antoine,Winfield Jr,Antoine Winfield Jr,TB,True,0,35,1066,0,29,33,43,1,6,11,17,0,3,0,0,4,1,5,1,0,0,0,15,15,Antoine,Winfield Jr,2903.0,2901.0,5.0,Signed,90.0,1.0,0.0,TB,tier_1,0.9380863039399625,3.75234521575985,4.690431519699813,67.5422138836773,3.75234521575985,1.0318949343339587,0.4666666666666667,TB,-1
1609,CB,Daylen,Everette,Daylen Everette,MIN,True,42,56,922,1,22,28,41,0,6,24,31,0,3,0,0,9,0,30,0,1,0,1,13,13,Daylen,Everette,302.0,300.0,30.0,Signed,78.0,1.0,0.0,MIN,tier_4,0.0,6.507592190889371,9.761388286334057,68.32971800433839,9.761388286334057,2.6030368763557483,1.1538461538461537,MIN,4
1616,CB,Andre,Seldon,Andre Seldon,MIN,True,0,47,469,0,12,14,26,0,6,7,44,0,2,0,0,4,0,30,0,0,0,0,15,4,Andre,Seldon,3715.0,3713.0,30.0,Signed,67.0,1.0,0.0,MIN,tier_6,0.0,4.264392324093817,8.528784648187633,81.02345415778252,8.528784648187633,1.4925373134328357,0.2,MIN,4
1621,ROLB,Khari,Colemna,Khari Colemna,MIN,True,0,0,377,0,3,4,7,1,6,0,0,0,0,0,0,0,0,30,1,0,0,0,15,4,Khari,Colemna,599.0,597.0,30.0,Signed,69.0,0.0,0.0,MIN,tier_6,2.6525198938992043,0.0,2.6525198938992043,26.525198938992045,0.0,0.0,0.0,MIN,0
1634,FS,Key,Lawrence,Key Lawrence,MIN,True,0,7,1131,0,33,23,37,0,6,9,7,0,1,0,0,2,0,30,0,0,0,0,15,15,Key,Lawrence,1270.0,1268.0,30.0,Signed,73.0,0.0,0.0,MIN,tier_5,0.0,0.8841732979664013,1.7683465959328026,61.892130857648105,1.7683465959328026,0.7957559681697612,0.4666666666666667,MIN,-5
1654,DT,Jay,Hardy,Jay Hardy,KC,True,0,0,584,0,17,18,24,0,6,0,0,0,0,0,0,0,0,8,7,1,4,0,15,5,Jay,Hardy,1664.0,1662.0,8.0,Signed,69.0,0.0,0.0,KC,tier_6,18.835616438356162,1.7123287671232876,18.835616438356162,70.2054794520548,0.0,0.0,0.0,KC,1
1655,DT,Leonard,Taylor,Leonard Taylor,MIN,True,11,0,912,1,24,48,60,0,6,0,0,1,0,0,0,1,0,30,18,1,10,0,15,15,Leonard,Taylor,2724.0,2722.0,30.0,Signed,91.0,4.0,0.0,MIN,tier_1,30.70175438596491,3.289473684210526,31.79824561403509,92.10526315789473,1.0964912280701753,0.0,-0.06666666666666667,MIN,3
1666,RE,Jack,Sawyer,Jack Sawyer,MIN,True,71,0,925,2,32,47,56,1,6,0,0,0,0,0,0,0,0,30,15,2,18,0,15,15,Jack,Sawyer,2635.0,2633.0,30.0,Signed,91.0,3.0,0.0,MIN,tier_1,35.67567567567568,4.324324324324325,35.67567567567568,95.13513513513513,0.0,0.0,0.0,MIN,3
1692,SS,Tyreke,Smith,Tyreke Smith,MIN,True,0,10,1070,0,29,36,48,0,6,28,10,0,1,0,0,4,0,30,2,0,0,0,15,15,Tyreke,Smith,2023.0,2021.0,30.0,Signed,84.0,0.0,5.0,MIN,tier_3,1.8691588785046729,0.9345794392523364,5.607476635514018,71.96261682242991,3.7383177570093458,2.6168224299065423,1.6,MIN,-3
1698,CB,Tre'Vius,Hodges,Tre'Vius Hodges,MIN,True,0,0,1002,0,20,32,43,1,6,24,0,0,0,0,0,10,0,30,0,0,0,0,15,5,Tre'Vius,Hodges,3370.0,3368.0,30.0,Signed,76.0,0.0,3.0,MIN,tier_4,0.0,0.0,9.980039920159681,62.874251497005986,9.980039920159681,2.3952095808383236,0.9333333333333333,MIN,-1
1709,MLB,Devin,White,Devin White,GB,True,0,0,985,0,34,53,64,1,6,26,0,0,0,0,0,15,0,19,1,0,1,0,15,10,Devin,White,2804.0,2802.0,19.0,Signed,81.0,0.0,1.0,GB,tier_3,2.0304568527918785,0.0,17.258883248730964,99.49238578680203,15.228426395939087,2.6395939086294415,0.7333333333333333,GB,-3
1711,LE,Danielle,Hunter,Danielle Hunter,MIN,True,0,0,811,0,18,22,27,1,6,1,0,1,0,0,0,0,0,30,6,0,3,0,15,15,Danielle,Hunter,1257.0,1255.0,30.0,Signed,80.0,0.0,5.0,MIN,tier_3,11.097410604192355,1.2330456226880395,11.097410604192355,55.487053020961774,0.0,0.12330456226880394,0.06666666666666667,MIN,-7
1730,CB,Caleb,Coley,Caleb Coley,DET,True,0,0,520,0,7,23,31,0,6,8,0,0,0,0,0,3,0,18,0,0,0,0,15,3,Caleb,Coley,1503.0,1501.0,18.0,Signed,69.0,0.0,0.0,DET,tier_6,0.0,0.0,5.769230769230769,73.07692307692308,5.769230769230769,1.5384615384615385,0.3333333333333333,DET,-3
1737,DT,Jeffrey,M'ba,Jeffrey M'ba,LAR,True,0,0,996,0,27,41,47,1,6,0,0,0,0,0,0,0,1,23,17,1,3,0,15,15,Jeffrey,M'ba,2809.0,2807.0,23.0,Signed,82.0,3.0,0.0,LAR,tier_3,20.080321285140563,2.008032128514056,20.080321285140563,74.29718875502007,0.0,0.0,0.0,LAR,0
1756,CB,Nate,Wiggins,Nate Wiggins,LAR,True,0,10,1022,0,19,40,53,1,6,19,8,0,2,0,0,5,0,23,0,0,0,0,15,3,Nate,Wiggins,294.0,292.0,23.0,Signed,76.0,0.0,1.0,LAR,tier_4,0.0,1.9569471624266144,4.892367906066536,70.45009784735812,4.892367906066536,1.8590998043052838,0.9333333333333333,LAR,-3
1761,RE,Zaire,Patterson,Zaire Patterson,LAR,True,37,0,321,1,11,10,15,1,6,0,0,0,0,0,0,0,0,23,3,1,3,0,15,15,Zaire,Patterson,756.0,754.0,23.0,Signed,78.0,0.0,2.0,LAR,tier_4,18.69158878504673,6.230529595015576,18.69158878504673,80.99688473520249,0.0,0.0,0.0,LAR,2
1775,LOLB,Joe,Tryon-Shoyinka,Joe Tryon-Shoyinka,LAR,True,0,0,967,0,25,47,52,0,6,9,0,1,0,0,0,1,0,23,11,1,5,0,15,15,Joe,Tryon-Shoyinka,2667.0,2665.0,23.0,Signed,88.0,0.0,1.0,LAR,tier_2,16.546018614270942,2.0682523267838677,17.580144777662873,79.62771458117889,1.0341261633919339,0.9307135470527405,0.5333333333333333,LAR,0
1776,LE,Porter,Gustin,Porter Gustin,LAR,True,35,0,449,1,4,19,21,1,6,0,0,0,0,0,0,1,0,23,3,2,2,1,15,4,Porter,Gustin,1028.0,1026.0,23.0,Signed,77.0,0.0,3.0,LAR,tier_4,11.135857461024498,8.908685968819599,13.3630289532294,55.6792873051225,2.2271714922048997,0.0,-0.06666666666666667,LAR,1
1780,CB,Derion,Kendrick,Derion Kendrick,LAR,True,0,125,953,0,26,33,45,0,6,38,37,0,5,0,0,12,0,23,0,0,0,0,15,15,Derion,Kendrick,3385.0,3383.0,23.0,Signed,91.0,0.0,1.0,LAR,tier_1,0.0,5.246589716684155,12.591815320041974,74.50157397691501,12.591815320041974,3.987408184679958,1.7333333333333334,LAR,-1
1782,SS,Jordan,Fuller,Jordan Fuller,LAR,True,0,0,1043,0,26,28,51,0,6,21,0,0,0,0,0,12,0,23,0,0,0,0,15,15,Jordan,Fuller,881.0,879.0,23.0,Signed,73.0,0.0,0.0,LAR,tier_5,0.0,0.0,11.505273250239693,73.8255033557047,11.505273250239693,2.013422818791946,0.6,LAR,0
1827,FS,Terrell,Burgess,Terrell Burgess,LAR,True,0,71,1092,0,35,28,33,0,6,14,29,0,3,1,0,10,0,23,0,0,0,0,15,15,Terrell,Burgess,351.0,349.0,23.0,Signed,84.0,1.0,0.0,LAR,tier_3,0.0,3.663003663003663,9.157509157509159,62.27106227106227,9.157509157509159,1.282051282051282,0.26666666666666666,LAR,2
1848,LOLB,Keon,Keeley,Keon Keeley,SF,True,0,0,508,0,14,7,8,0,6,0,0,0,0,0,0,0,0,14,1,0,5,0,15,5,Keon,Keeley,2227.0,2225.0,14.0,Signed,65.0,1.0,0.0,SF,tier_6,11.811023622047244,0.0,11.811023622047244,43.30708661417323,0.0,0.0,0.0,SF,1
1860,CB,Makai,Lemon,Makai Lemon,SF,True,0,122,937,0,24,22,45,0,6,22,99,0,6,1,0,7,0,14,1,0,1,0,15,8,Makai,Lemon,1842.0,1840.0,14.0,Signed,75.0,2.0,0.0,SF,tier_4,2.1344717182497335,7.470651013874066,9.6051227321238,73.63927427961579,7.470651013874066,2.3479188900747063,1.0,SF,2
1876,LE,Greg,Rousseau,Greg Rousseau,SF,True,20,0,519,1,12,11,17,1,6,0,0,0,0,0,0,0,0,14,6,1,1,0,15,15,Greg,Rousseau,2274.0,2272.0,14.0,Signed,71.0,0.0,3.0,SF,tier_5,13.48747591522158,3.8535645472061657,13.48747591522158,55.8766859344894,0.0,0.0,0.0,SF,0
1895,SS,JR,Walker,JR Walker,SF,True,0,26,387,0,9,7,12,0,6,6,26,0,1,0,0,1,0,14,0,0,0,0,15,5,JR,Walker,1414.0,1412.0,14.0,Signed,62.0,0.0,1.0,SF,tier_6,0.0,2.5839793281653747,2.5839793281653747,54.263565891472865,2.5839793281653747,1.550387596899225,0.3333333333333333,SF,-3
