FullName,Position,TeamName,RatingTier,StatCheck,value,StatTier,StatHigh,StatLow
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Sam LaPorta,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Jake Smith,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Thaddeus Moss,TE,BAL,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Tylan Wallace,WR,BAL,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rashod Bateman,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
J.K. Dobbins,HB,BAL,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Marquise Brown,WR,BAL,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_0,0,0
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_0,0,0
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_0,0,0
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_0,0,0
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_0,0,0
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_0,0,0
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_0,0,0
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_1,1,1
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_1,1,1
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_1,1,1
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_1,1,1
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_1,1,1
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_1,1,1
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_1,1,1
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_2,2,2
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_2,2,2
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_2,2,2
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_2,2,2
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_2,2,2
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_2,2,2
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_2,2,2
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_3,3,3
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_3,3,3
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_3,3,3
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_3,3,3
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_3,3,3
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_3,3,3
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_3,3,3
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_4,4,4
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_4,4,4
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_4,4,4
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_4,4,4
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_4,4,4
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_4,4,4
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_4,4,4
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_5,25,5
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_5,25,5
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_5,25,5
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_5,25,5
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_5,25,5
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_5,25,5
Mark Andrews,TE,BAL,tier_1,RUSHFUMBLES,0.0,tier_5,25,5
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Sincere McCormick,HB,TB,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
