FullName,Position,TeamName,RatingTier,StatCheck,value
Khalil Shakir,WR,NE,tier_5,ScrimmmageYardsPerGame,7.0
Isaiah Spiller,HB,NE,tier_2,ScrimmmageYardsPerGame,68.0
Kendrick Bourne,WR,NE,tier_4,ScrimmmageYardsPerGame,67.0
Kenneth Walker III,HB,ATL,tier_5,ScrimmmageYardsPerGame,1.0
Xazavian Valladay,HB,ATL,tier_6,ScrimmmageYardsPerGame,3.0
Jalen McMillian,WR,DET,tier_4,ScrimmmageYardsPerGame,34.0
Alexander Mattison,HB,GB,tier_2,ScrimmmageYardsPerGame,35.0
Zay Flowers,WR,ARI,tier_6,ScrimmmageYardsPerGame,1.0
Darius Slayton,WR,HOU,tier_4,ScrimmmageYardsPerGame,46.0
Rakim Jarrett,WR,CIN,tier_4,ScrimmmageYardsPerGame,24.0
Kene Nwangwu,HB,MIN,tier_5,ScrimmmageYardsPerGame,46.0
Troy Omeire,WR,WAS,tier_5,ScrimmmageYardsPerGame,5.0
Darrynton Evans,HB,TEN,tier_5,ScrimmmageYardsPerGame,18.0
Zach Evans,HB,LV,tier_4,ScrimmmageYardsPerGame,29.0
Lynn Bowden Jr,WR,MIA,tier_5,ScrimmmageYardsPerGame,39.0
J.J. Koski,WR,KC,tier_6,ScrimmmageYardsPerGame,0.0
Jadan Blue,WR,NYG,tier_5,ScrimmmageYardsPerGame,31.0
James Washington,WR,PIT,tier_4,ScrimmmageYardsPerGame,59.0
Keke Coutee,WR,IND,tier_4,ScrimmmageYardsPerGame,9.0
Randall St. Felix,WR,DAL,tier_6,ScrimmmageYardsPerGame,31.0
Tyler Ervin,HB,CHI,tier_6,ScrimmmageYardsPerGame,3.0
D'Wayne Eskridge,WR,SEA,tier_5,ScrimmmageYardsPerGame,19.0
Chris Olave,WR,GB,tier_3,ScrimmmageYardsPerGame,66.0
Mecole Hardman,WR,NE,tier_3,ScrimmmageYardsPerGame,46.0
Travis Etienne Jr,HB,JAX,tier_3,ScrimmmageYardsPerGame,34.0
Tyler Lockett,WR,SEA,tier_4,ScrimmmageYardsPerGame,55.0
David Bell,WR,NO,tier_5,ScrimmmageYardsPerGame,52.0
Juwan Johnson,TE,CIN,tier_5,ScrimmmageTDsPerGame,0.13
Diontae Johnson,WR,PIT,tier_2,ScrimmmageTDsPerGame,0.38
Austin Stonger,TE,NYJ,tier_6,ScrimmmageTDsPerGame,0.0
Kyler Murray,QB,ARI,tier_3,ScrimmmageTDsPerGame,0.33
Michael Mayer,TE,BUF,tier_5,ScrimmmageTDsPerGame,0.07
P.J. Walker,QB,PHI,tier_6,ScrimmmageTDsPerGame,0.0
JuJu Smith-Schuster,WR,HOU,tier_2,ScrimmmageTDsPerGame,0.15
Gabe Nabers,FB,CIN,tier_6,ScrimmmageTDsPerGame,0.13
Jeremy Ruckert,TE,ARI,tier_6,ScrimmmageTDsPerGame,0.07
Anthony McFarland,HB,PIT,tier_5,ScrimmmageTDsPerGame,0.23
Antonio Gandy-Golden,WR,CIN,tier_5,ScrimmmageTDsPerGame,0.0
Tyree Jackson,TE,LV,tier_6,ScrimmmageTDsPerGame,0.0
Dallas Goedert,TE,PHI,tier_3,ScrimmmageTDsPerGame,0.14
Keaontay Ingram,HB,LV,tier_5,ScrimmmageTDsPerGame,0.13
Jakobi Meyers,WR,LV,tier_4,ScrimmmageTDsPerGame,0.2
Desmond Ridder,QB,CIN,tier_6,ScrimmmageTDsPerGame,0.0
Teddy Bridgewater,QB,DEN,tier_6,ScrimmmageTDsPerGame,0.07
Tyler Hudson,WR,BAL,tier_6,ScrimmmageTDsPerGame,0.0
Ben Mason,FB,NYG,tier_5,ScrimmmageTDsPerGame,0.08
DeAndre Hopkins,WR,ARI,tier_1,ScrimmmageTDsPerGame,0.4
Ja'Marr Chase,WR,CIN,tier_2,ScrimmmageTDsPerGame,0.33
Eric Ebron,TE,PIT,tier_5,ScrimmmageTDsPerGame,0.13
Odell Beckham Jr,WR,BUF,tier_3,ScrimmmageTDsPerGame,0.53
Racey McMath,WR,TEN,tier_6,ScrimmmageTDsPerGame,0.0
Brock Purdy,QB,BUF,tier_6,ScrimmmageTDsPerGame,0.0
Andrew Beck,FB,BUF,tier_5,ScrimmmageTDsPerGame,0.07
Josh Jacobs,HB,LV,tier_0,ScrimmmageTDsPerGame,0.47
Foster Moreau,TE,CIN,tier_5,ScrimmmageTDsPerGame,0.47
Bailey Zappe,QB,CAR,tier_6,ScrimmmageTDsPerGame,0.0
Hunter Renfrow,WR,LV,tier_3,ScrimmmageTDsPerGame,0.45
Davante Adams,WR,NYJ,tier_1,ScrimmmageTDsPerGame,0.1
Parris Campbell,WR,ARI,tier_4,ScrimmmageTDsPerGame,0.07
Quez Watkins,WR,PHI,tier_5,ScrimmmageTDsPerGame,0.3
David Njoku,TE,ARI,tier_4,ScrimmmageTDsPerGame,0.43
Derek Carr,QB,LAR,tier_4,ScrimmmageTDsPerGame,0.07
Julian Fleming,WR,CAR,tier_4,ScrimmmageTDsPerGame,0.33
Jared Pinkney,TE,CAR,tier_6,ScrimmmageTDsPerGame,0.07
Seth Williams,WR,LAR,tier_6,ScrimmmageTDsPerGame,0.0
Thomas Fletcher,TE,CAR,tier_6,ScrimmmageTDsPerGame,0.0
Terrace Marshall Jr,WR,CAR,tier_5,ScrimmmageTDsPerGame,0.36
Will Dissly,TE,SEA,tier_3,ScrimmmageTDsPerGame,0.43
Colby Parkinson,TE,SEA,tier_6,ScrimmmageTDsPerGame,0.0
Allen Lazard,WR,ATL,tier_4,ScrimmmageTDsPerGame,0.33
Josh Allen,QB,BUF,tier_2,ScrimmmageTDsPerGame,0.13
Devin Singletary,HB,BUF,tier_2,ScrimmmageTDsPerGame,0.6
Dawson Knox,TE,BUF,tier_1,ScrimmmageTDsPerGame,0.33
Tyler Conklin,TE,MIN,tier_5,ScrimmmageTDsPerGame,0.07
Alec Ingold,FB,MIN,tier_3,ScrimmmageTDsPerGame,0.2
Tommy Tremble,TE,CAR,tier_4,ScrimmmageTDsPerGame,0.13
Bru McCoy,WR,LV,tier_5,ScrimmmageTDsPerGame,0.0
D.J. Uiagalelei,QB,LV,tier_6,ScrimmmageTDsPerGame,0.0
Luke Ford,TE,LV,tier_6,ScrimmmageTDsPerGame,0.0
Jonnu Smith,TE,NE,tier_4,ScrimmmageTDsPerGame,0.36
Hunter Henry,TE,NE,tier_2,ScrimmmageTDsPerGame,0.21
Rhamondre Stevenson,HB,NE,tier_5,ScrimmmageTDsPerGame,0.27
Mac Jones,QB,NE,tier_4,ScrimmmageTDsPerGame,0.13
Nate McCrary,HB,LAR,tier_6,ScrimmmageTDsPerGame,0.2
Drew Sample,TE,LAR,tier_5,ScrimmmageTDsPerGame,0.2
Darren Waller,TE,LV,tier_2,ScrimmmageTDsPerGame,0.43
Jacob Harris,TE,LAR,tier_6,ScrimmmageTDsPerGame,0.0
Benny Snell,HB,ARI,tier_4,ScrimmmageTDsPerGame,0.2
Austin Ekeler,HB,ARI,tier_4,ScrimmmageTDsPerGame,0.31
Tyler Shough,QB,ARI,tier_6,ScrimmmageTDsPerGame,0.0
Sam Darnold,QB,BAL,tier_6,ScrimmmageTDsPerGame,0.0
Jimmy Garoppolo,QB,NYG,tier_5,ScrimmmageTDsPerGame,0.0
Bryce Young,QB,NYG,tier_5,ScrimmmageTDsPerGame,0.13
Kendall Milton,HB,NYG,tier_4,ScrimmmageTDsPerGame,0.4
Russell Wilson,QB,SEA,tier_1,ScrimmmageTDsPerGame,0.27
Chris Carson,HB,SEA,tier_4,ScrimmmageTDsPerGame,0.07
Dominique Dafney,TE,NYG,tier_6,ScrimmmageTDsPerGame,0.17
Collin Johnson,WR,NYG,tier_5,ScrimmmageTDsPerGame,0.07
Zonovan Knight,HB,NYG,tier_3,ScrimmmageTDsPerGame,0.62
Zach Davidson,TE,NYG,tier_6,ScrimmmageTDsPerGame,0.0
Kadarius Toney,WR,NYG,tier_3,ScrimmmageTDsPerGame,0.31
Sterling Shepard,WR,NYG,tier_4,ScrimmmageTDsPerGame,0.13
Evan Engram,TE,NYG,tier_3,ScrimmmageTDsPerGame,0.13
Jadon Haselwood,WR,CLE,tier_5,ScrimmmageTDsPerGame,0.69
Grayson McCall,QB,CLE,tier_5,ScrimmmageTDsPerGame,0.0
Harrison Bryant,TE,CLE,tier_5,ScrimmmageTDsPerGame,0.2
N'Keal Harry,WR,ATL,tier_5,ScrimmmageTDsPerGame,0.21
Zamir White,HB,ATL,tier_3,ScrimmmageTDsPerGame,0.4
Kenny Pickett,QB,ATL,tier_5,ScrimmmageTDsPerGame,0.07
Jacob Breeland,TE,ATL,tier_6,ScrimmmageTDsPerGame,0.07
Feleipe Franks,QB,ATL,tier_6,ScrimmmageTDsPerGame,0.0
Emanuel Hall,WR,PHI,tier_6,ScrimmmageTDsPerGame,0.07
Frank Darby,WR,ATL,tier_6,ScrimmmageTDsPerGame,0.08
Kyle Pitts,TE,ATL,tier_0,ScrimmmageTDsPerGame,0.47
Calvin Ridley,WR,ATL,tier_2,ScrimmmageTDsPerGame,0.31
Chris Rodriguez Jr,HB,MIN,tier_5,ScrimmmageTDsPerGame,0.09
Jameson Williams,WR,MIN,tier_4,ScrimmmageTDsPerGame,0.23
Tua Tagovailoa,QB,MIN,tier_6,ScrimmmageTDsPerGame,0.2
Drake London,WR,KC,tier_3,ScrimmmageTDsPerGame,0.47
Noah Gray,TE,KC,tier_5,ScrimmmageTDsPerGame,0.13
Clyde Edwards-Helaire,HB,KC,tier_3,ScrimmmageTDsPerGame,0.8
Tyreek Hill,WR,KC,tier_1,ScrimmmageTDsPerGame,0.67
Patrick Mahomes,QB,KC,tier_0,ScrimmmageTDsPerGame,0.2
Preston Williams,WR,CHI,tier_5,ScrimmmageTDsPerGame,0.4
Brett Rypien,QB,CHI,tier_6,ScrimmmageTDsPerGame,0.0
Mitchell Wilcox,TE,CHI,tier_6,ScrimmmageTDsPerGame,0.07
Melvin Gordon III,HB,PHI,tier_5,ScrimmmageTDsPerGame,0.43
Sam LaPorta,TE,BAL,tier_6,ScrimmmageTDsPerGame,0.0
Jake Smith,WR,BAL,tier_5,ScrimmmageTDsPerGame,0.27
Thaddeus Moss,TE,BAL,tier_6,ScrimmmageTDsPerGame,0.07
Tylan Wallace,WR,BAL,tier_5,ScrimmmageTDsPerGame,0.0
Rashod Bateman,WR,BAL,tier_3,ScrimmmageTDsPerGame,0.33
J.K. Dobbins,HB,BAL,tier_2,ScrimmmageTDsPerGame,0.45
Marquise Brown,WR,BAL,tier_3,ScrimmmageTDsPerGame,0.69
Mark Andrews,TE,BAL,tier_1,ScrimmmageTDsPerGame,0.5
Sincere McCormick,HB,TB,tier_4,ScrimmmageTDsPerGame,0.23
Matthew Stafford,QB,TB,tier_4,ScrimmmageTDsPerGame,0.13
Baker Mayfield,QB,CAR,tier_4,ScrimmmageTDsPerGame,0.0
Elijhaa Penny,FB,TB,tier_6,ScrimmmageTDsPerGame,0.0
Khalil Herbert,HB,CHI,tier_4,ScrimmmageTDsPerGame,0.29
Justin Fields,QB,CHI,tier_5,ScrimmmageTDsPerGame,0.13
Darnell Mooney,WR,CHI,tier_3,ScrimmmageTDsPerGame,0.27
Cole Kmet,TE,CHI,tier_3,ScrimmmageTDsPerGame,0.07
Allen Robinson II,WR,CHI,tier_3,ScrimmmageTDsPerGame,0.43
Justin Jefferson,WR,LAC,tier_1,ScrimmmageTDsPerGame,0.23
Kyle Sloter,QB,LAC,tier_6,ScrimmmageTDsPerGame,0.0
Matt Corral,QB,NYJ,tier_3,ScrimmmageTDsPerGame,0.27
TJ Pledger,HB,LAC,tier_6,ScrimmmageTDsPerGame,0.08
Kyren Williams,HB,LAC,tier_5,ScrimmmageTDsPerGame,0.79
Christopher Herndon IV,TE,LAC,tier_5,ScrimmmageTDsPerGame,0.0
Donald Parham Jr,TE,LAC,tier_5,ScrimmmageTDsPerGame,0.27
Khari Blasingame,FB,DEN,tier_5,ScrimmmageTDsPerGame,0.07
Jake Ferguson,TE,DEN,tier_6,ScrimmmageTDsPerGame,0.0
Tanner Morgan,QB,DEN,tier_6,ScrimmmageTDsPerGame,0.0
Javonte Williams,HB,DEN,tier_2,ScrimmmageTDsPerGame,1.2
Albert Okwuegbunam,TE,DEN,tier_5,ScrimmmageTDsPerGame,0.2
Jerry Jeudy,WR,DEN,tier_3,ScrimmmageTDsPerGame,0.5
Michael Gallup,WR,MIA,tier_3,ScrimmmageTDsPerGame,0.31
Courtland Sutton,WR,DEN,tier_3,ScrimmmageTDsPerGame,0.27
Tim Patrick,WR,DEN,tier_4,ScrimmmageTDsPerGame,0.23
Max Borghi,HB,IND,tier_5,ScrimmmageTDsPerGame,0.1
Isaiah Weston,WR,TB,tier_6,ScrimmmageTDsPerGame,0.0
Jacoby Brissett,QB,LAR,tier_6,ScrimmmageTDsPerGame,0.0
Chase Brice,QB,NYJ,tier_6,ScrimmmageTDsPerGame,0.09
Lyn-J Dixon,HB,NYJ,tier_6,ScrimmmageTDsPerGame,0.31
Ryan Nall,HB,DEN,tier_6,ScrimmmageTDsPerGame,0.25
Travell Harris,WR,ARI,tier_6,ScrimmmageTDsPerGame,0.0
Rondale Moore,WR,ARI,tier_3,ScrimmmageTDsPerGame,0.29
Brandon Aiyuk,WR,SF,tier_4,ScrimmmageTDsPerGame,0.15
Karan Higdon,HB,SF,tier_6,ScrimmmageTDsPerGame,0.38
Kyle Juszczyk,FB,SF,tier_4,ScrimmmageTDsPerGame,0.07
Chris Streveler,QB,PIT,tier_6,ScrimmmageTDsPerGame,0.0
Gardner Minshew II,QB,PIT,tier_6,ScrimmmageTDsPerGame,0.07
Isaiah Coulter,WR,PIT,tier_6,ScrimmmageTDsPerGame,0.25
Patrick Ricard,FB,PIT,tier_3,ScrimmmageTDsPerGame,0.0
Najee Harris,HB,PIT,tier_0,ScrimmmageTDsPerGame,0.67
Pat Freiermuth,TE,PIT,tier_5,ScrimmmageTDsPerGame,0.07
Chase Claypool,WR,LAR,tier_3,ScrimmmageTDsPerGame,0.12
Curtis Samuel,WR,WAS,tier_3,ScrimmmageTDsPerGame,0.57
Johnny Wilson,WR,MIA,tier_6,ScrimmmageTDsPerGame,0.0
Miles Sanders,HB,PHI,tier_0,ScrimmmageTDsPerGame,0.4
Charlie Taumoepeau,TE,MIA,tier_6,ScrimmmageTDsPerGame,0.0
CJ Verdel,HB,MIA,tier_4,ScrimmmageTDsPerGame,0.25
Marlon Mack,HB,MIA,tier_4,ScrimmmageTDsPerGame,0.91
Gerald Everett,TE,NYJ,tier_4,ScrimmmageTDsPerGame,0.2
Drew Lock,QB,MIA,tier_6,ScrimmmageTDsPerGame,0.0
Jaylen Waddle,WR,MIA,tier_2,ScrimmmageTDsPerGame,0.27
Hunter Long,TE,MIA,tier_5,ScrimmmageTDsPerGame,0.07
Mike Gesicki,TE,MIA,tier_2,ScrimmmageTDsPerGame,0.4
Masen Wake,FB,DAL,tier_5,ScrimmmageTDsPerGame,0.0
Arik Gilbert,TE,ATL,tier_4,ScrimmmageTDsPerGame,0.07
K.J. Osborn,WR,MIN,tier_5,ScrimmmageTDsPerGame,0.33
Jonathan Taylor,HB,IND,tier_0,ScrimmmageTDsPerGame,0.47
Mo Alie-Cox,TE,IND,tier_5,ScrimmmageTDsPerGame,0.25
John Fitzpatrick,TE,TEN,tier_6,ScrimmmageTDsPerGame,0.13
Bo Nix,QB,TEN,tier_6,ScrimmmageTDsPerGame,0.0
Carson Wentz,QB,TEN,tier_5,ScrimmmageTDsPerGame,0.17
Leddie Brown,HB,TEN,tier_5,ScrimmmageTDsPerGame,0.2
Treylon Burks,WR,TEN,tier_4,ScrimmmageTDsPerGame,0.4
Trishton Jackson,WR,TEN,tier_6,ScrimmmageTDsPerGame,0.0
Briley Moore,TE,TEN,tier_6,ScrimmmageTDsPerGame,0.07
A.J. Brown,WR,TEN,tier_1,ScrimmmageTDsPerGame,0.2
Joey Gatewood,QB,KC,tier_6,ScrimmmageTDsPerGame,0.0
Hudson Henry,TE,KC,tier_5,ScrimmmageTDsPerGame,0.07
Marvin Mims,WR,KC,tier_4,ScrimmmageTDsPerGame,0.15
Damion Willis,WR,LAC,tier_6,ScrimmmageTDsPerGame,0.0
Larry Rountree III,HB,LAC,tier_6,ScrimmmageTDsPerGame,0.27
Tre' McKitty,TE,LAC,tier_6,ScrimmmageTDsPerGame,0.0
Justin Herbert,QB,LAC,tier_2,ScrimmmageTDsPerGame,0.0
Mike Williams,WR,LAC,tier_3,ScrimmmageTDsPerGame,0.43
Kaleb Eleby,QB,WAS,tier_6,ScrimmmageTDsPerGame,0.08
Jalen Hurts,QB,WAS,tier_5,ScrimmmageTDsPerGame,0.27
Jalen Wydermyer,TE,WAS,tier_5,ScrimmmageTDsPerGame,0.33
John Bates,TE,WAS,tier_6,ScrimmmageTDsPerGame,0.0
Dyami Brown,WR,WAS,tier_3,ScrimmmageTDsPerGame,0.4
Antonio Gibson,HB,WAS,tier_2,ScrimmmageTDsPerGame,0.5
Jace Sternberger,TE,WAS,tier_6,ScrimmmageTDsPerGame,0.23
Terry McLaurin,WR,WAS,tier_1,ScrimmmageTDsPerGame,0.27
Austin Hooper,TE,CLE,tier_2,ScrimmmageTDsPerGame,0.29
Brevyn Spann-Ford,TE,HOU,tier_6,ScrimmmageTDsPerGame,0.07
C.J. Stroud,QB,HOU,tier_5,ScrimmmageTDsPerGame,0.13
Myles Gaskin,HB,HOU,tier_5,ScrimmmageTDsPerGame,0.5
Ross Dwelley,TE,HOU,tier_5,ScrimmmageTDsPerGame,0.13
Zach Wilson,QB,PHI,tier_4,ScrimmmageTDsPerGame,0.13
Dom Wood-Anderson,TE,HOU,tier_6,ScrimmmageTDsPerGame,0.0
Kaden Smith,TE,NE,tier_6,ScrimmmageTDsPerGame,0.0
Kyle Phillips,WR,PIT,tier_6,ScrimmmageTDsPerGame,0.4
Irv Smith Jr,TE,MIN,tier_3,ScrimmmageTDsPerGame,0.07
Kellen Mond,QB,MIN,tier_6,ScrimmmageTDsPerGame,0.0
Jake Funk,HB,LAR,tier_6,ScrimmmageTDsPerGame,0.7
Cade Otton,TE,NYJ,tier_5,ScrimmmageTDsPerGame,0.07
Brycen Hopkins,TE,LAR,tier_6,ScrimmmageTDsPerGame,0.07
Cam Akers,HB,LAR,tier_1,ScrimmmageTDsPerGame,0.83
Robert Woods,WR,LAR,tier_3,ScrimmmageTDsPerGame,0.4
Kyle Trask,QB,SF,tier_6,ScrimmmageTDsPerGame,0.0
Noah Togiai,TE,SF,tier_6,ScrimmmageTDsPerGame,0.07
Isaiah Hodgins,WR,SF,tier_6,ScrimmmageTDsPerGame,0.07
Deshaun Watson,QB,MIA,tier_3,ScrimmmageTDsPerGame,0.07
D.J. Chark Jr,WR,NYJ,tier_3,ScrimmmageTDsPerGame,0.2
Trey Lance,QB,SF,tier_4,ScrimmmageTDsPerGame,0.0
Charlie Woerner,TE,SF,tier_6,ScrimmmageTDsPerGame,0.2
Tee Higgins,WR,CIN,tier_2,ScrimmmageTDsPerGame,0.57
Joe Burrow,QB,CIN,tier_3,ScrimmmageTDsPerGame,0.13
Joe Mixon,HB,CIN,tier_1,ScrimmmageTDsPerGame,0.6
Romeo Doubs,WR,IND,tier_5,ScrimmmageTDsPerGame,0.0
Will Fuller V,WR,IND,tier_4,ScrimmmageTDsPerGame,0.33
Christian Kirk,WR,IND,tier_4,ScrimmmageTDsPerGame,0.33
Jameis Winston,QB,IND,tier_5,ScrimmmageTDsPerGame,0.33
Michael Carter,HB,NYJ,tier_3,ScrimmmageTDsPerGame,0.6
Marcus Mariota,QB,IND,tier_6,ScrimmmageTDsPerGame,0.0
Robert Tonyan,TE,IND,tier_4,ScrimmmageTDsPerGame,0.4
Kearis Jackson,WR,NYJ,tier_5,ScrimmmageTDsPerGame,0.07
Kylen Granson,TE,IND,tier_5,ScrimmmageTDsPerGame,0.0
Taylor Heinicke,QB,NE,tier_6,ScrimmmageTDsPerGame,0.0
Michael Pittman Jr,WR,IND,tier_4,ScrimmmageTDsPerGame,0.08
D.J. Moore,WR,CAR,tier_1,ScrimmmageTDsPerGame,0.73
Davis Mills,QB,HOU,tier_6,ScrimmmageTDsPerGame,0.0
Brandin Cooks,WR,HOU,tier_3,ScrimmmageTDsPerGame,0.14
Josh Rosen,QB,NO,tier_6,ScrimmmageTDsPerGame,0.0
Chris Evans,HB,CIN,tier_5,ScrimmmageTDsPerGame,0.18
Sam Howell,QB,NO,tier_4,ScrimmmageTDsPerGame,0.07
Tony Poljan,TE,NO,tier_6,ScrimmmageTDsPerGame,0.2
Dylan Soehner,TE,NO,tier_6,ScrimmmageTDsPerGame,0.0
Kenny Yeboah,TE,PHI,tier_6,ScrimmmageTDsPerGame,0.0
Dez Fitzpatrick,WR,MIN,tier_6,ScrimmmageTDsPerGame,0.0
Quintez Cephus,WR,DET,tier_5,ScrimmmageTDsPerGame,0.1
Derrick Henry,HB,TEN,tier_1,ScrimmmageTDsPerGame,0.27
C.J. Beathard,QB,LAC,tier_6,ScrimmmageTDsPerGame,0.0
Tommy Stevens,TE,DAL,tier_6,ScrimmmageTDsPerGame,0.07
Charlie Kolar,TE,DAL,tier_6,ScrimmmageTDsPerGame,0.08
Zerrick Cooper,QB,DAL,tier_6,ScrimmmageTDsPerGame,0.0
CeeDee Lamb,WR,DAL,tier_2,ScrimmmageTDsPerGame,0.27
Dak Prescott,QB,DAL,tier_2,ScrimmmageTDsPerGame,0.13
Ezekiel Elliott,HB,DAL,tier_3,ScrimmmageTDsPerGame,0.69
Dalton Schultz,TE,DAL,tier_4,ScrimmmageTDsPerGame,0.21
Amari Cooper,WR,DAL,tier_3,ScrimmmageTDsPerGame,0.4
Cooper Kupp,WR,NE,tier_3,ScrimmmageTDsPerGame,0.08
Case Hatch,FB,JAX,tier_6,ScrimmmageTDsPerGame,0.0
Josh Whyle,TE,JAX,tier_6,ScrimmmageTDsPerGame,0.27
Bijan Robinson,HB,JAX,tier_3,ScrimmmageTDsPerGame,0.3
Dwayne Haskins Jr,QB,JAX,tier_6,ScrimmmageTDsPerGame,0.0
John Metchie III,WR,JAX,tier_4,ScrimmmageTDsPerGame,0.2
Maxx Williams,TE,JAX,tier_5,ScrimmmageTDsPerGame,0.27
Auden Tate,WR,JAX,tier_4,ScrimmmageTDsPerGame,0.6
Luke Farrell,TE,JAX,tier_6,ScrimmmageTDsPerGame,0.07
Trevor Lawrence,QB,JAX,tier_3,ScrimmmageTDsPerGame,0.07
James Robinson,HB,JAX,tier_1,ScrimmmageTDsPerGame,0.62
Jay Symonds,FB,ARI,tier_4,ScrimmmageTDsPerGame,0.0
Marquez Callaway,WR,NO,tier_4,ScrimmmageTDsPerGame,0.33
Adam Trautman,TE,NO,tier_4,ScrimmmageTDsPerGame,0.33
Phil Jurkovec,QB,GB,tier_6,ScrimmmageTDsPerGame,0.0
Braden Galloway,TE,GB,tier_5,ScrimmmageTDsPerGame,0.33
Amari Rodgers,WR,GB,tier_4,ScrimmmageTDsPerGame,0.27
Josiah Deguara,TE,GB,tier_5,ScrimmmageTDsPerGame,0.0
Jordan Love,QB,GB,tier_6,ScrimmmageTDsPerGame,0.13
Aaron Jones,HB,GB,tier_3,ScrimmmageTDsPerGame,0.2
Erick All,TE,DET,tier_6,ScrimmmageTDsPerGame,0.0
Mason Rudolph,QB,DET,tier_6,ScrimmmageTDsPerGame,0.0
Pierre Strong Jr,HB,DET,tier_6,ScrimmmageTDsPerGame,0.0
Tre'Quan Smith,WR,DET,tier_4,ScrimmmageTDsPerGame,0.4
Jonathan Ward,HB,DET,tier_6,ScrimmmageTDsPerGame,0.5
Amon-Ra St. Brown,WR,DET,tier_5,ScrimmmageTDsPerGame,0.2
D'Andre Swift,HB,DET,tier_2,ScrimmmageTDsPerGame,0.6
DeVonta Smith,WR,PHI,tier_2,ScrimmmageTDsPerGame,0.15
Jared Goff,QB,DET,tier_5,ScrimmmageTDsPerGame,0.0
Pearse Migl,FB,SEA,tier_6,ScrimmmageTDsPerGame,0.0
Saquon Barkley,HB,SEA,tier_2,ScrimmmageTDsPerGame,0.47
Travis Ranks,QB,SEA,tier_6,ScrimmmageTDsPerGame,0.0
Tyler Davis,TE,MIN,tier_6,ScrimmmageTDsPerGame,0.0
Kelvin Harmon,WR,MIN,tier_5,ScrimmmageTDsPerGame,0.53
Easton Stick,QB,TB,tier_6,ScrimmmageTDsPerGame,0.0
Tony Pollard,HB,TB,tier_2,ScrimmmageTDsPerGame,0.93
Isaiah Likely,TE,TB,tier_6,ScrimmmageTDsPerGame,0.13
Eric Gray,HB,TB,tier_5,ScrimmmageTDsPerGame,0.07
Jaelon Darden,WR,TB,tier_5,ScrimmmageTDsPerGame,0.0
Tyler Johnson,WR,TB,tier_6,ScrimmmageTDsPerGame,0.36
Scotty Miller,WR,TB,tier_4,ScrimmmageTDsPerGame,0.36
O.J. Howard,TE,TB,tier_4,ScrimmmageTDsPerGame,0.33
Mike Evans,WR,TB,tier_2,ScrimmmageTDsPerGame,0.3
Cole Turner,TE,SEA,tier_5,ScrimmmageTDsPerGame,0.13
Dalton Keene,TE,DET,tier_6,ScrimmmageTDsPerGame,0.13
Monte Pottebaum,FB,DET,tier_5,ScrimmmageTDsPerGame,0.0
Chigoziem Okonkwo,FB,CAR,tier_6,ScrimmmageTDsPerGame,0.0
Jaylan Knighton,HB,DAL,tier_4,ScrimmmageTDsPerGame,0.23
Blake Jarwin,TE,PHI,tier_5,ScrimmmageTDsPerGame,0.0
Tyrie Cleveland,WR,CLE,tier_6,ScrimmmageTDsPerGame,0.0
Jalen Reagor,WR,PHI,tier_3,ScrimmmageTDsPerGame,0.67
Aaron Fuller,WR,JAX,tier_6,ScrimmmageTDsPerGame,0.07
Tyquan Thornton,WR,NO,tier_6,ScrimmmageTDsPerGame,0.07
D.K. Metcalf,WR,SEA,tier_0,ScrimmmageTDsPerGame,0.47
Donovan Peoples-Jones,WR,CLE,tier_5,ScrimmmageTDsPerGame,0.4
Van Jefferson,WR,LAR,tier_4,ScrimmmageTDsPerGame,0.2
Garrett Wilson,WR,PHI,tier_2,ScrimmmageTDsPerGame,0.67
John Emery Jr,HB,CAR,tier_5,ScrimmmageTDsPerGame,0.07
Tutu Atwell,WR,LAR,tier_6,ScrimmmageTDsPerGame,0.08
Michael Haupert,HB,NYG,tier_6,ScrimmmageTDsPerGame,0.0
De'Michael Harris,WR,DEN,tier_6,ScrimmmageTDsPerGame,0.0
Nyheim Hines,HB,IND,tier_2,ScrimmmageTDsPerGame,0.0
Olabisi Johnson,WR,TEN,tier_5,ScrimmmageTDsPerGame,0.4
Gary Jennings,WR,SF,tier_5,ScrimmmageTDsPerGame,0.0
Tyler Goodson,HB,CLE,tier_5,ScrimmmageTDsPerGame,0.2
K.J. Hamler,WR,DEN,tier_4,ScrimmmageTDsPerGame,0.07
Freddie Swain,WR,SEA,tier_5,ScrimmmageTDsPerGame,0.0
Ihmir Smith-Marsette,WR,MIN,tier_6,ScrimmmageTDsPerGame,0.07
Bryan Edwards,WR,LV,tier_5,ScrimmmageTDsPerGame,0.13
Isaiah Hill,WR,LAC,tier_6,ScrimmmageTDsPerGame,0.0
Rashard Higgins,WR,LAC,tier_4,ScrimmmageTDsPerGame,0.2
Justice Hill,HB,WAS,tier_4,ScrimmmageTDsPerGame,0.27
Dax Milne,WR,WAS,tier_6,ScrimmmageTDsPerGame,0.0
Joe Reed,WR,DET,tier_6,ScrimmmageTDsPerGame,0.0
Shi Smith,WR,CAR,tier_6,ScrimmmageTDsPerGame,0.0
WanDale Robinson,WR,PHI,tier_6,ScrimmmageTDsPerGame,0.0
Dontay Demus Jr.,WR,NYJ,tier_5,ScrimmmageTDsPerGame,0.13
