Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
1076,C,Ezra,Dotson-Oyetade,Ezra Dotson-Oyetade,CHI,16,0,3,1201,False,16,0,0,3,Ezra,Dotson-Oyetade,1720.0,1722.0,0.0,23.0,0.0,Signed,Star,81.0,0.0,0.0,CHI,tier_3,2.4979184013322233,CHI,1
1078,RG,Ed,Ingram,Ed Ingram,CHI,16,0,1,1121,False,16,0,0,3,Ed,Ingram,1369.0,1371.0,4.0,27.0,0.0,Signed,Normal,79.0,0.0,0.0,CHI,tier_4,0.8920606601248885,CHI,5
1079,LT,Anthony,Belton,Anthony Belton,CHI,12,0,14,842,False,13,0,0,3,Anthony,Belton,2266.0,2268.0,1.0,23.0,0.0,Signed,Normal,72.0,0.0,0.0,CHI,tier_5,16.6270783847981,CHI,-6
1080,RT,Darnell,Wright,Darnell Wright,CHI,12,0,17,791,False,12,0,0,3,Darnell,Wright,3154.0,3156.0,3.0,25.0,0.0,Signed,Star,82.0,0.0,0.0,CHI,tier_3,21.491782553729454,CHI,-8
1081,LG,Teven,Jenkins,Teven Jenkins,CHI,16,0,6,1061,False,16,0,0,3,Teven,Jenkins,1440.0,1442.0,5.0,28.0,0.0,Signed,Star,84.0,0.0,0.0,CHI,tier_3,5.655042412818096,CHI,-4
1083,RG,Chris,Lindstrom,Chris Lindstrom,ATL,16,6,0,1207,False,16,13,0,3,Chris,Lindstrom,1730.0,1732.0,7.0,29.0,13.0,Signed,Superstar,92.0,0.0,0.0,ATL,tier_1,0.0,ATL,4
1084,RT,Kaleb,McGary,Kaleb McGary,ATL,16,6,17,1121,False,16,13,0,3,Kaleb,McGary,1870.0,1872.0,7.0,31.0,13.0,Signed,Normal,80.0,0.0,0.0,ATL,tier_3,15.165031222123103,ATL,-8
1087,RG,Ajani,Cornelius,Ajani Cornelius,DET,16,0,2,1204,False,16,18,0,3,Ajani,Cornelius,1093.0,1095.0,1.0,24.0,18.0,Signed,Normal,79.0,0.0,0.0,DET,tier_4,1.6611295681063123,DET,0
1089,LT,Nolan,Potter,Nolan Potter,DET,14,0,7,1055,False,14,18,0,3,Nolan,Potter,3358.0,3360.0,2.0,25.0,18.0,Signed,Star,87.0,0.0,0.0,DET,tier_2,6.6350710900473935,DET,2
1090,RT,Penei,Sewell,Penei Sewell,DET,16,0,11,1203,False,16,18,0,3,Penei,Sewell,2511.0,2513.0,5.0,25.0,18.0,Signed,Superstar,95.0,0.0,0.0,DET,tier_0,9.14380714879468,DET,-4
1091,RG,Trey,Smith,Trey Smith,KC,16,0,0,1199,False,16,8,0,3,Trey,Smith,2613.0,2615.0,5.0,27.0,8.0,Signed,Superstar,96.0,0.0,0.0,KC,tier_0,0.0,KC,3
1092,C,Creed,Humphrey,Creed Humphrey,KC,13,0,1,908,False,13,8,0,3,Creed,Humphrey,1338.0,1340.0,5.0,28.0,8.0,Signed,Superstar,98.0,0.0,0.0,KC,tier_0,1.1013215859030838,KC,0
1093,RG,Cam'Ron,Johnson,Cam'Ron Johnson,SF,16,0,2,1156,False,16,14,0,3,Cam'Ron,Johnson,1749.0,1751.0,1.0,23.0,14.0,Signed,Star,71.0,0.0,0.0,SF,tier_5,1.7301038062283738,SF,0
1095,LG,Zak,Zinter,Zak Zinter,SF,12,0,2,902,False,12,14,0,3,Zak,Zinter,3336.0,3338.0,2.0,25.0,14.0,Signed,Star,79.0,0.0,0.0,SF,tier_4,2.2172949002217295,SF,2
1097,RT,Kinglsey,Suamataia,Kinglsey Suamataia,SF,13,0,6,855,False,13,14,0,3,Kinglsey,Suamataia,3211.0,3213.0,2.0,24.0,14.0,Signed,Superstar,93.0,0.0,0.0,SF,tier_1,7.017543859649123,SF,-1
1098,C,Jake,Brendel,Jake Brendel,SF,12,0,2,851,False,12,14,0,3,Jake,Brendel,303.0,305.0,10.0,33.0,14.0,Signed,Normal,72.0,0.0,0.0,SF,tier_5,2.3501762632197414,SF,3
1099,LT,Trent,Williams,Trent Williams,SF,16,0,7,1156,False,16,14,0,3,Trent,Williams,3072.0,3074.0,16.0,38.0,14.0,Signed,Superstar,92.0,0.0,0.0,SF,tier_1,6.055363321799308,SF,1
1100,RT,Alijah,Vera-Tucker,Alijah Vera-Tucker,LAR,16,0,13,1040,False,16,23,0,3,Alijah,Vera-Tucker,2900.0,2902.0,5.0,27.0,23.0,Signed,Star,83.0,0.0,0.0,LAR,tier_3,12.5,LAR,-4
1102,LT,Jake,Matthews,Jake Matthews,DAL,10,0,3,703,False,10,10,0,3,Jake,Matthews,1823.0,1825.0,12.0,34.0,10.0,Signed,Star,72.0,0.0,0.0,DAL,tier_5,4.2674253200568995,DAL,11
1108,LT,Kolton,Miller,Kolton Miller,DEN,16,0,8,1095,False,16,3,0,3,Kolton,Miller,1934.0,1936.0,8.0,30.0,3.0,Signed,Star,85.0,0.0,0.0,DEN,tier_2,7.30593607305936,DEN,0
1110,LT,Jedrick,Wills Jr,Jedrick Wills Jr,ARI,11,0,8,709,False,11,6,0,3,Jedrick,Wills Jr,3080.0,3082.0,6.0,27.0,6.0,Signed,Star,72.0,0.0,0.0,ARI,tier_5,11.283497884344147,ARI,0
1112,C,Nick,Harris,Nick Harris,NYG,13,0,6,899,False,13,15,0,3,Nick,Harris,1160.0,1162.0,6.0,27.0,15.0,Signed,Normal,72.0,0.0,0.0,NYG,tier_5,6.674082313681869,NYG,-3
1114,LT,Caedan,Wallace,Caedan Wallace,CLE,8,4,4,582,False,14,4,0,3,Caedan,Wallace,3386.0,3388.0,2.0,25.0,4.0,Signed,Normal,67.0,0.0,0.0,CLE,tier_6,6.8728522336769755,CLE,7
1118,C,Andrew,Raym,Andrew Raym,CIN,12,5,2,782,False,12,1,0,3,Andrew,Raym,3414.0,3416.0,2.0,25.0,1.0,Signed,Normal,66.0,0.0,0.0,CIN,tier_6,2.557544757033248,CIN,4
1120,RT,Jory,Dotts,Jory Dotts,NE,16,0,12,1113,False,16,21,0,3,Jory,Dotts,1657.0,1659.0,0.0,23.0,21.0,Signed,Normal,71.0,0.0,0.0,NE,tier_5,10.781671159029651,NE,0
1121,C,Jake,Renfro,Jake Renfro,NE,16,4,6,1096,False,16,21,0,3,Jake,Renfro,771.0,773.0,1.0,24.0,21.0,Signed,Normal,74.0,0.0,0.0,NE,tier_5,5.474452554744526,NE,0
1122,LG,Trey,Zuhn III,Trey Zuhn III,NE,16,5,0,1135,False,16,21,0,3,Trey,Zuhn III,2074.0,2076.0,0.0,23.0,21.0,Signed,Normal,73.0,0.0,0.0,NE,tier_5,0.0,NE,11
1123,LG,Sataoa,Laumea,Sataoa Laumea,DET,11,0,4,886,False,13,18,0,3,Sataoa,Laumea,3290.0,3292.0,2.0,24.0,18.0,Signed,Normal,68.0,0.0,0.0,DET,tier_6,4.514672686230248,DET,1
1127,LT,Ikem,Ekwonu,Ikem Ekwonu,LV,14,0,14,1013,False,14,22,0,3,Ikem,Ekwonu,800.0,802.0,4.0,25.0,22.0,Signed,Normal,73.0,0.0,0.0,LV,tier_5,13.820335636722607,LV,-3
1128,RT,Mackey,Maillho,Mackey Maillho,TEN,8,7,7,629,False,12,29,0,3,Mackey,Maillho,1437.0,1439.0,0.0,23.0,29.0,Signed,Normal,71.0,0.0,0.0,TEN,tier_5,11.128775834658187,TEN,0
1129,RG,Cesar,Ruiz,Cesar Ruiz,SEA,12,0,0,650,False,15,27,0,3,Cesar,Ruiz,2434.0,2436.0,6.0,27.0,27.0,Signed,Star,71.0,0.0,0.0,SEA,tier_5,0.0,SEA,11
1145,C,Jack,Hollifield,Jack Hollifield,DEN,16,0,5,1074,False,16,3,0,3,Jack,Hollifield,2667.0,2669.0,0.0,22.0,3.0,Signed,Normal,77.0,0.0,0.0,DEN,tier_4,4.655493482309125,DEN,0
1154,C,Brian,Driscoll,Brian Driscoll,LAR,16,0,10,1024,False,16,23,0,3,Brian,Driscoll,1866.0,1868.0,1.0,24.0,23.0,Signed,Normal,65.0,0.0,0.0,LAR,tier_6,9.765625,LAR,-5
1155,LT,Will,Campbell,Will Campbell,LAR,16,0,11,1070,False,16,23,0,3,Will,Campbell,138.0,140.0,1.0,23.0,23.0,Signed,Normal,75.0,0.0,0.0,LAR,tier_4,10.280373831775702,LAR,0
1157,RG,Robert,Hunt,Robert Hunt,LAR,14,0,1,1019,False,14,23,0,3,Robert,Hunt,1345.0,1347.0,6.0,30.0,23.0,Signed,Star,84.0,0.0,0.0,LAR,tier_3,0.9813542688910696,LAR,4
1159,LG,Steve,Avila,Steve Avila,LAR,16,0,5,1084,False,16,23,0,3,Steve,Avila,116.0,118.0,3.0,26.0,23.0,Signed,Normal,84.0,0.0,0.0,LAR,tier_3,4.612546125461255,LAR,-1
1161,RG,Jeremy,James,Jeremy James,WAS,16,4,0,1222,False,16,25,0,3,Jeremy,James,3601.0,3603.0,2.0,26.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,0.0,WAS,11
1162,C,Beaux,Limmer,Beaux Limmer,WAS,16,5,5,1222,False,16,25,0,3,Beaux,Limmer,3294.0,3296.0,2.0,25.0,25.0,Signed,Normal,76.0,0.0,0.0,WAS,tier_4,4.091653027823241,WAS,0
1163,C,Jackson,Powers-Johnson,Jackson Powers-Johnson,BUF,14,0,6,934,False,14,2,0,3,Jackson,Powers-Johnson,882.0,884.0,1.0,24.0,2.0,Signed,Normal,79.0,0.0,0.0,BUF,tier_4,6.423982869379015,BUF,-3
1164,LT,Cade,Berseford,Cade Berseford,BUF,4,0,3,408,False,16,2,0,3,Cade,Berseford,3490.0,3492.0,2.0,25.0,2.0,Signed,Normal,70.0,0.0,0.0,BUF,tier_5,7.352941176470588,BUF,3
1165,RT,Walter,Rouse,Walter Rouse,BUF,16,0,6,1145,False,16,2,0,3,Walter,Rouse,3374.0,3376.0,2.0,25.0,2.0,Signed,Normal,79.0,0.0,0.0,BUF,tier_4,5.240174672489083,BUF,5
1166,RG,O'Cyrus,Torrence,O'Cyrus Torrence,BUF,16,0,0,1231,False,16,2,0,3,O'Cyrus,Torrence,2831.0,2833.0,3.0,26.0,2.0,Signed,Star,89.0,0.0,0.0,BUF,tier_2,0.0,BUF,6
1167,LG,Garrett,Schwiebert,Garrett Schwiebert,BUF,16,0,4,1145,False,16,2,0,3,Garrett,Schwiebert,488.0,490.0,0.0,23.0,2.0,Signed,Normal,67.0,0.0,0.0,BUF,tier_6,3.493449781659389,BUF,4
1168,LT,Dion,Dawkins,Dion Dawkins,BUF,11,0,9,786,False,11,2,0,3,Dion,Dawkins,676.0,678.0,9.0,32.0,2.0,Signed,Star,77.0,0.0,0.0,BUF,tier_4,11.450381679389313,BUF,0
1170,LG,Kelvin,Banks Jr,Kelvin Banks Jr,LV,16,3,3,1191,False,16,22,0,3,Kelvin,Banks Jr,425.0,427.0,1.0,22.0,22.0,Signed,Star,71.0,0.0,0.0,LV,tier_5,2.5188916876574305,LV,3
1182,RG,Brandon,Scherff,Brandon Scherff,CIN,16,3,0,1169,False,16,1,0,3,Brandon,Scherff,2480.0,2482.0,11.0,34.0,1.0,Signed,Star,81.0,0.0,0.0,CIN,tier_3,0.0,CIN,8
1191,RT,Lane,Johnson,Lane Johnson,PHI,16,0,7,1114,False,16,12,0,3,Lane,Johnson,1484.0,1486.0,13.0,36.0,12.0,Signed,Superstar,92.0,0.0,0.0,PHI,tier_1,6.283662477558349,PHI,-1
1192,RT,Francis,Mauigoa,Francis Mauigoa,JAX,16,3,10,1170,False,16,16,0,3,Francis,Mauigoa,985.0,987.0,0.0,21.0,16.0,Signed,Star,77.0,0.0,0.0,JAX,tier_4,8.547008547008549,JAX,2
1194,LG,Cooper,Beebee,Cooper Beebee,JAX,16,4,0,1171,False,16,16,0,3,Cooper,Beebee,3302.0,3304.0,2.0,25.0,16.0,Signed,Normal,83.0,0.0,0.0,JAX,tier_3,0.0,JAX,8
1195,C,Sedrick,Van Pran,Sedrick Van Pran,JAX,16,5,3,1249,False,16,16,0,3,Sedrick,Van Pran,3254.0,3256.0,2.0,24.0,16.0,Signed,Star,83.0,0.0,0.0,JAX,tier_3,2.4019215372297835,JAX,1
1196,LG,Ezra,Cleveland,Ezra Cleveland,JAX,16,6,4,1164,False,16,16,0,3,Ezra,Cleveland,520.0,522.0,6.0,28.0,16.0,Signed,Star,87.0,0.0,0.0,JAX,tier_2,3.4364261168384878,JAX,0
1197,LT,Anton,Harrison,Anton Harrison,JAX,16,4,11,1174,False,16,16,0,3,Anton,Harrison,1166.0,1168.0,3.0,24.0,16.0,Signed,Star,80.0,0.0,0.0,JAX,tier_3,9.369676320272573,JAX,1
1198,RG,Savion,Byrd,Savion Byrd,MIN,8,0,0,592,False,14,30,0,3,Savion,Byrd,2201.0,2203.0,0.0,22.0,30.0,Signed,Normal,69.0,0.0,0.0,MIN,tier_6,0.0,MIN,12
1201,LG,Tyler,Smith,Tyler Smith,DAL,16,0,8,1231,False,16,10,0,3,Tyler,Smith,2615.0,2617.0,4.0,25.0,10.0,Signed,Superstar,98.0,0.0,0.0,DAL,tier_0,6.498781478472786,DAL,-12
1202,RT,Brian,O'Neill,Brian O'Neill,IND,11,3,7,693,False,11,9,0,3,Brian,O'Neill,2131.0,2133.0,8.0,30.0,9.0,Signed,Star,88.0,0.0,0.0,IND,tier_2,10.101010101010102,IND,-2
1203,LT,Bernhard,Raimann,Bernhard Raimann,NE,11,5,12,799,False,11,21,0,3,Bernhard,Raimann,2309.0,2311.0,4.0,28.0,21.0,Signed,Star,71.0,0.0,0.0,NE,tier_5,15.018773466833542,NE,-6
1206,LG,Joel,Bitonio,Joel Bitonio,NE,16,3,5,1220,False,16,21,0,3,Joel,Bitonio,220.0,222.0,12.0,34.0,21.0,Signed,Star,83.0,0.0,0.0,NE,tier_3,4.0983606557377055,NE,-1
3443,RT,Mekhi,Becton Sr,Mekhi Becton Sr,CIN,7,6,4,543,False,16,1,0,3,Mekhi,Becton Sr,184.0,186.0,6.0,27.0,1.0,Signed,Star,73.0,0.0,0.0,CIN,tier_5,7.366482504604051,CIN,3
3444,C,Garrett,Bradbury,Garrett Bradbury,PIT,14,7,8,907,False,14,28,0,3,Garrett,Bradbury,286.0,288.0,7.0,31.0,28.0,Signed,Star,74.0,0.0,0.0,PIT,tier_5,8.820286659316428,PIT,-6
