Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
550,HB,Christian,McCaffrey,Christian McCaffrey,LAC,597,0,1,27,281,15,580,253,True,0,192,0,0,40,0,1,3,23,0,7,0,0,0,0,3,11,11,0,7,3,Christian,McCaffrey,1839.0,1841.0,9.0,30.0,7.0,Signed,Superstar,84.0,0.0,0.0,LAC,tier_3,1513.7931034482758,946.3965517241379,0.5454545454545454,10.344827586206897,LAC,-6.0
552,WR,Trey,Palmer,Trey Palmer,TB,0,0,0,0,340,23,383,121,True,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,3,14,5,0,5,0,Trey,Palmer,2163.0,2165.0,3.0,25.0,5.0,Signed,Normal,73.0,0.0,0.0,TB,tier_5,887.7284595300262,2040.0,0.21428571428571427,7.832898172323759,TB,2.0
553,WR,Charlie,Jones,Charlie Jones,CIN,0,0,2,0,440,40,602,152,True,0,0,0,0,36,0,0,3,0,0,1,0,0,0,0,2,11,11,0,1,0,Charlie,Jones,1521.0,1523.0,3.0,27.0,1.0,Signed,Normal,79.0,0.0,0.0,CIN,tier_4,730.8970099667774,1759.9999999999998,0.18181818181818182,3.3222591362126246,CIN,-4.0
554,WR,Adonai,Mitchell,Adonai Mitchell,CHI,10,0,0,0,1023,62,980,347,True,0,3,0,0,76,0,0,3,5,0,0,0,0,0,0,9,16,16,3,0,0,Adonai,Mitchell,3279.0,3281.0,2.0,24.0,0.0,Signed,Normal,81.0,0.0,0.0,CHI,tier_3,1054.0816326530612,1902.6835443037974,0.5625,9.183673469387756,CHI,4.0
557,WR,Zachariah,Branch,Zachariah Branch,CAR,0,0,1,0,680,59,1087,290,True,0,0,0,0,59,0,0,3,0,0,2,0,0,0,0,5,16,16,0,20,0,Zachariah,Branch,2571.0,2573.0,0.0,21.0,20.0,Signed,Normal,78.0,0.0,0.0,CAR,tier_4,625.5749770009201,1659.6610169491526,0.3125,4.599816007359705,CAR,-3.0
3179,HB,Le'Veon,Moss,Le'Veon Moss,CHI,151,0,1,23,76,17,357,66,True,0,54,0,0,10,0,0,3,18,0,2,0,0,0,0,0,16,2,0,0,5,Le'Veon,Moss,1011.0,1013.0,0.0,22.0,0.0,Signed,Star,79.0,0.0,0.0,CHI,tier_4,635.8543417366947,878.8125,0.3125,14.005602240896359,CHI,-6.0
3182,QB,Bryce,Young,Bryce Young,CAR,129,2453,0,6,0,0,661,0,True,228,47,382,8,0,0,0,3,10,65,1,0,0,27,11,0,11,11,2,20,1,Bryce,Young,3171.0,3173.0,3.0,25.0,20.0,Signed,Normal,73.0,0.0,0.0,CAR,tier_5,195.15885022692888,823.404255319149,0.09090909090909091,1.5128593040847202,,
3184,QB,J.J.,McCarthy,J.J. McCarthy,MIN,241,2681,0,122,0,0,759,0,True,235,47,387,11,0,0,3,3,42,63,6,0,0,18,21,0,12,12,3,30,0,J.J.,McCarthy,3204.0,3206.0,2.0,23.0,30.0,Signed,Star,81.0,0.0,0.0,MIN,tier_3,317.52305665349144,1538.2978723404256,0.0,0.0,,
3185,HB,Will,Shipley,Will Shipley,MIN,325,0,4,58,231,34,479,173,True,0,97,0,0,30,0,1,3,38,0,7,0,0,0,0,3,16,16,0,30,0,Will,Shipley,3281.0,3283.0,2.0,24.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,1160.7515657620042,1029.6377952755906,0.1875,6.263048016701462,MIN,-2.0
3187,HB,Kyren,Williams,Kyren Williams,MIN,1100,0,1,333,394,27,659,299,True,0,268,0,0,41,0,9,3,42,0,16,0,0,0,0,3,16,16,4,30,6,Kyren,Williams,3055.0,3057.0,4.0,26.0,30.0,Signed,Star,79.0,0.0,0.0,MIN,tier_4,2267.071320182094,1251.5728155339807,0.5625,13.657056145675266,MIN,-1.0
3190,WR,Stefon,Diggs,Stefon Diggs,DAL,0,0,0,0,327,23,629,126,True,0,1,0,0,27,0,0,3,0,0,1,0,0,0,0,3,10,10,0,10,0,Stefon,Diggs,706.0,708.0,11.0,32.0,10.0,Signed,Star,79.0,0.0,0.0,DAL,tier_4,519.872813990461,1681.7142857142858,0.3,4.769475357710651,DAL,-5.0
3191,WR,Xavier,Legette,Xavier Legette,MIN,9,0,0,0,569,68,856,222,True,0,4,0,0,47,0,0,3,3,0,0,0,0,0,0,4,14,14,0,30,1,Xavier,Legette,3253.0,3255.0,2.0,25.0,30.0,Signed,Normal,77.0,0.0,0.0,MIN,tier_4,675.2336448598131,1659.529411764706,0.35714285714285715,5.841121495327102,MIN,-3.0
3193,WR,Brandon,Aiyuk,Brandon Aiyuk,JAX,12,0,1,0,1487,66,946,529,True,0,2,0,0,104,0,0,3,7,0,0,0,0,0,0,15,14,14,0,16,0,Brandon,Aiyuk,29.0,31.0,6.0,28.0,16.0,Signed,Superstar,89.0,0.0,0.0,JAX,tier_2,1584.5665961945033,2054.0377358490564,1.0714285714285714,15.856236786469344,JAX,8.0
3194,QB,Trevor,Lawrence,Trevor Lawrence,JAX,463,4236,0,165,0,0,1097,0,True,369,92,579,12,0,0,4,3,57,67,6,0,0,29,34,0,16,16,6,16,2,Trevor,Lawrence,1681.0,1683.0,5.0,26.0,16.0,Signed,Superstar,79.0,0.0,0.0,JAX,tier_4,422.0601640838651,1509.7826086956522,0.125,1.8231540565177757,,
3196,HB,Tank,Bigsby,Tank Bigsby,JAX,1005,0,1,301,155,18,534,111,True,0,237,0,0,20,0,8,3,60,0,15,0,0,0,0,2,16,16,3,16,7,Tank,Bigsby,218.0,220.0,3.0,25.0,16.0,Signed,Normal,82.0,0.0,0.0,JAX,tier_3,2172.2846441947563,1260.0,0.5625,16.853932584269664,JAX,-2.0
3197,TE,Brenton,Strange,Brenton Strange,JAX,0,0,3,0,538,22,1131,259,True,0,0,0,0,53,0,0,3,0,0,3,0,0,0,0,2,15,15,0,16,0,Brenton,Strange,2690.0,2692.0,3.0,25.0,16.0,Signed,Normal,69.0,0.0,0.0,JAX,tier_6,475.685234305924,1461.735849056604,0.13333333333333333,1.7683465959328026,JAX,1.0
3225,TE,Lake,McRee,Lake McRee,NO,0,0,3,0,275,18,769,146,True,0,0,0,0,30,0,0,3,0,0,0,0,0,0,0,1,14,9,0,26,0,Lake,McRee,188.0,190.0,0.0,22.0,26.0,Signed,Normal,68.0,0.0,0.0,NO,tier_6,357.6072821846554,1320.0,0.07142857142857142,1.3003901170351106,NO,-2.0
3227,WR,Romeo,Doubs,Romeo Doubs,NO,0,0,0,0,1220,58,1019,488,True,0,0,0,0,96,0,0,3,0,0,0,0,0,0,0,9,16,16,0,26,0,Romeo,Doubs,733.0,735.0,4.0,26.0,26.0,Signed,Normal,80.0,0.0,0.0,NO,tier_3,1197.2522080471051,1830.0000000000002,0.5625,8.832188420019628,NO,6.0
3229,WR,Ricky,Pearsall,Ricky Pearsall,LV,0,0,1,0,523,36,712,221,True,0,0,0,0,42,0,0,3,0,0,0,0,0,0,0,2,16,16,0,22,0,Ricky,Pearsall,3293.0,3295.0,2.0,25.0,22.0,Signed,Normal,75.0,0.0,0.0,LV,tier_4,734.5505617977528,1793.142857142857,0.125,2.8089887640449436,LV,-4.0
3230,TE,Michael,Mayer,Michael Mayer,LV,0,0,1,0,393,20,1157,186,True,0,0,0,0,35,0,0,3,0,0,2,0,0,0,0,0,16,16,0,22,0,Michael,Mayer,1831.0,1833.0,3.0,25.0,22.0,Signed,Normal,71.0,0.0,0.0,LV,tier_5,339.67156439066554,1616.9142857142856,0.0,0.0,LV,-6.0
3234,WR,Malik,Nabers,Malik Nabers,LV,6,0,3,0,879,47,979,370,True,0,1,0,0,79,0,0,3,6,0,2,0,0,0,0,5,16,16,0,22,0,Malik,Nabers,3237.0,3239.0,2.0,23.0,22.0,Signed,Star,86.0,0.0,0.0,LV,tier_2,903.9836567926455,1604.6999999999998,0.3125,5.107252298263534,LV,-1.0
3236,HB,Trey,Benson,Trey Benson,LV,783,0,2,281,240,20,539,182,True,0,169,0,0,33,0,8,3,59,0,15,0,0,0,0,0,12,12,0,22,5,Trey,Benson,3369.0,3371.0,2.0,24.0,22.0,Signed,Star,81.0,0.0,0.0,LV,tier_3,1897.9591836734694,1333.960396039604,0.4166666666666667,9.27643784786642,LV,-1.0
3237,HB,Tyler,Allgeier,Tyler Allgeier,TEN,458,0,0,73,79,16,418,57,True,0,144,0,0,8,0,1,3,56,0,4,0,0,0,0,1,14,7,1,29,5,Tyler,Allgeier,55.0,57.0,4.0,26.0,29.0,Signed,Star,80.0,0.0,0.0,TEN,tier_3,1284.688995215311,978.7894736842105,0.42857142857142855,14.354066985645934,TEN,-9.0
3239,WR,Khalil,Shakir,Khalil Shakir,TEN,2,0,4,0,775,25,907,337,True,0,1,0,0,68,0,0,3,2,0,0,0,0,0,0,6,14,14,0,29,0,Khalil,Shakir,2516.0,2518.0,4.0,26.0,29.0,Signed,Normal,79.0,0.0,0.0,TEN,tier_4,856.670341786108,1626.0869565217392,0.42857142857142855,6.615214994487321,TEN,0.0
3248,WR,Michael,Wilson,Michael Wilson,ARI,4,0,0,0,810,53,928,314,True,0,1,0,0,66,0,0,3,4,0,0,0,0,0,0,5,16,16,0,6,0,Michael,Wilson,3094.0,3096.0,3.0,26.0,6.0,Signed,Normal,82.0,0.0,0.0,ARI,tier_3,877.1551724137931,1758.8059701492539,0.3125,5.387931034482759,ARI,-1.0
3275,TE,Rivaldo,Fairweather,Rivaldo Fairweather,SF,0,0,0,0,629,48,1003,254,True,0,0,0,0,50,0,0,3,0,0,1,0,0,0,0,5,14,14,0,14,0,Rivaldo,Fairweather,3535.0,3537.0,2.0,25.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,627.1186440677966,1811.52,0.35714285714285715,4.985044865403789,SF,3.0
3276,QB,Brock,Purdy,Brock Purdy,SF,155,4012,0,35,0,0,1078,0,True,347,51,549,13,0,0,0,3,18,69,2,0,0,22,37,0,16,16,6,14,3,Brock,Purdy,2290.0,2292.0,4.0,26.0,14.0,Signed,Superstar,85.0,0.0,0.0,SF,tier_2,143.78478664192951,911.7647058823529,0.1875,2.782931354359926,,
3278,HB,Sam,Franklin,Sam Franklin,SF,295,0,2,90,83,14,318,68,True,0,76,0,0,13,0,1,3,46,0,5,0,0,0,0,1,16,5,0,14,0,Sam,Franklin,3063.0,3065.0,0.0,22.0,14.0,Signed,Normal,70.0,0.0,0.0,SF,tier_5,1188.6792452830189,1128.6741573033707,0.0625,3.1446540880503147,SF,-2.0
3280,WR,Justin,Jefferson,Justin Jefferson,SF,133,0,0,93,1530,69,988,705,True,0,13,0,0,115,0,2,3,60,0,16,0,0,0,0,15,16,16,0,14,1,Justin,Jefferson,1431.0,1433.0,6.0,27.0,14.0,Signed,XFactor,99.0,0.0,0.0,SF,tier_0,1683.1983805668017,2032.96875,1.0,16.194331983805668,SF,3.0
3285,WR,Puka,Nacua,Puka Nacua,LAR,10,0,1,0,1038,69,1002,372,True,0,3,0,0,74,0,0,3,6,0,1,0,0,0,0,4,16,16,0,23,0,Puka,Nacua,2042.0,2044.0,3.0,25.0,23.0,Signed,Superstar,86.0,0.0,0.0,LAR,tier_2,1045.9081836327346,1980.155844155844,0.25,3.992015968063872,LAR,-2.0
3286,HB,Cameron,Seldon,Cameron Seldon,WAS,388,0,0,127,78,10,251,66,True,0,98,0,0,12,0,4,3,51,0,5,0,0,0,0,1,11,3,0,25,4,Cameron,Seldon,1571.0,1573.0,0.0,21.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,1856.5737051792828,1160.290909090909,0.45454545454545453,19.9203187250996,WAS,3.0
3290,TE,Dawson,Knox,Dawson Knox,LAR,0,0,2,0,550,74,1020,240,True,0,0,0,0,48,0,0,3,0,0,1,0,0,0,0,2,15,15,0,23,0,Dawson,Knox,1631.0,1633.0,7.0,29.0,23.0,Signed,Star,80.0,0.0,0.0,LAR,tier_3,539.2156862745097,1650.0,0.13333333333333333,1.9607843137254901,LAR,-3.0
3292,HB,Travis,Etienne Jr,Travis Etienne Jr,LAR,952,0,3,253,422,27,757,372,True,0,242,0,0,49,0,8,3,51,0,10,0,0,0,0,2,16,16,1,23,3,Travis,Etienne Jr,826.0,828.0,5.0,27.0,23.0,Signed,Superstar,84.0,0.0,0.0,LAR,tier_3,1815.0594451783354,1190.2680412371135,0.3125,6.605019815059445,LAR,-5.0
3293,QB,Aidan,Chiles,Aidan Chiles,LAR,272,2479,0,41,0,0,789,0,True,219,70,371,7,0,0,1,3,32,74,4,0,0,37,11,0,16,13,4,23,1,Aidan,Chiles,2083.0,2085.0,0.0,21.0,23.0,Signed,Normal,71.0,0.0,0.0,LAR,tier_5,344.7401774397972,1165.7142857142858,0.0625,1.2674271229404308,,
3295,HB,Nick,Chubb,Nick Chubb,KC,396,0,1,51,94,15,391,67,True,0,121,0,0,17,0,1,3,33,0,3,0,0,0,0,1,14,0,1,8,4,Nick,Chubb,502.0,504.0,8.0,30.0,8.0,Signed,Normal,72.0,0.0,0.0,KC,tier_5,1253.1969309462916,958.9565217391305,0.35714285714285715,12.78772378516624,KC,-4.0
3307,HB,Najee,Harris,Najee Harris,GB,326,0,3,158,124,13,360,105,True,0,67,0,0,17,0,3,3,53,0,7,0,0,0,0,1,11,6,0,19,5,Najee,Harris,1159.0,1161.0,5.0,28.0,19.0,Signed,Normal,71.0,0.0,0.0,GB,tier_5,1250.0,1376.857142857143,0.5454545454545454,16.666666666666668,GB,8.0
3308,WR,Marvin,Harrison Jr,Marvin Harrison Jr,ARI,0,0,0,0,1075,24,986,407,True,0,0,0,0,82,0,0,3,0,0,0,0,0,0,0,6,16,16,0,6,0,Marvin,Harrison Jr,3196.0,3198.0,2.0,24.0,6.0,Signed,Superstar,89.0,0.0,0.0,ARI,tier_2,1090.26369168357,1887.8048780487807,0.375,6.085192697768763,ARI,0.0
3310,WR,Jaquaize,Pettaway,Jaquaize Pettaway,ARI,0,0,0,0,500,46,672,189,True,0,0,0,0,38,0,0,3,0,0,0,0,0,0,0,2,14,14,0,6,0,Jaquaize,Pettaway,1759.0,1761.0,0.0,22.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,744.047619047619,1894.7368421052631,0.14285714285714285,2.976190476190476,ARI,-4.0
3311,TE,Trey,Knox,Trey Knox,ARI,0,0,1,0,356,48,966,161,True,0,0,0,0,27,0,0,3,0,0,3,0,0,0,0,2,16,13,1,6,0,Trey,Knox,3476.0,3478.0,2.0,25.0,6.0,Signed,Normal,68.0,0.0,0.0,ARI,tier_6,368.53002070393376,1898.6666666666667,0.125,2.070393374741201,ARI,-1.0
3312,HB,Trevor,Etienne,Trevor Etienne,ARI,802,0,0,180,384,23,715,314,True,0,226,0,0,45,0,6,3,46,0,12,0,0,0,0,1,14,14,0,6,3,Trevor,Etienne,2072.0,2074.0,1.0,22.0,6.0,Signed,Superstar,81.0,0.0,0.0,ARI,tier_3,1658.7412587412587,1091.8671586715866,0.2857142857142857,5.594405594405594,ARI,-7.0
3317,QB,Kenny,Pickett,Kenny Pickett,ARI,239,1966,0,115,0,0,607,0,True,173,51,303,3,0,0,3,3,63,53,5,0,0,23,9,0,14,10,10,6,2,Kenny,Pickett,2235.0,2237.0,4.0,28.0,6.0,Signed,Star,72.0,0.0,0.0,ARI,tier_5,393.73970345963755,1405.8823529411766,0.14285714285714285,3.2948929159802307,,
3319,TE,Colston,Loveland,Colston Loveland,IND,0,0,6,0,369,24,1150,166,True,0,0,0,0,38,0,0,3,0,0,2,0,0,0,0,2,16,16,0,9,0,Colston,Loveland,161.0,163.0,1.0,22.0,9.0,Signed,Star,74.0,0.0,0.0,IND,tier_5,320.8695652173913,1398.3157894736842,0.125,1.7391304347826089,IND,-5.0
3320,WR,Malachi,Corley,Malachi Corley,IND,11,0,2,0,563,54,803,218,True,0,3,0,0,44,0,0,3,6,0,1,0,0,0,0,2,16,16,0,9,0,Malachi,Corley,3324.0,3326.0,2.0,24.0,9.0,Signed,Normal,75.0,0.0,0.0,IND,tier_4,714.8194271481942,1795.1489361702127,0.125,2.4906600249066004,IND,-4.0
3323,HB,Saquon,Barkley,Saquon Barkley,IND,641,0,1,208,386,24,719,254,True,0,132,0,0,40,0,6,3,47,0,8,0,0,0,0,4,16,16,2,9,3,Saquon,Barkley,147.0,149.0,8.0,29.0,9.0,Signed,Star,75.0,0.0,0.0,IND,tier_4,1428.3727399165507,1441.1860465116279,0.4375,9.735744089012517,IND,2.0
3324,QB,Preston,Stone,Preston Stone,CLE,214,1922,0,88,0,0,627,0,True,172,48,316,7,0,0,2,3,49,56,5,0,0,22,9,0,15,9,5,4,2,Preston,Stone,411.0,413.0,0.0,24.0,4.0,Signed,Normal,69.0,0.0,0.0,CLE,tier_6,341.3078149920255,1337.5,0.13333333333333333,3.189792663476874,,
3325,WR,D.J.,Moore,D.J. Moore,CHI,4,0,0,0,1153,46,1039,446,True,0,5,0,0,83,0,0,3,3,0,8,0,0,0,0,7,16,16,0,0,0,D.J.,Moore,1978.0,1980.0,8.0,29.0,0.0,Signed,Star,88.0,0.0,0.0,CHI,tier_2,1113.5707410972088,1900.3636363636363,0.4375,6.737247353224253,CHI,0.0
3327,HB,Roschon,Johnson,Roschon Johnson,CHI,452,0,0,168,90,20,260,74,True,0,100,0,0,7,0,4,3,55,0,10,0,0,0,0,0,14,5,0,0,5,Roschon,Johnson,1492.0,1494.0,3.0,25.0,0.0,Signed,Star,77.0,0.0,0.0,CHI,tier_4,2084.6153846153848,1388.411214953271,0.35714285714285715,19.230769230769234,CHI,4.0
3329,QB,Daniel,Jones,Daniel Jones,CHI,183,1189,0,84,0,0,393,0,True,104,29,174,4,0,0,2,3,55,49,3,0,0,18,7,0,16,6,6,0,0,Daniel,Jones,1525.0,1527.0,7.0,29.0,0.0,Signed,Normal,68.0,0.0,0.0,CHI,tier_6,465.64885496183206,1893.103448275862,0.0,0.0,,
3330,WR,Mike,Evans,Mike Evans,DAL,7,0,0,0,884,49,989,316,True,0,2,0,0,74,0,0,3,7,0,0,0,0,0,0,8,16,16,0,10,0,Mike,Evans,835.0,837.0,12.0,33.0,10.0,Signed,Star,81.0,0.0,0.0,DAL,tier_3,900.9100101112234,1702.578947368421,0.5,8.088978766430738,DAL,4.0
3332,WR,Jakobi,Meyers,Jakobi Meyers,NYG,5,0,0,0,534,24,468,219,True,0,1,0,0,44,0,0,3,5,0,0,0,0,0,0,0,10,8,1,15,0,Jakobi,Meyers,1924.0,1926.0,7.0,29.0,15.0,Signed,Star,80.0,0.0,0.0,NYG,tier_3,1151.7094017094016,1742.1333333333334,0.0,0.0,NYG,0.0
3333,QB,Jackson,Arnold,Jackson Arnold,NYG,309,4228,0,106,0,0,1076,0,True,373,66,614,11,0,0,3,3,41,64,5,0,0,46,23,0,16,16,8,15,2,Jackson,Arnold,2952.0,2954.0,0.0,22.0,15.0,Signed,Normal,71.0,0.0,0.0,NYG,tier_5,287.1747211895911,1404.5454545454545,0.125,1.858736059479554,,
3335,WR,Michael,Pittman Jr,Michael Pittman Jr,IND,2,0,2,1,929,70,1005,347,True,0,2,0,0,67,0,0,3,5,0,0,0,0,0,0,3,16,16,0,9,0,Michael,Pittman Jr,2252.0,2254.0,6.0,28.0,9.0,Signed,Star,83.0,0.0,0.0,IND,tier_3,926.3681592039801,1947.4782608695652,0.1875,2.985074626865672,IND,0.0
3336,QB,Anthony,Richardson,Anthony Richardson,IND,565,3312,0,261,0,0,1022,0,True,290,81,496,17,0,0,8,3,75,70,14,0,0,42,14,0,16,16,4,9,4,Anthony,Richardson,2361.0,2363.0,3.0,24.0,9.0,Signed,Normal,75.0,0.0,0.0,IND,tier_4,552.8375733855187,2092.5925925925926,0.25,3.9138943248532287,,
3337,WR,Josh,Downs,Josh Downs,IND,30,0,5,0,756,33,688,306,True,0,8,0,0,62,0,0,3,6,0,0,0,0,0,0,2,12,12,0,9,0,Josh,Downs,739.0,741.0,3.0,25.0,9.0,Signed,Star,80.0,0.0,0.0,IND,tier_3,1142.4418604651164,1683.7714285714285,0.16666666666666666,2.9069767441860463,IND,0.0
3340,HB,D'Andre,Swift,D'Andre Swift,CHI,776,0,1,304,315,22,640,265,True,0,177,0,0,35,0,7,3,74,0,12,0,0,0,0,0,14,14,0,0,4,D'Andre,Swift,2722.0,2724.0,6.0,27.0,0.0,Signed,Superstar,80.0,0.0,0.0,CHI,tier_3,1704.6875,1312.0754716981135,0.2857142857142857,6.25,CHI,-2.0
3343,HB,Geno,Hess,Geno Hess,GB,475,0,2,82,87,15,334,60,True,0,141,0,0,12,0,2,3,46,0,4,0,0,0,0,0,12,4,6,19,2,Geno,Hess,3596.0,3598.0,2.0,25.0,19.0,Signed,Normal,74.0,0.0,0.0,GB,tier_5,1682.6347305389222,1013.2549019607843,0.16666666666666666,5.9880239520958085,GB,-7.0
3346,WR,Keon,Coleman,Keon Coleman,CIN,8,0,1,0,813,48,870,316,True,0,2,0,0,65,0,0,3,5,0,0,0,0,0,0,5,14,14,0,1,0,Keon,Coleman,3203.0,3205.0,2.0,23.0,1.0,Signed,Normal,85.0,0.0,0.0,CIN,tier_2,943.6781609195402,1783.1641791044776,0.35714285714285715,5.747126436781609,CIN,-1.0
3347,WR,Ja'Mori,Maclin,Ja'Mori Maclin,GB,0,0,1,0,541,66,700,199,True,0,0,0,0,46,0,0,3,0,0,0,0,0,0,0,0,13,13,0,19,0,Ja'Mori,Maclin,849.0,851.0,0.0,22.0,19.0,Signed,Star,76.0,0.0,0.0,GB,tier_4,772.8571428571429,1693.5652173913043,0.0,0.0,GB,-4.0
3349,TE,T.J.,Hockenson,T.J. Hockenson,MIN,0,0,1,0,956,48,1202,425,True,0,0,0,0,83,0,0,3,0,0,5,0,0,0,0,5,16,16,0,30,0,T.J.,Hockenson,1267.0,1269.0,7.0,29.0,30.0,Signed,Superstar,84.0,0.0,0.0,MIN,tier_3,795.341098169717,1658.602409638554,0.3125,4.159733777038269,MIN,5.0
3350,WR,Jordan,Addison,Jordan Addison,MIN,18,0,2,0,939,63,762,346,True,0,8,0,0,64,0,0,3,5,0,2,0,0,0,0,6,12,12,0,30,0,Jordan,Addison,17.0,19.0,3.0,24.0,30.0,Signed,Star,86.0,0.0,0.0,MIN,tier_2,1255.9055118110236,1953.0,0.5,7.874015748031496,MIN,2.0
3351,HB,James,Conner,James Conner,ATL,272,0,0,83,103,28,420,88,True,0,63,0,0,12,0,2,3,40,0,4,0,0,0,0,0,13,2,0,13,5,James,Conner,560.0,562.0,9.0,31.0,13.0,Signed,Normal,76.0,0.0,0.0,ATL,tier_4,892.8571428571429,1285.76,0.38461538461538464,11.904761904761903,ATL,1.0
3354,TE,Josh,Cuevas,Josh Cuevas,CHI,0,0,0,0,406,22,913,181,True,0,0,0,0,36,0,0,3,0,0,1,0,0,0,0,3,16,11,0,0,0,Josh,Cuevas,1987.0,1989.0,0.0,22.0,0.0,Signed,Normal,69.0,0.0,0.0,CHI,tier_6,444.68784227820373,1624.0,0.1875,3.2858707557502735,CHI,0.0
3356,HB,Quinshon,Judkins,Quinshon Judkins,CIN,1303,0,1,492,220,16,682,174,True,0,252,0,0,29,0,13,3,92,0,24,0,0,0,0,1,16,16,0,1,10,Quinshon,Judkins,1015.0,1017.0,1.0,22.0,1.0,Signed,XFactor,89.0,0.0,0.0,CIN,tier_2,2233.1378299120233,1503.8434163701068,0.6875,16.129032258064516,CIN,6.0
3358,QB,Jared,Goff,Jared Goff,DET,118,3729,0,31,0,0,938,0,True,326,40,470,6,0,0,1,3,35,44,1,0,0,29,29,0,14,14,3,18,0,Jared,Goff,1022.0,1024.0,10.0,31.0,18.0,Signed,Star,80.0,0.0,0.0,DET,tier_3,125.7995735607676,885.0,0.0,0.0,,
3359,WR,Amon-Ra,St. Brown,Amon-Ra St. Brown,DET,0,0,0,0,1333,37,1111,507,True,0,0,0,0,96,0,0,3,0,0,3,0,0,0,0,12,16,16,0,18,0,Amon-Ra,St. Brown,2652.0,2654.0,5.0,26.0,18.0,Signed,XFactor,97.0,0.0,0.0,DET,tier_0,1199.8199819981999,1999.5,0.75,10.801080108010801,DET,2.0
3361,HB,Jahmyr,Gibbs,Jahmyr Gibbs,DET,1204,0,2,479,332,37,659,256,True,0,258,0,0,43,0,11,3,61,0,22,0,0,0,0,2,16,16,0,18,8,Jahmyr,Gibbs,994.0,996.0,3.0,24.0,18.0,Signed,Normal,81.0,0.0,0.0,DET,tier_3,2330.804248861912,1358.8305647840532,0.625,15.174506828528074,DET,6.0
3363,TE,Sam,LaPorta,Sam LaPorta,DET,0,0,0,0,946,44,1184,438,True,0,0,0,0,97,0,0,3,0,0,2,0,0,0,0,6,16,16,0,18,0,Sam,LaPorta,1671.0,1673.0,3.0,25.0,18.0,Signed,XFactor,92.0,0.0,0.0,DET,tier_1,798.9864864864866,1404.3711340206185,0.375,5.0675675675675675,DET,3.0
3364,HB,Dylan,Laube,Dylan Laube,DET,485,0,2,136,264,25,554,196,True,0,126,0,0,26,0,4,3,37,0,9,0,0,0,0,1,16,0,0,18,6,Dylan,Laube,3431.0,3433.0,2.0,25.0,18.0,Signed,Normal,80.0,0.0,0.0,DET,tier_3,1351.9855595667868,1207.3421052631581,0.4375,12.63537906137184,DET,-1.0
3370,TE,Kyle,Pitts,Kyle Pitts,ATL,0,0,2,0,755,63,990,376,True,0,0,0,0,68,0,0,3,0,0,2,0,0,0,0,3,14,14,0,13,0,Kyle,Pitts,2254.0,2256.0,5.0,25.0,13.0,Signed,Superstar,90.0,0.0,0.0,ATL,tier_1,762.6262626262627,1598.8235294117646,0.21428571428571427,3.0303030303030303,ATL,0.0
3371,WR,Drake,London,Drake London,ATL,0,0,0,0,871,64,1030,271,True,0,0,0,0,60,0,0,3,0,0,0,0,0,0,0,7,16,16,0,13,0,Drake,London,1742.0,1744.0,4.0,25.0,13.0,Signed,Star,84.0,0.0,0.0,ATL,tier_3,845.6310679611651,2090.4,0.4375,6.796116504854369,ATL,0.0
3372,QB,Kirk,Cousins,Kirk Cousins,ATL,164,3905,0,36,0,0,1058,0,True,318,51,534,6,0,0,1,3,37,64,2,0,0,35,30,0,16,16,8,13,2,Kirk,Cousins,587.0,589.0,14.0,38.0,13.0,Signed,Star,80.0,0.0,0.0,ATL,tier_3,155.00945179584122,964.7058823529412,0.125,1.890359168241966,,
3373,HB,Bijan,Robinson,Bijan Robinson,ATL,830,0,2,214,413,44,502,350,True,0,181,0,0,35,0,6,3,58,0,16,0,0,0,0,0,13,13,0,13,3,Bijan,Robinson,2391.0,2393.0,3.0,24.0,13.0,Signed,XFactor,92.0,0.0,0.0,ATL,tier_1,2476.0956175298807,1428.1111111111113,0.23076923076923078,5.9760956175298805,ATL,-3.0
